Team,TG,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR
"CHW",162,81,81,48,711,162,1447.2,9.014506747085093,3.3136083422043825,1.032005600011121,0.2950570342205323,0.71182207,0.414723926,0.105263157,94.50888737683047,3.9352984626930096,3.76590824870074,3.810105470211557,3.9320552026639453,17.01511462032795
"LAA",162,73,89,38,652,162,1435.2,8.669840573045269,3.385187208564313,1.053169353775564,0.2760483663493697,0.73047702,0.422310756,0.111037673,94.06292310952145,3.786394581431195,3.862543517997588,3.9608174255379685,3.9996836292937403,16.441927030682564
"MIA",162,69,93,41,694,162,1437.1,8.997913609442978,3.1996756119870295,1.083256126954513,0.2948950505312257,0.73801184,0.445976435,0.125818181,94.52167504244122,3.869666395710341,3.892352336901897,3.9027835772703545,3.754250120363383,15.465639310888946
"TOR",162,92,70,46,746,162,1441.1,8.67946440404197,2.6475488541825865,1.1239594192284565,0.29525483304042177,0.73379052,0.413550267,0.114358322,93.79384918551263,3.8901484343296024,4.069369646187529,3.8478612389361495,3.840993598385837,15.35016184678534
"MIL",162,86,76,52,710,162,1446,9.522822368308688,3.242738858750867,1.1825727124043468,0.2795412109895972,0.72948718,0.437676689,0.134370579,93.10704515438196,3.827801148045649,3.679257144513863,3.924325951582918,3.663774295898714,15.12682232959196
"STL",162,93,69,37,628,162,1435.2,7.378454399220351,3.065475107237682,0.9152543264963222,0.2870593915982617,0.74243868,0.472287458,0.106569343,93.77415286069576,3.7926634762347597,4.112858645713508,3.942010836409874,4.0326350036521115,13.88964845542796
"SEA",162,90,72,40,698,162,1447,8.651693694253227,2.7802351411439195,1.156876367455859,0.2793138760880696,0.76138457,0.397629044,0.112048192,93.81995095421337,3.588804645279735,3.7520366041885302,3.903723379642275,3.930961260093251,12.94434996205382
"BAL",162,83,79,46,703,162,1433.1,7.622791576796159,2.7816282277765225,1.073721054062721,0.29644743158905423,0.73195507,0.431791773,0.109056122,93.54055915960319,3.9746516211795457,4.21524327792399,4.0305706424341885,4.099095691318431,12.42131096078083
"COL",162,68,94,43,659,162,1425.1,7.495089501647423,3.4034146936714076,1.1618335874499797,0.31187075626317023,0.66849817,0.440996602,0.120973044,93.95782559943717,5.0767076321183895,4.587964085058534,4.383712680684563,4.2852387692414275,11.870393649442121
"MIN",162,78,84,28,710,162,1437,8.367432739288894,2.931106678134134,1.1524009161894886,0.2848545636910732,0.73289902,0.400289715,0.109589041,92.84612192181031,3.983298819002797,4.005386195320118,4.032403230650227,4.097497340483373,11.459243742527178
"CIN",162,62,100,31,736,162,1423.1,8.940984502856015,3.869789615097511,1.3468385425094278,0.29785585120124,0.71125265,0.406072574,0.133291614,94.74767381384333,4.862529761454225,4.141703504531949,4.592759018912746,4.309361080099512,10.680732377106324
"BOS",162,78,84,39,738,162,1431,8.465409623075011,3.308176420310146,1.1635221250140246,0.30361565131253093,0.69828571,0.427550047,0.117534942,94.1105815308312,4.5345916331627665,4.302918651579001,4.165540816916143,4.113200799161198,10.102980722789653
"DET",162,66,96,38,742,162,1419.2,7.575722614549775,3.2394931012844648,1.0586993109872909,0.2839446198688365,0.71308825,0.417118604,0.101829268,93.04388574550455,4.038272222149128,4.445481615980546,4.158451278985981,4.339342927242422,9.50631095096469
"TEX",162,68,94,37,694,162,1435,8.241115612421,3.643902717516439,1.0599303945960037,0.2916666666666667,0.7123381,0.458534233,0.119181946,94.71456217731786,4.2209062459355655,4.18567803387556,4.175148852918241,4.1069703214447815,9.168829179368913
"PIT",162,62,100,33,666,162,1421,7.916960557543435,3.711471109376362,1.0387052251496987,0.303639846743295,0.68678682,0.439284885,0.108753315,93.79659435768994,4.661506376281574,4.5167997567911575,4.274288946596915,4.3449413531186405,9.01727003743872
"KCR",162,65,97,33,722,162,1416,7.569916069970004,3.7436444712110264,1.0995763896765833,0.31242603550295855,0.70284698,0.437629221,0.112483745,93.88499716263783,4.7161022031215305,4.65706510468251,4.4168096732962505,4.436448194683607,8.408175976015627
"CHC",162,74,88,44,690,162,1443.2,8.621797113534674,3.3664283740482457,1.2904642100518275,0.2866885577165951,0.73504684,0.431163803,0.135029354,92.84608459472656,4.027245795620679,4.217314401344261,4.33431981891035,4.042289982168963,7.820921263715718
"ARI",162,74,88,33,708,162,1430,7.653147579179939,3.17202827294958,1.2020980161376384,0.2818070818070818,0.71193466,0.398014653,0.114577084,92.55981697773018,4.254545858162532,4.336455677505172,4.329214333879317,4.318568036644521,6.749041225295514
"OAK",162,60,102,34,692,162,1426.1,7.590792953418963,3.173872697896707,1.2304277854669141,0.2890549662487946,0.70695755,0.41372093,0.115248226,92.93006343910983,4.536808091029289,4.353875963400917,4.4122675340026145,4.3910838663202725,3.285824002698064
"WSN",162,55,107,28,750,162,1411.2,7.778040849293504,3.557497372053914,1.5556081698587008,0.29711375212224106,0.70836174,0.41510308,0.14403778,93.68143851151308,5.004723005488033,4.737205428911726,4.976185598611405,4.5056394662907655,-0.03477299161022529
