date,time,away_team,home_team,away_odds,home_odds,away_score,home_score
11 Aug 2022,,Cleveland Guardians,Detroit Tigers,-152,+129,4,3
11 Aug 2022,,Miami Marlins,Philadelphia Phillies,+140,-161,3,0
10 Aug 2022,,Minnesota Twins,Los Angeles Dodgers,+170,-200,5,8
10 Aug 2022,,Pittsburgh Pirates,Arizona Diamondbacks,+165,-185,6,4
10 Aug 2022,,St.Louis Cardinals,Colorado Rockies,-125,+104,9,5
10 Aug 2022,,Chicago White Sox,Kansas City Royals,-175,+154,3,8
10 Aug 2022,,Texas Rangers,Houston Astros,+240,-303,8,4
10 Aug 2022,,Atlanta Braves,Boston Red Sox,-152,+129,8,4
10 Aug 2022,,Cleveland Guardians,Detroit Tigers,-161,+140,3,2
10 Aug 2022,,Miami Marlins,Philadelphia Phillies,+150,-172,3,4
10 Aug 2022,,New York Yankees,Seattle Mariners,-125,+104,3,4
10 Aug 2022,,San Francisco Giants,San Diego Padres,+140,-161,7,13
10 Aug 2022,,Los Angeles Angels,Athletics,+114,-135,5,4
10 Aug 2022,,Washington Nationals,Chicago Cubs,+145,-167,2,4
10 Aug 2022,,Tampa Bay Rays,Milwaukee Brewers,+135,-156,3,4
10 Aug 2022,,Cincinnati Reds,New York Mets,+260,-323,2,10
09 Aug 2022,,Minnesota Twins,Los Angeles Dodgers,+210,-250,3,10
09 Aug 2022,,New York Yankees,Seattle Mariners,-132,+110,0,1
09 Aug 2022,,Pittsburgh Pirates,Arizona Diamondbacks,+150,-172,4,6
09 Aug 2022,,Los Angeles Angels,Athletics,-175,+154,5,1
09 Aug 2022,,San Francisco Giants,San Diego Padres,+145,-167,4,7
09 Aug 2022,,St.Louis Cardinals,Colorado Rockies,-156,+135,5,16
09 Aug 2022,,Texas Rangers,Houston Astros,+260,-323,5,7
09 Aug 2022,,Tampa Bay Rays,Milwaukee Brewers,+145,-167,3,5
09 Aug 2022,,Washington Nationals,Chicago Cubs,+160,-182,6,5
09 Aug 2022,,Atlanta Braves,Boston Red Sox,-147,+125,9,7
09 Aug 2022,,Cincinnati Reds,New York Mets,+254,-323,2,6
09 Aug 2022,,Cleveland Guardians,Detroit Tigers,-161,+140,5,2
09 Aug 2022,,Toronto Blue Jays,Baltimore Orioles,-152,+129,5,6
09 Aug 2022,,Miami Marlins,Philadelphia Phillies,+114,-135,1,4
08 Aug 2022,,New York Yankees,Seattle Mariners,-132,+110,9,4
08 Aug 2022,,Pittsburgh Pirates,Arizona Diamondbacks,+140,-161,0,3
08 Aug 2022,,Los Angeles Angels,Athletics,-175,+154,1,0
08 Aug 2022,,San Francisco Giants,San Diego Padres,+160,-182,1,0
08 Aug 2022,,Washington Nationals,Chicago Cubs,+167,-192,3,6
08 Aug 2022,,Cincinnati Reds,New York Mets,+245,-312,1,5
08 Aug 2022,,Toronto Blue Jays,Baltimore Orioles,-175,+154,4,7
07 Aug 2022,,San Diego Padres,Los Angeles Dodgers,+114,-135,0,4
07 Aug 2022,,Colorado Rockies,Arizona Diamondbacks,+135,-156,4,6
07 Aug 2022,,Atlanta Braves,New York Mets,+129,-152,2,5
07 Aug 2022,,Los Angeles Angels,Seattle Mariners,+135,-156,3,6
07 Aug 2022,,San Francisco Giants,Athletics,-200,+170,6,4
07 Aug 2022,,Chicago White Sox,Texas Rangers,-141,+120,8,2
07 Aug 2022,,Miami Marlins,Chicago Cubs,+120,-141,3,0
07 Aug 2022,,New York Yankees,St.Louis Cardinals,-135,+114,9,12
07 Aug 2022,,Boston Red Sox,Kansas City Royals,-156,+135,5,13
07 Aug 2022,,Cincinnati Reds,Milwaukee Brewers,+235,-294,4,2
07 Aug 2022,,Toronto Blue Jays,Minnesota Twins,-185,+165,3,2
07 Aug 2022,,Tampa Bay Rays,Detroit Tigers,-185,+165,7,0
07 Aug 2022,,Pittsburgh Pirates,Baltimore Orioles,+160,-182,8,1
07 Aug 2022,,Washington Nationals,Philadelphia Phillies,+254,-323,1,13
07 Aug 2022,,Houston Astros,Cleveland Guardians,-132,+110,0,1
06 Aug 2022,,San Diego Padres,Los Angeles Dodgers,+114,-135,3,8
06 Aug 2022,,Colorado Rockies,Arizona Diamondbacks,+140,-161,3,2
06 Aug 2022,,Cincinnati Reds,Milwaukee Brewers,+220,-270,7,5
06 Aug 2022,,New York Yankees,St.Louis Cardinals,-125,+104,0,1
06 Aug 2022,,Boston Red Sox,Kansas City Royals,-141,+120,4,5
06 Aug 2022,,Toronto Blue Jays,Minnesota Twins,-156,+135,3,7
06 Aug 2022,,San Francisco Giants,Athletics,-244,+200,7,3
06 Aug 2022,,Chicago White Sox,Texas Rangers,-147,+125,0,8
06 Aug 2022,,Houston Astros,Cleveland Guardians,-147,+125,1,4
06 Aug 2022,,Tampa Bay Rays,Detroit Tigers,-263,+215,1,9
06 Aug 2022,,Washington Nationals,Philadelphia Phillies,+240,-303,5,11
06 Aug 2022,,Pittsburgh Pirates,Baltimore Orioles,+145,-167,3,6
06 Aug 2022,,Miami Marlins,Chicago Cubs,-116,-105,0,4
05 Aug 2022,,Los Angeles Angels,Seattle Mariners,+170,-200,4,3
05 Aug 2022,,San Diego Padres,Los Angeles Dodgers,+129,-152,1,8
05 Aug 2022,,Colorado Rockies,Arizona Diamondbacks,+150,-172,5,6
05 Aug 2022,,New York Yankees,St.Louis Cardinals,-120,+100,3,4
05 Aug 2022,,Boston Red Sox,Kansas City Royals,-135,+114,7,4
05 Aug 2022,,Cincinnati Reds,Milwaukee Brewers,+167,-192,1,5
05 Aug 2022,,Toronto Blue Jays,Minnesota Twins,-125,+104,5,6
05 Aug 2022,,Chicago White Sox,Texas Rangers,-125,+104,2,1
05 Aug 2022,,Atlanta Braves,New York Mets,+110,-132,9,6
05 Aug 2022,,Houston Astros,Cleveland Guardians,-156,+135,9,3
05 Aug 2022,,Tampa Bay Rays,Detroit Tigers,-250,+204,5,3
05 Aug 2022,,Pittsburgh Pirates,Baltimore Orioles,+125,-147,0,1
05 Aug 2022,,Washington Nationals,Philadelphia Phillies,+204,-250,2,7
05 Aug 2022,,Miami Marlins,Chicago Cubs,+125,-147,1,2
04 Aug 2022,,Boston Red Sox,Kansas City Royals,-147,+125,3,7
04 Aug 2022,,Chicago White Sox,Texas Rangers,-167,+145,2,3
04 Aug 2022,,Chicago Cubs,St.Louis Cardinals,,,2,7
04 Aug 2022,,Toronto Blue Jays,Minnesota Twins,-132,+110,9,3
04 Aug 2022,,Atlanta Braves,New York Mets,+104,-125,4,6
04 Aug 2022,,Houston Astros,Cleveland Guardians,-175,+154,6,0
04 Aug 2022,,Tampa Bay Rays,Detroit Tigers,-182,+160,6,2
04 Aug 2022,,Washington Nationals,Philadelphia Phillies,+195,-238,4,5
04 Aug 2022,,Colorado Rockies,San Diego Padres,+240,-303,7,3
04 Aug 2022,,Athletics,Los Angeles Angels,+100,-120,8,7
04 Aug 2022,,Los Angeles Dodgers,San Francisco Giants,-227,+185,5,3
04 Aug 2022,,Chicago Cubs,St.Louis Cardinals,,,3,4
04 Aug 2022,,Milwaukee Brewers,Pittsburgh Pirates,-263,+215,4,5
03 Aug 2022,,Los Angeles Dodgers,San Francisco Giants,-213,+175,3,0
03 Aug 2022,,Colorado Rockies,San Diego Padres,+245,-312,1,9
03 Aug 2022,,Athletics,Los Angeles Angels,+100,-120,3,1
03 Aug 2022,,Milwaukee Brewers,Pittsburgh Pirates,-244,+200,7,8
03 Aug 2022,,Cincinnati Reds,Miami Marlins,+179,-222,0,3
03 Aug 2022,,New York Mets,Washington Nationals,-323,+260,9,5
03 Aug 2022,,Boston Red Sox,Houston Astros,+165,-185,1,6
03 Aug 2022,,Kansas City Royals,Chicago White Sox,+120,-141,1,4
03 Aug 2022,,Baltimore Orioles,Texas Rangers,+140,-161,6,3
03 Aug 2022,,Arizona Diamondbacks,Cleveland Guardians,+185,-227,4,7
03 Aug 2022,,Detroit Tigers,Minnesota Twins,+179,-222,1,4
03 Aug 2022,,Seattle Mariners,New York Yankees,+150,-172,7,3
03 Aug 2022,,Philadelphia Phillies,Atlanta Braves,+120,-141,3,1
03 Aug 2022,,Toronto Blue Jays,Tampa Bay Rays,-132,+110,2,3
02 Aug 2022,,Colorado Rockies,San Diego Padres,+165,-185,2,3
02 Aug 2022,,Los Angeles Dodgers,San Francisco Giants,-156,+135,9,5
02 Aug 2022,,Athletics,Los Angeles Angels,+104,-125,1,3
02 Aug 2022,,Boston Red Sox,Houston Astros,+175,-213,2,1
02 Aug 2022,,Kansas City Royals,Chicago White Sox,+145,-167,2,9
02 Aug 2022,,Baltimore Orioles,Texas Rangers,+140,-161,8,2
02 Aug 2022,,Chicago Cubs,St.Louis Cardinals,+165,-185,0,6
02 Aug 2022,,Detroit Tigers,Minnesota Twins,+195,-238,5,3
02 Aug 2022,,Philadelphia Phillies,Atlanta Braves,+120,-141,1,13
02 Aug 2022,,Arizona Diamondbacks,Cleveland Guardians,+120,-141,6,3
02 Aug 2022,,Toronto Blue Jays,Tampa Bay Rays,-141,+120,3,1
02 Aug 2022,,Milwaukee Brewers,Pittsburgh Pirates,-286,+229,3,5
02 Aug 2022,,New York Mets,Washington Nationals,-233,+190,1,5
02 Aug 2022,,Seattle Mariners,New York Yankees,+150,-172,8,6
02 Aug 2022,,Cincinnati Reds,Miami Marlins,+175,-213,2,1
02 Aug 2022,,Colorado Rockies,San Diego Padres,+200,-244,5,13
01 Aug 2022,,Los Angeles Dodgers,San Francisco Giants,-147,+125,8,2
01 Aug 2022,,Colorado Rockies,San Diego Padres,+175,-213,1,4
01 Aug 2022,,Boston Red Sox,Houston Astros,+154,-175,3,2
01 Aug 2022,,Kansas City Royals,Chicago White Sox,+154,-175,2,1
01 Aug 2022,,Baltimore Orioles,Texas Rangers,+104,-125,7,2
01 Aug 2022,,Detroit Tigers,Minnesota Twins,+167,-192,3,5
01 Aug 2022,,Arizona Diamondbacks,Cleveland Guardians,+114,-135,5,6
01 Aug 2022,,New York Mets,Washington Nationals,-303,+240,7,3
01 Aug 2022,,Seattle Mariners,New York Yankees,+150,-172,2,7
01 Aug 2022,,Cincinnati Reds,Miami Marlins,+104,-125,3,1
31 Jul 2022,,Chicago Cubs,San Francisco Giants,+154,-175,0,4
31 Jul 2022,,Minnesota Twins,San Diego Padres,+120,-141,2,3
31 Jul 2022,,Texas Rangers,Los Angeles Angels,+110,-132,5,2
31 Jul 2022,,Los Angeles Dodgers,Colorado Rockies,-200,+170,7,3
31 Jul 2022,,Athletics,Chicago White Sox,+235,-294,1,4
31 Jul 2022,,Seattle Mariners,Houston Astros,+125,-147,2,3
31 Jul 2022,,Baltimore Orioles,Cincinnati Reds,+110,-132,2,3
31 Jul 2022,,Cleveland Guardians,Tampa Bay Rays,+200,-244,5,3
31 Jul 2022,,New York Mets,Miami Marlins,-135,+114,9,3
31 Jul 2022,,Arizona Diamondbacks,Atlanta Braves,+195,-238,0,1
31 Jul 2022,,Milwaukee Brewers,Boston Red Sox,-141,+120,2,7
31 Jul 2022,,Kansas City Royals,New York Yankees,+225,-278,8,6
31 Jul 2022,,Philadelphia Phillies,Pittsburgh Pirates,-182,+160,8,2
31 Jul 2022,,St.Louis Cardinals,Washington Nationals,-120,+100,5,0
31 Jul 2022,,Detroit Tigers,Toronto Blue Jays,+235,-294,1,4
30 Jul 2022,,Texas Rangers,Los Angeles Angels,+104,-125,7,9
30 Jul 2022,,Chicago Cubs,San Francisco Giants,+167,-192,4,5
30 Jul 2022,,Los Angeles Dodgers,Colorado Rockies,-175,+154,3,5
30 Jul 2022,,Arizona Diamondbacks,Atlanta Braves,+195,-238,2,6
30 Jul 2022,,Athletics,Chicago White Sox,+229,-286,2,3
30 Jul 2022,,Minnesota Twins,San Diego Padres,+114,-135,7,4
30 Jul 2022,,Philadelphia Phillies,Pittsburgh Pirates,-182,+160,2,1
30 Jul 2022,,St.Louis Cardinals,Washington Nationals,-147,+125,6,7
30 Jul 2022,,Seattle Mariners,Houston Astros,+120,-141,5,4
30 Jul 2022,,Baltimore Orioles,Cincinnati Reds,+100,-120,2,8
30 Jul 2022,,New York Mets,Miami Marlins,-152,+129,4,0
30 Jul 2022,,Milwaukee Brewers,Boston Red Sox,-116,-105,9,4
30 Jul 2022,,Detroit Tigers,Toronto Blue Jays,+235,-294,3,5
30 Jul 2022,,Kansas City Royals,New York Yankees,+254,-323,2,8
30 Jul 2022,,Cleveland Guardians,Tampa Bay Rays,+120,-141,4,6
29 Jul 2022,,Chicago Cubs,San Francisco Giants,+110,-132,4,2
29 Jul 2022,,Minnesota Twins,San Diego Padres,+114,-135,1,10
29 Jul 2022,,Texas Rangers,Los Angeles Angels,+100,-120,7,2
29 Jul 2022,,Los Angeles Dodgers,Colorado Rockies,-233,+190,5,4
29 Jul 2022,,Athletics,Chicago White Sox,+160,-182,7,3
29 Jul 2022,,Seattle Mariners,Houston Astros,+165,-185,1,11
29 Jul 2022,,Arizona Diamondbacks,Atlanta Braves,+195,-238,2,5
29 Jul 2022,,Milwaukee Brewers,Boston Red Sox,+100,-120,4,1
29 Jul 2022,,Cleveland Guardians,Tampa Bay Rays,+104,-125,4,1
29 Jul 2022,,Detroit Tigers,Toronto Blue Jays,+225,-278,4,2
29 Jul 2022,,Kansas City Royals,New York Yankees,+220,-270,5,11
29 Jul 2022,,Philadelphia Phillies,Pittsburgh Pirates,-167,+145,4,2
29 Jul 2022,,St.Louis Cardinals,Washington Nationals,-152,+129,6,2
29 Jul 2022,,Baltimore Orioles,Cincinnati Reds,-105,-116,6,2
29 Jul 2022,,New York Mets,Miami Marlins,-120,+100,6,4
28 Jul 2022,,Chicago Cubs,San Francisco Giants,+114,-135,2,4
28 Jul 2022,,Texas Rangers,Los Angeles Angels,+100,-120,2,0
28 Jul 2022,,Los Angeles Dodgers,Colorado Rockies,-222,+179,13,0
28 Jul 2022,,Seattle Mariners,Houston Astros,+165,-185,2,4
28 Jul 2022,,Cleveland Guardians,Boston Red Sox,-132,+110,2,4
28 Jul 2022,,Detroit Tigers,Toronto Blue Jays,+200,-244,3,5
28 Jul 2022,,Kansas City Royals,New York Yankees,+275,-357,0,1
28 Jul 2022,,Philadelphia Phillies,Pittsburgh Pirates,-132,+110,8,7
28 Jul 2022,,Tampa Bay Rays,Baltimore Orioles,+104,-125,0,3
28 Jul 2022,,Miami Marlins,Cincinnati Reds,+114,-135,7,6
27 Jul 2022,,Cleveland Guardians,Boston Red Sox,-116,-105,7,6
27 Jul 2022,,New York Yankees,New York Mets,+165,-185,2,3
27 Jul 2022,,St.Louis Cardinals,Toronto Blue Jays,+220,-270,6,1
27 Jul 2022,,Tampa Bay Rays,Baltimore Orioles,-105,-116,6,4
27 Jul 2022,,Miami Marlins,Cincinnati Reds,+140,-161,3,5
27 Jul 2022,,San Francisco Giants,Arizona Diamondbacks,-116,-105,3,5
27 Jul 2022,,Texas Rangers,Seattle Mariners,-125,+104,2,4
27 Jul 2022,,Houston Astros,Athletics,-222,+179,2,4
27 Jul 2022,,Chicago White Sox,Colorado Rockies,-132,+110,5,6
27 Jul 2022,,Washington Nationals,Los Angeles Dodgers,+220,-270,1,7
27 Jul 2022,,Los Angeles Angels,Kansas City Royals,+110,-132,4,0
27 Jul 2022,,Minnesota Twins,Milwaukee Brewers,+179,-222,4,10
27 Jul 2022,,San Diego Padres,Detroit Tigers,-141,+120,3,4
27 Jul 2022,,Atlanta Braves,Philadelphia Phillies,-147,+125,2,7
26 Jul 2022,,Washington Nationals,Los Angeles Dodgers,+225,-278,8,3
26 Jul 2022,,Texas Rangers,Seattle Mariners,+154,-175,4,5
26 Jul 2022,,San Francisco Giants,Arizona Diamondbacks,-120,+100,3,7
26 Jul 2022,,Houston Astros,Athletics,-200,+170,3,5
26 Jul 2022,,Chicago White Sox,Colorado Rockies,-141,+120,2,1
26 Jul 2022,,Los Angeles Angels,Kansas City Royals,+110,-132,6,0
26 Jul 2022,,Minnesota Twins,Milwaukee Brewers,+167,-192,6,7
26 Jul 2022,,Cleveland Guardians,Boston Red Sox,+114,-135,8,3
26 Jul 2022,,San Diego Padres,Detroit Tigers,-135,+114,6,4
26 Jul 2022,,New York Yankees,New York Mets,-116,-105,3,6
26 Jul 2022,,St.Louis Cardinals,Toronto Blue Jays,+210,-250,3,10
26 Jul 2022,,Atlanta Braves,Philadelphia Phillies,-147,+125,6,3
26 Jul 2022,,Tampa Bay Rays,Baltimore Orioles,-125,+104,3,5
26 Jul 2022,,Miami Marlins,Cincinnati Reds,+140,-161,2,1
26 Jul 2022,,Pittsburgh Pirates,Chicago Cubs,+170,-200,2,4
25 Jul 2022,,Washington Nationals,Los Angeles Dodgers,+215,-263,4,1
25 Jul 2022,,Texas Rangers,Seattle Mariners,+140,-161,3,4
25 Jul 2022,,San Francisco Giants,Arizona Diamondbacks,-105,-116,0,7
25 Jul 2022,,Houston Astros,Athletics,-222,+179,5,7
25 Jul 2022,,Colorado Rockies,Milwaukee Brewers,+170,-200,2,0
25 Jul 2022,,Los Angeles Angels,Kansas City Royals,-105,-116,0,7
25 Jul 2022,,Pittsburgh Pirates,Chicago Cubs,+150,-172,2,3
25 Jul 2022,,Cleveland Guardians,Boston Red Sox,-111,-111,1,3
25 Jul 2022,,San Diego Padres,Detroit Tigers,-172,+150,4,12
25 Jul 2022,,Atlanta Braves,Philadelphia Phillies,-120,+100,4,6
25 Jul 2022,,Tampa Bay Rays,Baltimore Orioles,-200,+170,1,5
25 Jul 2022,,Miami Marlins,Cincinnati Reds,-116,-105,2,11
24 Jul 2022,,San Diego Padres,New York Mets,+125,-147,5,8
24 Jul 2022,,Washington Nationals,Arizona Diamondbacks,+104,-125,4,3
24 Jul 2022,,Houston Astros,Seattle Mariners,-116,-105,8,5
24 Jul 2022,,San Francisco Giants,Los Angeles Dodgers,+190,-233,4,7
24 Jul 2022,,Texas Rangers,Athletics,-147,+125,11,8
24 Jul 2022,,Cleveland Guardians,Chicago White Sox,+135,-156,3,6
24 Jul 2022,,Colorado Rockies,Milwaukee Brewers,+165,-185,9,10
24 Jul 2022,,Tampa Bay Rays,Kansas City Royals,-152,+129,2,4
24 Jul 2022,,St.Louis Cardinals,Cincinnati Reds,-167,+145,3,6
24 Jul 2022,,Minnesota Twins,Detroit Tigers,-172,+150,9,1
24 Jul 2022,,Los Angeles Angels,Atlanta Braves,+179,-222,9,1
24 Jul 2022,,New York Yankees,Baltimore Orioles,-175,+154,6,0
24 Jul 2022,,Toronto Blue Jays,Boston Red Sox,-161,+140,8,4
24 Jul 2022,,Miami Marlins,Pittsburgh Pirates,-172,+150,6,5
24 Jul 2022,,Chicago Cubs,Philadelphia Phillies,+100,-120,4,3
23 Jul 2022,,Texas Rangers,Athletics,-132,+110,1,3
23 Jul 2022,,Washington Nationals,Arizona Diamondbacks,+140,-161,2,7
23 Jul 2022,,Los Angeles Angels,Atlanta Braves,+167,-192,2,7
23 Jul 2022,,San Francisco Giants,Los Angeles Dodgers,+175,-213,2,4
23 Jul 2022,,Colorado Rockies,Milwaukee Brewers,+170,-200,4,9
23 Jul 2022,,Tampa Bay Rays,Kansas City Royals,-105,-116,3,6
23 Jul 2022,,San Diego Padres,New York Mets,+100,-120,2,1
23 Jul 2022,,New York Yankees,Baltimore Orioles,-172,+150,3,6
23 Jul 2022,,Miami Marlins,Pittsburgh Pirates,-172,+150,0,1
23 Jul 2022,,St.Louis Cardinals,Cincinnati Reds,-135,+114,6,3
23 Jul 2022,,Minnesota Twins,Detroit Tigers,-172,+150,8,4
23 Jul 2022,,Chicago Cubs,Philadelphia Phillies,+125,-147,6,2
23 Jul 2022,,Toronto Blue Jays,Boston Red Sox,-175,+154,4,1
23 Jul 2022,,Houston Astros,Seattle Mariners,-161,+140,3,1
23 Jul 2022,,Cleveland Guardians,Chicago White Sox,,,7,4
22 Jul 2022,,Houston Astros,Seattle Mariners,-132,+110,5,2
22 Jul 2022,,San Francisco Giants,Los Angeles Dodgers,+150,-172,1,5
22 Jul 2022,,Washington Nationals,Arizona Diamondbacks,+129,-152,1,10
22 Jul 2022,,Texas Rangers,Athletics,-125,+104,4,5
22 Jul 2022,,Los Angeles Angels,Atlanta Braves,+170,-200,1,8
22 Jul 2022,,Cleveland Guardians,Chicago White Sox,+140,-161,8,2
22 Jul 2022,,Colorado Rockies,Milwaukee Brewers,+229,-286,5,6
22 Jul 2022,,Tampa Bay Rays,Kansas City Royals,-147,+125,7,3
22 Jul 2022,,San Diego Padres,New York Mets,+129,-152,4,1
22 Jul 2022,,Toronto Blue Jays,Boston Red Sox,-125,+104,28,5
22 Jul 2022,,New York Yankees,Baltimore Orioles,-238,+195,7,6
22 Jul 2022,,Chicago Cubs,Philadelphia Phillies,+140,-161,15,2
22 Jul 2022,,Miami Marlins,Pittsburgh Pirates,-111,-111,8,1
22 Jul 2022,,St.Louis Cardinals,Cincinnati Reds,-152,+129,5,9
21 Jul 2022,,San Francisco Giants,Los Angeles Dodgers,+120,-141,6,9
21 Jul 2022,,Detroit Tigers,Athletics,+140,-161,0,5
21 Jul 2022,,Detroit Tigers,Athletics,-152,+129,7,2
21 Jul 2022,,Texas Rangers,Miami Marlins,+114,-135,8,0
19 Jul 2022,,American League,National League,-105,-116,3,2
17 Jul 2022,,Arizona Diamondbacks,San Diego Padres,+140,-161,3,1
17 Jul 2022,,Milwaukee Brewers,San Francisco Giants,+140,-161,5,9
17 Jul 2022,,Pittsburgh Pirates,Colorado Rockies,+145,-167,8,3
17 Jul 2022,,Seattle Mariners,Texas Rangers,-135,+114,6,2
17 Jul 2022,,New York Mets,Chicago Cubs,-141,+120,2,3
17 Jul 2022,,Athletics,Houston Astros,+229,-286,4,3
17 Jul 2022,,Chicago White Sox,Minnesota Twins,-125,+104,11,0
17 Jul 2022,,Baltimore Orioles,Tampa Bay Rays,+129,-152,5,7
17 Jul 2022,,Philadelphia Phillies,Miami Marlins,-135,+114,4,0
17 Jul 2022,,Atlanta Braves,Washington Nationals,-286,+229,3,7
17 Jul 2022,,Boston Red Sox,New York Yankees,+165,-185,2,13
17 Jul 2022,,Kansas City Royals,Toronto Blue Jays,+265,-333,2,4
16 Jul 2022,,Los Angeles Dodgers,Los Angeles Angels,-213,+175,7,1
16 Jul 2022,,Arizona Diamondbacks,San Diego Padres,+140,-161,3,4
16 Jul 2022,,New York Mets,Chicago Cubs,,,4,3
16 Jul 2022,,Boston Red Sox,New York Yankees,+145,-167,1,14
16 Jul 2022,,Milwaukee Brewers,San Francisco Giants,+150,-172,1,2
16 Jul 2022,,Athletics,Houston Astros,+280,-370,0,5
16 Jul 2022,,Baltimore Orioles,Tampa Bay Rays,+104,-125,6,4
16 Jul 2022,,Detroit Tigers,Cleveland Guardians,+145,-167,0,10
16 Jul 2022,,Philadelphia Phillies,Miami Marlins,-111,-111,10,0
16 Jul 2022,,Atlanta Braves,Washington Nationals,-250,+210,6,3
16 Jul 2022,,Seattle Mariners,Texas Rangers,-156,+135,3,2
16 Jul 2022,,Pittsburgh Pirates,Colorado Rockies,+125,-147,0,2
16 Jul 2022,,Kansas City Royals,Toronto Blue Jays,+260,-323,5,6
16 Jul 2022,,Cincinnati Reds,St.Louis Cardinals,+150,-172,3,11
16 Jul 2022,,Chicago White Sox,Minnesota Twins,+114,-135,3,6
15 Jul 2022,,Milwaukee Brewers,San Francisco Giants,+110,-132,5,8
15 Jul 2022,,Arizona Diamondbacks,San Diego Padres,+167,-192,3,5
15 Jul 2022,,Los Angeles Dodgers,Los Angeles Angels,-182,+160,9,1
15 Jul 2022,,Pittsburgh Pirates,Colorado Rockies,+104,-125,2,13
15 Jul 2022,,Cincinnati Reds,St.Louis Cardinals,+150,-172,3,7
15 Jul 2022,,Athletics,Houston Astros,+175,-213,5,1
15 Jul 2022,,Chicago White Sox,Minnesota Twins,+100,-120,6,2
15 Jul 2022,,Seattle Mariners,Texas Rangers,-141,+120,8,3
15 Jul 2022,,Baltimore Orioles,Tampa Bay Rays,+104,-125,4,5
15 Jul 2022,,Detroit Tigers,Cleveland Guardians,+150,-172,5,6
15 Jul 2022,,Kansas City Royals,Toronto Blue Jays,+270,-345,1,8
15 Jul 2022,,Atlanta Braves,Washington Nationals,-244,+200,8,4
15 Jul 2022,,Boston Red Sox,New York Yankees,+140,-161,5,4
15 Jul 2022,,Philadelphia Phillies,Miami Marlins,+154,-175,2,1
14 Jul 2022,,Milwaukee Brewers,San Francisco Giants,-120,+100,3,2
14 Jul 2022,,Houston Astros,Los Angeles Angels,-185,+165,3,2
14 Jul 2022,,New York Mets,Chicago Cubs,-135,+114,8,0
14 Jul 2022,,Seattle Mariners,Texas Rangers,+104,-125,6,5
14 Jul 2022,,Chicago White Sox,Minnesota Twins,+114,-135,12,2
14 Jul 2022,,Los Angeles Dodgers,St.Louis Cardinals,-152,+129,4,0
14 Jul 2022,,Boston Red Sox,Tampa Bay Rays,+104,-125,4,5
14 Jul 2022,,Detroit Tigers,Cleveland Guardians,+165,-185,0,4
14 Jul 2022,,Kansas City Royals,Toronto Blue Jays,+325,-435,3,1
14 Jul 2022,,Atlanta Braves,Washington Nationals,-200,+170,5,4
14 Jul 2022,,Cincinnati Reds,New York Yankees,+165,-185,7,6
14 Jul 2022,,San Diego Padres,Colorado Rockies,-135,+114,5,8
14 Jul 2022,,Pittsburgh Pirates,Miami Marlins,+140,-161,2,3
13 Jul 2022,,Houston Astros,Los Angeles Angels,-156,+135,1,7
13 Jul 2022,,San Diego Padres,Colorado Rockies,-135,+114,6,10
13 Jul 2022,,Athletics,Texas Rangers,+165,-185,2,5
13 Jul 2022,,Baltimore Orioles,Chicago Cubs,+135,-156,7,1
13 Jul 2022,,Los Angeles Dodgers,St.Louis Cardinals,-152,+129,7,6
13 Jul 2022,,Boston Red Sox,Tampa Bay Rays,+165,-185,1,4
13 Jul 2022,,Chicago White Sox,Cleveland Guardians,-116,-105,2,1
13 Jul 2022,,Philadelphia Phillies,Toronto Blue Jays,+104,-125,2,8
13 Jul 2022,,Cincinnati Reds,New York Yankees,+167,-192,6,7
13 Jul 2022,,Pittsburgh Pirates,Miami Marlins,+140,-161,4,5
13 Jul 2022,,Seattle Mariners,Washington Nationals,,,2,1
13 Jul 2022,,Arizona Diamondbacks,San Francisco Giants,+110,-132,3,4
13 Jul 2022,,Detroit Tigers,Kansas City Royals,+100,-120,2,5
13 Jul 2022,,Milwaukee Brewers,Minnesota Twins,+110,-132,1,4
13 Jul 2022,,New York Mets,Atlanta Braves,+135,-156,7,3
12 Jul 2022,,Arizona Diamondbacks,San Francisco Giants,+195,-238,0,13
12 Jul 2022,,Houston Astros,Los Angeles Angels,+114,-135,6,5
12 Jul 2022,,San Diego Padres,Colorado Rockies,-161,+140,3,5
12 Jul 2022,,Detroit Tigers,Kansas City Royals,+104,-125,7,5
12 Jul 2022,,Athletics,Texas Rangers,+167,-192,14,7
12 Jul 2022,,Baltimore Orioles,Chicago Cubs,+100,-120,4,2
12 Jul 2022,,Los Angeles Dodgers,St.Louis Cardinals,-152,+129,6,7
12 Jul 2022,,Milwaukee Brewers,Minnesota Twins,+120,-141,6,3
12 Jul 2022,,New York Mets,Atlanta Braves,+129,-152,1,4
12 Jul 2022,,Boston Red Sox,Tampa Bay Rays,+145,-167,2,3
12 Jul 2022,,Philadelphia Phillies,Toronto Blue Jays,+165,-185,3,4
12 Jul 2022,,Cincinnati Reds,New York Yankees,+260,-323,4,3
12 Jul 2022,,Pittsburgh Pirates,Miami Marlins,+167,-192,3,2
12 Jul 2022,,Chicago White Sox,Cleveland Guardians,,,1,4
11 Jul 2022,,Arizona Diamondbacks,San Francisco Giants,+179,-222,4,3
11 Jul 2022,,San Diego Padres,Colorado Rockies,-135,+114,6,5
11 Jul 2022,,Detroit Tigers,Kansas City Royals,,,3,7
11 Jul 2022,,Athletics,Texas Rangers,+150,-172,8,10
