date,time,away_team,home_team,away_odds,home_odds,away_score,home_score
09 Sep 2021,,Washington Nationals,Atlanta Braves,+185,-233,6,7
09 Sep 2021,,Kansas City Royals,Baltimore Orioles,-105,-125,6,0
09 Sep 2021,,Colorado Rockies,Philadelphia Phillies,+160,-192,4,3
09 Sep 2021,,Toronto Blue Jays,New York Yankees,-105,-125,6,4
09 Sep 2021,,New York Mets,Miami Marlins,-185,+154,2,3
09 Sep 2021,,Minnesota Twins,Cleveland Guardians,+140,-172,1,4
09 Sep 2021,,Chicago White Sox,Athletics,,,1,3
09 Sep 2021,,Los Angeles Dodgers,St.Louis Cardinals,-161,+140,1,2
08 Sep 2021,,Chicago White Sox,Athletics,+140,-172,1,5
08 Sep 2021,,Los Angeles Angels,San Diego Padres,+229,-303,5,8
08 Sep 2021,,Los Angeles Dodgers,St.Louis Cardinals,-135,+104,4,5
08 Sep 2021,,Cincinnati Reds,Chicago Cubs,-125,-105,1,4
08 Sep 2021,,Philadelphia Phillies,Milwaukee Brewers,+140,-172,3,4
08 Sep 2021,,Washington Nationals,Atlanta Braves,+179,-227,4,2
08 Sep 2021,,Tampa Bay Rays,Boston Red Sox,-105,-125,1,2
08 Sep 2021,,Kansas City Royals,Baltimore Orioles,-135,+104,8,9
08 Sep 2021,,Toronto Blue Jays,New York Yankees,+104,-135,6,3
08 Sep 2021,,New York Mets,Miami Marlins,-120,-111,1,2
08 Sep 2021,,Detroit Tigers,Pittsburgh Pirates,+104,-135,5,1
08 Sep 2021,,Minnesota Twins,Cleveland Guardians,-105,-125,3,0
08 Sep 2021,,Texas Rangers,Arizona Diamondbacks,+125,-156,8,5
08 Sep 2021,,San Francisco Giants,Colorado Rockies,-147,+114,7,4
08 Sep 2021,,Seattle Mariners,Houston Astros,+145,-175,8,5
07 Sep 2021,,Los Angeles Angels,San Diego Padres,+280,-370,4,0
07 Sep 2021,,Texas Rangers,Arizona Diamondbacks,+150,-182,3,1
07 Sep 2021,,Chicago White Sox,Athletics,+104,-135,6,3
07 Sep 2021,,San Francisco Giants,Colorado Rockies,-250,+204,12,3
07 Sep 2021,,Seattle Mariners,Houston Astros,+150,-182,4,5
07 Sep 2021,,Los Angeles Dodgers,St.Louis Cardinals,-156,+125,7,2
07 Sep 2021,,Cincinnati Reds,Chicago Cubs,-156,+125,4,3
07 Sep 2021,,Philadelphia Phillies,Milwaukee Brewers,-111,-120,0,10
07 Sep 2021,,Washington Nationals,Atlanta Braves,+220,-286,5,8
07 Sep 2021,,Tampa Bay Rays,Boston Red Sox,-111,-120,12,7
07 Sep 2021,,Kansas City Royals,Baltimore Orioles,-132,+100,3,7
07 Sep 2021,,Toronto Blue Jays,New York Yankees,+204,-250,5,1
07 Sep 2021,,New York Mets,Miami Marlins,-182,+150,9,4
07 Sep 2021,,Detroit Tigers,Pittsburgh Pirates,-111,-120,2,3
07 Sep 2021,,Minnesota Twins,Cleveland Guardians,+104,-135,3,0
06 Sep 2021,,Texas Rangers,Los Angeles Angels,+120,-141,4,0
06 Sep 2021,,Seattle Mariners,Houston Astros,+179,-227,2,11
06 Sep 2021,,Minnesota Twins,Cleveland Guardians,-135,+104,5,2
06 Sep 2021,,Los Angeles Dodgers,St.Louis Cardinals,-227,+179,5,1
06 Sep 2021,,San Francisco Giants,Colorado Rockies,-147,+114,10,5
06 Sep 2021,,Cincinnati Reds,Chicago Cubs,-172,+140,3,4
06 Sep 2021,,Philadelphia Phillies,Milwaukee Brewers,+114,-147,12,0
06 Sep 2021,,Detroit Tigers,Pittsburgh Pirates,-141,+110,3,6
06 Sep 2021,,Tampa Bay Rays,Boston Red Sox,+120,-152,11,10
06 Sep 2021,,Kansas City Royals,Baltimore Orioles,-120,-111,3,2
06 Sep 2021,,New York Mets,Washington Nationals,-132,+100,3,4
06 Sep 2021,,Toronto Blue Jays,New York Yankees,+110,-141,8,0
05 Sep 2021,,Los Angeles Dodgers,San Francisco Giants,-200,+165,4,6
05 Sep 2021,,Seattle Mariners,Arizona Diamondbacks,-135,+104,10,4
05 Sep 2021,,Houston Astros,San Diego Padres,-116,-116,3,4
05 Sep 2021,,Texas Rangers,Los Angeles Angels,+104,-135,7,3
05 Sep 2021,,Atlanta Braves,Colorado Rockies,-222,+175,9,2
05 Sep 2021,,Pittsburgh Pirates,Chicago Cubs,+120,-152,8,11
05 Sep 2021,,Chicago White Sox,Kansas City Royals,-161,+129,0,6
05 Sep 2021,,St.Louis Cardinals,Milwaukee Brewers,+195,-244,5,6
05 Sep 2021,,Cleveland Guardians,Boston Red Sox,+110,-141,11,5
05 Sep 2021,,Detroit Tigers,Cincinnati Reds,+190,-238,4,1
05 Sep 2021,,Philadelphia Phillies,Miami Marlins,-116,-116,4,3
05 Sep 2021,,Minnesota Twins,Tampa Bay Rays,+179,-227,6,5
05 Sep 2021,,Athletics,Toronto Blue Jays,+179,-227,0,8
05 Sep 2021,,Baltimore Orioles,New York Yankees,+265,-357,8,7
05 Sep 2021,,New York Mets,Washington Nationals,-135,+104,13,6
04 Sep 2021,,Texas Rangers,Los Angeles Angels,+129,-161,1,4
04 Sep 2021,,Los Angeles Dodgers,San Francisco Giants,-172,+140,6,1
04 Sep 2021,,Houston Astros,San Diego Padres,-111,-120,2,10
04 Sep 2021,,Seattle Mariners,Arizona Diamondbacks,-147,+114,8,5
04 Sep 2021,,Atlanta Braves,Colorado Rockies,-120,-111,6,7
04 Sep 2021,,Chicago White Sox,Kansas City Royals,-156,+125,10,7
04 Sep 2021,,Detroit Tigers,Cincinnati Reds,+165,-200,4,7
04 Sep 2021,,St.Louis Cardinals,Milwaukee Brewers,+100,-132,0,4
04 Sep 2021,,Philadelphia Phillies,Miami Marlins,-135,+104,2,3
04 Sep 2021,,Cleveland Guardians,Boston Red Sox,+165,-200,3,4
04 Sep 2021,,Minnesota Twins,Tampa Bay Rays,+185,-233,4,11
04 Sep 2021,,Athletics,Toronto Blue Jays,+150,-182,8,10
04 Sep 2021,,Pittsburgh Pirates,Chicago Cubs,+129,-161,6,7
04 Sep 2021,,Baltimore Orioles,New York Yankees,+290,-385,4,3
04 Sep 2021,,New York Mets,Washington Nationals,-172,+140,11,9
03 Sep 2021,,Houston Astros,San Diego Padres,-132,+100,6,3
03 Sep 2021,,Los Angeles Dodgers,San Francisco Giants,-125,-105,2,3
03 Sep 2021,,Seattle Mariners,Arizona Diamondbacks,-120,-111,6,5
03 Sep 2021,,Texas Rangers,Los Angeles Angels,+154,-185,2,3
03 Sep 2021,,Atlanta Braves,Colorado Rockies,-152,+120,3,4
03 Sep 2021,,Chicago White Sox,Kansas City Royals,-161,+140,2,7
03 Sep 2021,,St.Louis Cardinals,Milwaukee Brewers,+120,-141,15,4
03 Sep 2021,,Philadelphia Phillies,Miami Marlins,-156,+125,3,10
03 Sep 2021,,Cleveland Guardians,Boston Red Sox,+145,-175,5,8
03 Sep 2021,,Detroit Tigers,Cincinnati Reds,+150,-182,15,5
03 Sep 2021,,Minnesota Twins,Tampa Bay Rays,+170,-213,3,5
03 Sep 2021,,Athletics,Toronto Blue Jays,+129,-161,10,11
03 Sep 2021,,Baltimore Orioles,New York Yankees,+200,-250,3,4
03 Sep 2021,,New York Mets,Washington Nationals,-147,+114,6,2
03 Sep 2021,,Pittsburgh Pirates,Chicago Cubs,+125,-156,5,6
02 Sep 2021,,Atlanta Braves,Colorado Rockies,-161,+129,6,5
02 Sep 2021,,Cleveland Guardians,Kansas City Royals,-120,-111,4,2
02 Sep 2021,,Pittsburgh Pirates,Chicago Cubs,+104,-135,5,6
02 Sep 2021,,Boston Red Sox,Tampa Bay Rays,+140,-172,4,0
02 Sep 2021,,Miami Marlins,New York Mets,+125,-156,3,4
02 Sep 2021,,Milwaukee Brewers,San Francisco Giants,+154,-185,1,5
02 Sep 2021,,Athletics,Detroit Tigers,-222,+175,8,6
02 Sep 2021,,Philadelphia Phillies,Washington Nationals,-172,+140,7,6
01 Sep 2021,,Atlanta Braves,Los Angeles Dodgers,+185,-233,3,4
01 Sep 2021,,Milwaukee Brewers,San Francisco Giants,+160,-192,5,2
01 Sep 2021,,Chicago Cubs,Minnesota Twins,+154,-185,3,0
01 Sep 2021,,Pittsburgh Pirates,Chicago White Sox,+309,-400,3,6
01 Sep 2021,,Cleveland Guardians,Kansas City Royals,+104,-135,5,3
01 Sep 2021,,Athletics,Detroit Tigers,-185,+154,6,8
01 Sep 2021,,Boston Red Sox,Tampa Bay Rays,-105,-125,3,2
01 Sep 2021,,Baltimore Orioles,Toronto Blue Jays,+210,-263,4,5
01 Sep 2021,,New York Yankees,Los Angeles Angels,-294,+225,4,1
01 Sep 2021,,St.Louis Cardinals,Cincinnati Reds,+145,-175,2,12
01 Sep 2021,,Houston Astros,Seattle Mariners,-141,+110,0,1
01 Sep 2021,,San Diego Padres,Arizona Diamondbacks,-227,+179,3,8
01 Sep 2021,,Colorado Rockies,Texas Rangers,-152,+120,9,5
01 Sep 2021,,St.Louis Cardinals,Cincinnati Reds,+100,-132,5,4
31 Aug 2021,,Atlanta Braves,Los Angeles Dodgers,+170,-213,2,3
31 Aug 2021,,Houston Astros,Seattle Mariners,-172,+140,0,4
31 Aug 2021,,Milwaukee Brewers,San Francisco Giants,-141,+110,6,2
31 Aug 2021,,San Diego Padres,Arizona Diamondbacks,-175,+145,3,0
31 Aug 2021,,New York Yankees,Los Angeles Angels,-213,+170,4,6
31 Aug 2021,,Chicago Cubs,Minnesota Twins,+129,-161,3,1
31 Aug 2021,,Pittsburgh Pirates,Chicago White Sox,+290,-385,2,4
31 Aug 2021,,Cleveland Guardians,Kansas City Royals,+104,-135,7,2
31 Aug 2021,,Colorado Rockies,Texas Rangers,-135,+104,3,4
31 Aug 2021,,Athletics,Detroit Tigers,-125,-105,9,3
31 Aug 2021,,Boston Red Sox,Tampa Bay Rays,+135,-167,5,8
31 Aug 2021,,Miami Marlins,New York Mets,+154,-185,1,3
31 Aug 2021,,Baltimore Orioles,Toronto Blue Jays,+260,-345,4,2
31 Aug 2021,,Philadelphia Phillies,Washington Nationals,+110,-141,12,6
31 Aug 2021,,Miami Marlins,New York Mets,,,5,6
30 Aug 2021,,Atlanta Braves,Los Angeles Dodgers,+175,-222,3,5
30 Aug 2021,,Houston Astros,Seattle Mariners,-167,+135,4,3
30 Aug 2021,,Milwaukee Brewers,San Francisco Giants,-152,+120,3,1
30 Aug 2021,,San Diego Padres,Arizona Diamondbacks,-185,+154,7,5
30 Aug 2021,,New York Yankees,Los Angeles Angels,-213,+170,7,8
30 Aug 2021,,Colorado Rockies,Texas Rangers,-156,+125,3,4
30 Aug 2021,,Boston Red Sox,Tampa Bay Rays,+125,-156,1,6
30 Aug 2021,,Baltimore Orioles,Toronto Blue Jays,+280,-370,3,7
30 Aug 2021,,Philadelphia Phillies,Washington Nationals,-156,+125,7,4
30 Aug 2021,,St.Louis Cardinals,Cincinnati Reds,+179,-227,3,1
30 Aug 2021,,Minnesota Twins,Detroit Tigers,-141,+110,3,2
29 Aug 2021,,New York Yankees,Athletics,-161,+129,1,3
29 Aug 2021,,Colorado Rockies,Los Angeles Dodgers,+200,-250,5,0
29 Aug 2021,,Kansas City Royals,Seattle Mariners,+140,-172,3,4
29 Aug 2021,,Houston Astros,Texas Rangers,-227,+179,2,13
29 Aug 2021,,Chicago Cubs,Chicago White Sox,+210,-263,1,13
29 Aug 2021,,Milwaukee Brewers,Minnesota Twins,-161,+129,6,2
29 Aug 2021,,San Francisco Giants,Atlanta Braves,+110,-132,0,9
29 Aug 2021,,Boston Red Sox,Cleveland Guardians,-161,+129,5,7
29 Aug 2021,,Cincinnati Reds,Miami Marlins,-213,+170,1,2
29 Aug 2021,,Toronto Blue Jays,Detroit Tigers,-185,+154,2,1
29 Aug 2021,,Washington Nationals,New York Mets,+160,-182,4,9
29 Aug 2021,,Arizona Diamondbacks,Philadelphia Phillies,+154,-185,4,7
29 Aug 2021,,Tampa Bay Rays,Baltimore Orioles,-263,+215,12,8
29 Aug 2021,,St.Louis Cardinals,Pittsburgh Pirates,-161,+140,3,4
28 Aug 2021,,Colorado Rockies,Los Angeles Dodgers,+215,-270,2,5
28 Aug 2021,,San Diego Padres,Los Angeles Angels,-135,+104,2,10
28 Aug 2021,,San Francisco Giants,Atlanta Braves,-116,-116,5,0
28 Aug 2021,,Chicago Cubs,Chicago White Sox,+265,-357,7,0
28 Aug 2021,,Milwaukee Brewers,Minnesota Twins,-156,+125,4,6
28 Aug 2021,,Washington Nationals,New York Mets,+190,-238,3,5
28 Aug 2021,,Tampa Bay Rays,Baltimore Orioles,-167,+135,4,3
28 Aug 2021,,Houston Astros,Texas Rangers,-263,+210,5,2
28 Aug 2021,,St.Louis Cardinals,Pittsburgh Pirates,-192,+160,13,0
28 Aug 2021,,Cincinnati Reds,Miami Marlins,-116,-116,1,6
28 Aug 2021,,Toronto Blue Jays,Detroit Tigers,-213,+170,3,2
28 Aug 2021,,Arizona Diamondbacks,Philadelphia Phillies,+154,-185,0,7
28 Aug 2021,,Kansas City Royals,Seattle Mariners,+135,-167,4,2
28 Aug 2021,,New York Yankees,Athletics,+104,-135,2,3
28 Aug 2021,,Boston Red Sox,Cleveland Guardians,-147,+114,5,3
27 Aug 2021,,Colorado Rockies,Los Angeles Dodgers,+220,-286,4,2
27 Aug 2021,,Kansas City Royals,Seattle Mariners,+150,-182,8,7
27 Aug 2021,,New York Yankees,Athletics,-175,+145,8,2
27 Aug 2021,,San Diego Padres,Los Angeles Angels,-213,+170,5,0
27 Aug 2021,,Chicago Cubs,Chicago White Sox,+175,-222,13,17
27 Aug 2021,,Milwaukee Brewers,Minnesota Twins,-152,+120,0,2
27 Aug 2021,,Houston Astros,Texas Rangers,-192,+160,5,4
27 Aug 2021,,San Francisco Giants,Atlanta Braves,+104,-135,5,6
27 Aug 2021,,Boston Red Sox,Cleveland Guardians,-175,+145,4,3
27 Aug 2021,,Cincinnati Reds,Miami Marlins,-141,+110,6,0
27 Aug 2021,,Toronto Blue Jays,Detroit Tigers,-182,+150,1,2
27 Aug 2021,,Washington Nationals,New York Mets,+175,-213,2,1
27 Aug 2021,,Arizona Diamondbacks,Philadelphia Phillies,+215,-270,6,7
27 Aug 2021,,Tampa Bay Rays,Baltimore Orioles,-238,+190,6,3
27 Aug 2021,,St.Louis Cardinals,Pittsburgh Pirates,-175,+145,4,3
26 Aug 2021,,Kansas City Royals,Seattle Mariners,+140,-172,6,4
26 Aug 2021,,New York Yankees,Athletics,-135,+104,7,6
26 Aug 2021,,Los Angeles Dodgers,San Diego Padres,-147,+114,4,0
26 Aug 2021,,Minnesota Twins,Boston Red Sox,+225,-294,2,12
26 Aug 2021,,Texas Rangers,Cleveland Guardians,+135,-167,6,10
26 Aug 2021,,Washington Nationals,Miami Marlins,-111,-120,5,7
26 Aug 2021,,San Francisco Giants,New York Mets,-120,-111,3,2
26 Aug 2021,,Arizona Diamondbacks,Philadelphia Phillies,+114,-147,8,7
26 Aug 2021,,St.Louis Cardinals,Pittsburgh Pirates,-172,+140,7,11
26 Aug 2021,,Chicago White Sox,Toronto Blue Jays,-116,-116,10,7
26 Aug 2021,,Cincinnati Reds,Milwaukee Brewers,-120,-111,5,1
26 Aug 2021,,Los Angeles Angels,Baltimore Orioles,-120,-111,1,13
25 Aug 2021,,Los Angeles Dodgers,San Diego Padres,-152,+120,5,3
25 Aug 2021,,Cincinnati Reds,Milwaukee Brewers,+129,-161,1,4
25 Aug 2021,,Minnesota Twins,Boston Red Sox,+135,-167,9,6
25 Aug 2021,,Texas Rangers,Cleveland Guardians,+170,-213,2,7
25 Aug 2021,,Washington Nationals,Miami Marlins,-116,-116,3,4
25 Aug 2021,,San Francisco Giants,New York Mets,-111,-120,3,2
25 Aug 2021,,Chicago White Sox,Toronto Blue Jays,-111,-120,1,3
25 Aug 2021,,Arizona Diamondbacks,Pittsburgh Pirates,-116,-116,5,2
25 Aug 2021,,Los Angeles Angels,Baltimore Orioles,-238,+190,6,10
25 Aug 2021,,Tampa Bay Rays,Philadelphia Phillies,+129,-161,7,4
25 Aug 2021,,Colorado Rockies,Chicago Cubs,,,13,10
25 Aug 2021,,Colorado Rockies,Chicago Cubs,-141,+110,2,5
25 Aug 2021,,Kansas City Royals,Houston Astros,+215,-270,5,6
25 Aug 2021,,Detroit Tigers,St.Louis Cardinals,-105,-125,2,3
24 Aug 2021,,Los Angeles Dodgers,San Diego Padres,-152,+120,5,2
24 Aug 2021,,Cincinnati Reds,Milwaukee Brewers,+175,-222,4,7
24 Aug 2021,,Kansas City Royals,Houston Astros,+220,-286,0,4
24 Aug 2021,,Detroit Tigers,St.Louis Cardinals,+200,-250,4,3
24 Aug 2021,,New York Yankees,Atlanta Braves,+114,-147,5,4
24 Aug 2021,,Minnesota Twins,Boston Red Sox,+185,-233,9,11
24 Aug 2021,,Texas Rangers,Cleveland Guardians,+145,-175,7,3
24 Aug 2021,,Washington Nationals,Miami Marlins,-111,-120,5,1
24 Aug 2021,,San Francisco Giants,New York Mets,+104,-135,8,0
24 Aug 2021,,Chicago White Sox,Toronto Blue Jays,+104,-135,5,2
24 Aug 2021,,Arizona Diamondbacks,Pittsburgh Pirates,-120,-111,2,4
24 Aug 2021,,Los Angeles Angels,Baltimore Orioles,-135,+104,14,8
24 Aug 2021,,Tampa Bay Rays,Philadelphia Phillies,-125,-105,3,1
24 Aug 2021,,Seattle Mariners,Athletics,+129,-161,5,1
23 Aug 2021,,Seattle Mariners,Athletics,+120,-152,5,3
23 Aug 2021,,Kansas City Royals,Houston Astros,+204,-250,7,1
23 Aug 2021,,Colorado Rockies,Chicago Cubs,+100,-132,4,6
23 Aug 2021,,New York Yankees,Atlanta Braves,-116,-116,5,1
23 Aug 2021,,Chicago White Sox,Toronto Blue Jays,-111,-120,1,2
23 Aug 2021,,Arizona Diamondbacks,Pittsburgh Pirates,-105,-125,5,6
23 Aug 2021,,Texas Rangers,Boston Red Sox,+229,-303,4,8
22 Aug 2021,,Los Angeles Angels,Cleveland Guardians,-105,-125,0,3
22 Aug 2021,,New York Mets,Los Angeles Dodgers,+150,-182,7,2
22 Aug 2021,,San Francisco Giants,Athletics,-120,-111,2,1
22 Aug 2021,,Philadelphia Phillies,San Diego Padres,+135,-167,7,4
22 Aug 2021,,Arizona Diamondbacks,Colorado Rockies,+154,-185,8,4
22 Aug 2021,,Kansas City Royals,Chicago Cubs,-111,-120,9,1
22 Aug 2021,,Pittsburgh Pirates,St.Louis Cardinals,+200,-250,0,3
22 Aug 2021,,Seattle Mariners,Houston Astros,+170,-213,6,3
22 Aug 2021,,Washington Nationals,Milwaukee Brewers,+185,-233,3,7
22 Aug 2021,,Chicago White Sox,Tampa Bay Rays,-105,-125,0,9
22 Aug 2021,,Miami Marlins,Cincinnati Reds,+110,-141,1,3
22 Aug 2021,,Detroit Tigers,Toronto Blue Jays,+220,-286,5,3
22 Aug 2021,,Atlanta Braves,Baltimore Orioles,-175,+145,3,1
21 Aug 2021,,Philadelphia Phillies,San Diego Padres,+135,-167,3,4
21 Aug 2021,,Arizona Diamondbacks,Colorado Rockies,+129,-161,2,5
21 Aug 2021,,Pittsburgh Pirates,St.Louis Cardinals,+179,-227,5,4
21 Aug 2021,,Texas Rangers,Boston Red Sox,+270,-370,10,1
21 Aug 2021,,Atlanta Braves,Baltimore Orioles,-185,+154,5,4
21 Aug 2021,,Miami Marlins,Cincinnati Reds,+170,-213,4,7
21 Aug 2021,,Los Angeles Angels,Cleveland Guardians,+110,-141,1,5
21 Aug 2021,,Seattle Mariners,Houston Astros,+120,-152,1,15
21 Aug 2021,,San Francisco Giants,Athletics,-125,-105,6,5
21 Aug 2021,,New York Mets,Los Angeles Dodgers,+220,-286,3,4
21 Aug 2021,,Washington Nationals,Milwaukee Brewers,+195,-244,6,9
21 Aug 2021,,Detroit Tigers,Toronto Blue Jays,+210,-263,0,3
21 Aug 2021,,Kansas City Royals,Chicago Cubs,+110,-141,4,2
21 Aug 2021,,Chicago White Sox,Tampa Bay Rays,+129,-161,4,8
21 Aug 2021,,Minnesota Twins,New York Yankees,+210,-263,1,7
20 Aug 2021,,New York Mets,Los Angeles Dodgers,+204,-250,2,3
20 Aug 2021,,Philadelphia Phillies,San Diego Padres,+175,-222,4,3
20 Aug 2021,,San Francisco Giants,Athletics,-125,-105,1,4
20 Aug 2021,,Arizona Diamondbacks,Colorado Rockies,+170,-213,4,9
20 Aug 2021,,Pittsburgh Pirates,St.Louis Cardinals,+175,-222,4,0
20 Aug 2021,,Seattle Mariners,Houston Astros,+154,-185,3,12
20 Aug 2021,,Washington Nationals,Milwaukee Brewers,+154,-185,4,1
20 Aug 2021,,Texas Rangers,Boston Red Sox,+235,-312,0,6
20 Aug 2021,,Chicago White Sox,Tampa Bay Rays,-120,-111,7,5
20 Aug 2021,,Miami Marlins,Cincinnati Reds,+154,-185,3,5
20 Aug 2021,,Los Angeles Angels,Cleveland Guardians,-105,-125,1,9
20 Aug 2021,,Detroit Tigers,Toronto Blue Jays,+220,-286,4,1
20 Aug 2021,,Atlanta Braves,Baltimore Orioles,-270,+215,3,0
20 Aug 2021,,Minnesota Twins,New York Yankees,+200,-250,2,10
20 Aug 2021,,Kansas City Royals,Chicago Cubs,-116,-116,6,2
19 Aug 2021,,New York Mets,Los Angeles Dodgers,+165,-200,1,4
19 Aug 2021,,Milwaukee Brewers,St.Louis Cardinals,-222,+175,4,8
19 Aug 2021,,Miami Marlins,Cincinnati Reds,+265,-357,1,6
19 Aug 2021,,Minnesota Twins,New York Yankees,+204,-250,5,7
19 Aug 2021,,Philadelphia Phillies,Arizona Diamondbacks,-233,+185,2,6
19 Aug 2021,,Athletics,Chicago White Sox,+129,-161,5,4
19 Aug 2021,,Houston Astros,Kansas City Royals,-182,+150,6,3
19 Aug 2021,,Seattle Mariners,Texas Rangers,-147,+114,9,8
19 Aug 2021,,Baltimore Orioles,Tampa Bay Rays,+309,-400,2,7
19 Aug 2021,,Los Angeles Angels,Detroit Tigers,-120,-111,13,10
18 Aug 2021,,Pittsburgh Pirates,Los Angeles Dodgers,+250,-333,0,9
18 Aug 2021,,Philadelphia Phillies,Arizona Diamondbacks,-175,+145,2,4
18 Aug 2021,,Athletics,Chicago White Sox,+185,-233,2,3
18 Aug 2021,,Houston Astros,Kansas City Royals,-185,+154,2,3
18 Aug 2021,,Seattle Mariners,Texas Rangers,-167,+135,3,1
18 Aug 2021,,Milwaukee Brewers,St.Louis Cardinals,-135,+104,6,4
18 Aug 2021,,Atlanta Braves,Miami Marlins,-250,+204,11,9
18 Aug 2021,,Baltimore Orioles,Tampa Bay Rays,+280,-370,4,8
18 Aug 2021,,Los Angeles Angels,Detroit Tigers,-135,+104,3,1
18 Aug 2021,,Boston Red Sox,New York Yankees,-105,-125,2,5
18 Aug 2021,,Toronto Blue Jays,Washington Nationals,-175,+145,5,8
18 Aug 2021,,New York Mets,San Francisco Giants,+120,-152,6,2
18 Aug 2021,,San Diego Padres,Colorado Rockies,-156,+125,5,7
18 Aug 2021,,Cleveland Guardians,Minnesota Twins,-111,-120,7,8
18 Aug 2021,,Chicago Cubs,Cincinnati Reds,,,7,1
17 Aug 2021,,Pittsburgh Pirates,Los Angeles Dodgers,+260,-345,3,4
17 Aug 2021,,New York Mets,San Francisco Giants,+129,-161,2,3
17 Aug 2021,,Philadelphia Phillies,Arizona Diamondbacks,-161,+129,2,3
17 Aug 2021,,San Diego Padres,Colorado Rockies,-116,-116,3,7
17 Aug 2021,,Athletics,Chicago White Sox,-120,-111,0,9
17 Aug 2021,,Cleveland Guardians,Minnesota Twins,+150,-182,3,1
17 Aug 2021,,Houston Astros,Kansas City Royals,-182,+150,1,3
17 Aug 2021,,Seattle Mariners,Texas Rangers,-141,+110,3,1
17 Aug 2021,,Milwaukee Brewers,St.Louis Cardinals,-172,+140,2,0
17 Aug 2021,,Atlanta Braves,Miami Marlins,-147,+114,2,0
17 Aug 2021,,Baltimore Orioles,Tampa Bay Rays,+215,-270,0,10
17 Aug 2021,,Chicago Cubs,Cincinnati Reds,+160,-192,2,1
17 Aug 2021,,Los Angeles Angels,Detroit Tigers,+120,-152,8,2
17 Aug 2021,,Boston Red Sox,New York Yankees,-116,-116,0,2
17 Aug 2021,,Toronto Blue Jays,Washington Nationals,-213,+170,6,12
17 Aug 2021,,Boston Red Sox,New York Yankees,-105,-125,3,5
16 Aug 2021,,Pittsburgh Pirates,Los Angeles Dodgers,+215,-270,1,2
16 Aug 2021,,New York Mets,San Francisco Giants,+190,-238,5,7
16 Aug 2021,,San Diego Padres,Colorado Rockies,-141,+110,5,6
16 Aug 2021,,Athletics,Chicago White Sox,-132,+100,2,5
16 Aug 2021,,Cleveland Guardians,Minnesota Twins,+104,-135,4,5
16 Aug 2021,,Houston Astros,Kansas City Royals,-161,+129,6,7
16 Aug 2021,,Atlanta Braves,Miami Marlins,-172,+140,12,2
16 Aug 2021,,Baltimore Orioles,Tampa Bay Rays,+220,-286,2,9
16 Aug 2021,,Chicago Cubs,Cincinnati Reds,+179,-227,5,14
16 Aug 2021,,Los Angeles Angels,New York Yankees,+229,-303,1,2
15 Aug 2021,,Los Angeles Dodgers,New York Mets,-200,+165,14,4
15 Aug 2021,,San Diego Padres,Arizona Diamondbacks,-172,+140,8,2
15 Aug 2021,,Toronto Blue Jays,Seattle Mariners,-120,-111,8,3
15 Aug 2021,,Houston Astros,Los Angeles Angels,-213,+170,1,3
15 Aug 2021,,Colorado Rockies,San Francisco Giants,+160,-192,2,5
15 Aug 2021,,Athletics,Texas Rangers,-244,+195,4,7
15 Aug 2021,,New York Yankees,Chicago White Sox,+150,-182,5,3
15 Aug 2021,,St.Louis Cardinals,Kansas City Royals,-125,-105,7,2
15 Aug 2021,,Tampa Bay Rays,Minnesota Twins,-161,+129,4,5
15 Aug 2021,,Chicago Cubs,Miami Marlins,+120,-152,1,4
15 Aug 2021,,Baltimore Orioles,Boston Red Sox,+240,-323,2,6
15 Aug 2021,,Cleveland Guardians,Detroit Tigers,-135,+104,11,0
15 Aug 2021,,Atlanta Braves,Washington Nationals,-161,+129,6,5
15 Aug 2021,,Cincinnati Reds,Philadelphia Phillies,+114,-147,7,4
15 Aug 2021,,Milwaukee Brewers,Pittsburgh Pirates,-213,+170,2,1
14 Aug 2021,,Toronto Blue Jays,Seattle Mariners,-156,+125,3,9
14 Aug 2021,,Houston Astros,Los Angeles Angels,-213,+175,8,2
14 Aug 2021,,Colorado Rockies,San Francisco Giants,+167,-192,4,1
14 Aug 2021,,San Diego Padres,Arizona Diamondbacks,-244,+195,0,7
14 Aug 2021,,New York Yankees,Chicago White Sox,+114,-147,7,5
14 Aug 2021,,St.Louis Cardinals,Kansas City Royals,-105,-125,9,4
14 Aug 2021,,Los Angeles Dodgers,New York Mets,-213,+170,2,1
14 Aug 2021,,Tampa Bay Rays,Minnesota Twins,-116,-116,0,12
14 Aug 2021,,Athletics,Texas Rangers,-250,+200,8,3
14 Aug 2021,,Milwaukee Brewers,Pittsburgh Pirates,-222,+175,6,0
14 Aug 2021,,Chicago Cubs,Miami Marlins,+140,-172,4,5
14 Aug 2021,,Cleveland Guardians,Detroit Tigers,+110,-141,4,6
14 Aug 2021,,Atlanta Braves,Washington Nationals,-175,+145,12,2
14 Aug 2021,,Baltimore Orioles,Boston Red Sox,+265,-357,2,16
14 Aug 2021,,Cincinnati Reds,Philadelphia Phillies,-141,+110,1,6
14 Aug 2021,,Milwaukee Brewers,Pittsburgh Pirates,-222,+175,4,14
13 Aug 2021,,Toronto Blue Jays,Seattle Mariners,-175,+145,2,3
13 Aug 2021,,Colorado Rockies,San Francisco Giants,+190,-233,4,5
13 Aug 2021,,San Diego Padres,Arizona Diamondbacks,-192,+160,2,3
