season,date,home_team,away_team,home_win_pct,away_win_pct,avg_total,fd_total,ml_bet,ml_edge,ml_odds,ml_result,ou_bet,ou_edge,ou_result,actual_total,home_score,away_score
2021,2021-04-09,TOR,LAA,0.5784,0.4216,9.17,11.0,home,0.093,106.0,LOSS,under,-1.83,WIN,8,1,7
2021,2021-04-09,HOU,ATH,0.7566,0.2434,9.63,9.0,home,0.1163,-178.0,LOSS,,,,8,2,6
2021,2021-04-10,TBR,NYY,0.4399,0.5601,8.76,9.5,,,,,,,,4,4,0
2021,2021-04-10,MIN,SEA,0.6525,0.3475,9.47,8.0,,,,,,,,7,3,4
2021,2021-04-10,STL,MIL,0.431,0.569,8.63,8.0,away,0.064,-102.0,WIN,,,,14,5,9
2021,2021-04-10,SFG,COL,0.6179,0.3821,8.81,8.5,,,,,,,,7,4,3
2021,2021-04-10,HOU,ATH,0.7165,0.2835,9.63,9.0,home,0.1102,-154.0,LOSS,,,,10,3,7
2021,2021-04-10,PIT,CHC,0.3838,0.6162,8.89,8.5,,,,,,,,10,8,2
2021,2021-04-10,BAL,BOS,0.3401,0.6599,9.33,9.5,away,0.0947,-130.0,WIN,,,,10,4,6
2021,2021-04-10,TEX,SDP,0.3393,0.6607,8.75,9.0,away,0.0395,-164.0,WIN,,,,11,4,7
2021,2021-04-10,TOR,LAA,0.5226,0.4774,9.19,10.5,,,,,,,,16,15,1
2021,2021-04-10,ATL,PHI,0.495,0.505,8.15,8.0,away,0.0625,126.0,LOSS,,,,9,5,4
2021,2021-04-10,ARI,CIN,0.2882,0.7118,10.29,9.5,away,0.1355,-136.0,LOSS,,,,11,8,3
2021,2021-04-11,BAL,BOS,0.298,0.702,9.65,9.5,away,0.1118,-144.0,WIN,,,,23,9,14
2021,2021-04-11,PIT,CHC,0.4406,0.5594,9.06,8.5,,,,,,,,8,7,1
2021,2021-04-11,TBR,NYY,0.4633,0.5367,8.67,9.0,,,,,,,,12,4,8
2021,2021-04-11,MIN,SEA,0.6587,0.3413,9.26,8.5,,,,,,,,14,6,8
2021,2021-04-11,STL,MIL,0.3929,0.6071,8.88,8.5,away,0.1354,112.0,WIN,,,,12,3,9
2021,2021-04-11,TEX,SDP,0.3216,0.6784,8.72,9.0,away,0.0434,-174.0,WIN,,,,2,0,2
2021,2021-04-11,SFG,COL,0.6303,0.3697,8.45,7.5,home,0.0728,-126.0,WIN,,,,4,4,0
2021,2021-04-11,ARI,CIN,0.3071,0.6929,10.41,9.5,away,0.1516,-118.0,LOSS,,,,7,7,0
2021,2021-04-11,ATL,PHI,0.5146,0.4854,8.41,9.5,away,0.0886,152.0,WIN,,,,13,6,7
2021,2021-04-12,PIT,SDP,0.333,0.667,8.96,7.5,,,,,,,,8,2,6
2021,2021-04-12,TOR,NYY,0.5112,0.4888,8.72,9.0,home,0.1436,172.0,LOSS,,,,4,1,3
2021,2021-04-12,TBR,TEX,0.6185,0.3815,8.96,7.0,,,,,over,1.96,LOSS,1,1,0
2021,2021-04-12,ATL,MIA,0.6057,0.3943,8.31,8.5,home,0.0367,-132.0,LOSS,,,,8,3,5
2021,2021-04-12,MIL,CHC,0.6839,0.3161,8.46,8.5,home,0.0971,-142.0,WIN,,,,9,6,3
2021,2021-04-12,KCR,LAA,0.4923,0.5077,9.77,9.0,,,,,,,,13,3,10
2021,2021-04-12,HOU,DET,0.755,0.245,9.93,8.5,,,,,,,,8,2,6
2021,2021-04-12,ARI,ATH,0.4899,0.5101,9.63,9.5,,,,,,,,14,5,9
2021,2021-04-12,SFG,CIN,0.533,0.467,8.68,8.5,,,,,,,,3,0,3
2021,2021-04-13,MIN,BOS,0.4836,0.5164,10.2,9.0,away,0.0816,130.0,WIN,,,,6,2,4
2021,2021-04-13,ARI,ATH,0.4273,0.5727,9.87,8.5,,,,,,,,12,5,7
2021,2021-04-13,PIT,SDP,0.3218,0.6782,9.07,7.5,,,,,over,1.57,WIN,12,8,4
2021,2021-04-13,TOR,NYY,0.4817,0.5183,8.76,9.0,,,,,,,,10,7,3
2021,2021-04-13,TBR,TEX,0.6275,0.3725,8.42,8.0,,,,,,,,11,3,8
2021,2021-04-13,ATL,MIA,0.6042,0.3958,8.27,7.5,,,,,,,,22,8,14
2021,2021-04-13,MIL,CHC,0.7114,0.2886,8.5,7.5,home,0.1539,-126.0,LOSS,,,,5,2,3
2021,2021-04-13,STL,WSN,0.4625,0.5375,9.51,7.0,,,,,over,2.51,WIN,17,14,3
2021,2021-04-13,KCR,LAA,0.443,0.557,9.68,8.5,,,,,,,,5,3,2
2021,2021-04-13,HOU,DET,0.6974,0.3026,9.8,9.0,home,0.0545,-180.0,LOSS,,,,10,2,8
2021,2021-04-13,SFG,CIN,0.5283,0.4717,8.53,7.5,,,,,,,,13,7,6
2021,2021-04-13,LAD,COL,0.6927,0.3073,8.72,8.0,,,,,,,,7,7,0
2021,2021-04-14,TOR,NYY,0.5195,0.4805,8.92,10.5,home,0.0387,108.0,WIN,under,-1.58,WIN,9,5,4
2021,2021-04-14,STL,WSN,0.5393,0.4607,10.03,8.0,,,,,over,2.03,LOSS,6,0,6
2021,2021-04-14,MIL,CHC,0.7186,0.2814,8.41,7.5,home,0.0862,-172.0,WIN,,,,7,7,0
2021,2021-04-14,KCR,LAA,0.4414,0.5586,9.32,9.0,,,,,,,,7,6,1
2021,2021-04-14,MIN,BOS,0.4413,0.5587,9.86,,away,0.1162,126.0,WIN,,,,5,2,3
2021,2021-04-14,SFG,CIN,0.564,0.436,8.71,8.5,home,0.064,100.0,WIN,,,,3,3,0
2021,2021-04-14,PIT,SDP,0.3306,0.6694,9.13,7.5,,,,,over,1.63,LOSS,6,5,1
2021,2021-04-14,HOU,DET,0.6259,0.3741,9.54,8.0,,,,,over,1.54,WIN,10,4,6
2021,2021-04-14,TBR,TEX,0.6013,0.3987,8.49,8.0,,,,,,,,6,1,5
2021,2021-04-14,NYM,PHI,0.527,0.473,8.37,8.0,home,0.0416,106.0,WIN,,,,6,5,1
2021,2021-04-14,ATL,MIA,0.5643,0.4357,8.94,9.0,away,0.1232,220.0,WIN,,,,11,5,6
2021,2021-04-14,LAD,COL,0.7174,0.2826,8.78,7.5,,,,,,,,6,4,2
2021,2021-04-15,ATL,MIA,0.5586,0.4414,8.98,8.0,away,0.0316,144.0,LOSS,,,,13,7,6
2021,2021-04-15,PIT,SDP,0.3911,0.6089,8.98,7.5,,,,,,,,11,3,8
2021,2021-04-15,BAL,SEA,0.3958,0.6042,9.99,9.5,away,0.0804,-110.0,WIN,,,,6,2,4
2021,2021-04-15,MIN,BOS,0.3821,0.6179,9.32,9.0,away,0.1793,128.0,LOSS,,,,7,4,3
2021,2021-04-15,WSN,ARI,0.5551,0.4449,9.85,8.5,away,0.0603,160.0,WIN,,,,17,6,11
2021,2021-04-15,TBR,TEX,0.5727,0.4273,8.23,8.0,away,0.0336,154.0,WIN,,,,10,4,6
2021,2021-04-15,KCR,TOR,0.3637,0.6363,9.03,9.0,away,0.1265,-104.0,LOSS,,,,12,7,5
2021,2021-04-15,ATH,DET,0.5674,0.4326,9.46,8.5,,,,,,,,12,8,4
2021,2021-04-15,LAD,COL,0.7014,0.2986,8.51,7.5,,,,,,,,12,7,5
2021,2021-04-16,CHC,ATL,0.354,0.646,9.34,8.0,away,0.146,100.0,WIN,,,,7,2,5
2021,2021-04-16,PHI,STL,0.5505,0.4495,9.32,8.0,,,,,,,,11,9,2
2021,2021-04-16,NYY,TBR,0.5111,0.4889,8.53,9.5,away,0.0722,140.0,WIN,,,,10,2,8
2021,2021-04-16,WSN,ARI,0.5014,0.4986,10.39,8.5,away,0.1255,168.0,LOSS,over,1.89,LOSS,1,1,0
2021,2021-04-16,MIA,SFG,0.3659,0.6341,8.03,8.5,away,0.0615,-134.0,LOSS,,,,5,4,1
2021,2021-04-16,TEX,BAL,0.5719,0.4281,9.08,9.0,,,,,,,,7,2,5
2021,2021-04-16,MIL,PIT,0.6559,0.3441,8.89,8.0,home,0.0657,-144.0,LOSS,,,,7,1,6
2021,2021-04-16,LAA,MIN,0.4478,0.5522,9.39,9.0,away,0.0892,116.0,LOSS,,,,13,10,3
2021,2021-04-16,ATH,DET,0.6158,0.3842,9.61,8.5,,,,,,,,3,3,0
2021,2021-04-16,SDP,LAD,0.4291,0.5709,8.22,7.5,,,,,,,,17,6,11
2021,2021-04-16,SEA,HOU,0.4432,0.5568,9.42,8.0,away,0.0422,-106.0,LOSS,,,,11,6,5
2021,2021-04-17,NYY,TBR,0.4934,0.5066,8.51,7.5,,,,,,,,9,3,6
2021,2021-04-17,WSN,ARI,0.5072,0.4928,10.23,8.5,,,,,over,1.73,LOSS,8,6,2
2021,2021-04-17,KCR,TOR,0.356,0.644,9.35,8.5,away,0.0788,-130.0,WIN,,,,6,1,5
2021,2021-04-17,CHC,ATL,0.3522,0.6478,9.31,7.5,away,0.0942,-124.0,LOSS,over,1.81,WIN,17,13,4
2021,2021-04-17,PHI,STL,0.5851,0.4149,9.4,8.5,home,0.0659,-108.0,LOSS,,,,13,4,9
2021,2021-04-17,BOS,CHW,0.492,0.508,8.67,9.0,,,,,,,,11,7,4
2021,2021-04-17,ATH,DET,0.6209,0.3791,9.38,9.0,home,0.0557,-130.0,WIN,,,,7,7,0
2021,2021-04-17,COL,NYM,0.3934,0.6066,8.4,9.5,home,0.0857,225.0,LOSS,,,,7,3,4
2021,2021-04-17,MIA,SFG,0.3833,0.6167,7.97,7.5,away,0.1494,114.0,LOSS,,,,13,7,6
2021,2021-04-17,TEX,BAL,0.5375,0.4625,9.12,8.5,,,,,,,,7,1,6
2021,2021-04-17,MIL,PIT,0.6282,0.3718,8.92,8.0,home,0.038,-144.0,WIN,,,,8,7,1
2021,2021-04-17,SDP,LAD,0.3715,0.6285,8.79,7.0,away,0.0749,-124.0,WIN,over,1.79,LOSS,2,0,2
2021,2021-04-17,SEA,HOU,0.4672,0.5328,9.5,8.5,,,,,,,,1,0,1
2021,2021-04-18,NYY,TBR,0.4958,0.5042,8.47,7.5,away,0.1686,198.0,WIN,,,,6,2,4
2021,2021-04-18,PHI,STL,0.5923,0.4077,9.66,8.0,,,,,over,1.66,LOSS,2,2,0
2021,2021-04-18,WSN,ARI,0.5464,0.4536,10.03,9.0,away,0.0334,138.0,WIN,,,,7,2,5
2021,2021-04-18,MIA,SFG,0.3891,0.6109,8.44,7.5,away,0.1723,128.0,WIN,,,,1,0,1
2021,2021-04-18,BOS,CHW,0.484,0.516,8.7,8.5,,,,,,,,5,2,3
2021,2021-04-18,MIL,PIT,0.6765,0.3235,9.04,7.5,,,,,over,1.54,WIN,11,5,6
2021,2021-04-18,KCR,TOR,0.3406,0.6594,9.01,8.5,away,0.2007,118.0,LOSS,,,,2,2,0
2021,2021-04-18,TEX,BAL,0.5202,0.4798,9.03,8.0,,,,,,,,1,1,0
2021,2021-04-18,COL,NYM,0.3991,0.6009,8.42,5.0,home,0.195,390.0,LOSS,over,3.42,LOSS,3,1,2
2021,2021-04-18,ATH,DET,0.6545,0.3455,9.36,8.5,home,0.0451,-156.0,WIN,,,,5,3,2
2021,2021-04-18,SEA,HOU,0.4847,0.5153,9.16,9.0,,,,,,,,9,7,2
2021,2021-04-18,SDP,LAD,0.3463,0.6537,8.5,7.5,away,0.0885,-130.0,LOSS,,,,7,5,2
2021,2021-04-18,CHC,ATL,0.3941,0.6059,9.56,9.0,away,0.1429,116.0,WIN,,,,17,4,13
2021,2021-04-19,BOS,CHW,0.4647,0.5353,8.25,7.5,,,,,,,,15,11,4
2021,2021-04-19,PHI,SFG,0.4105,0.5895,7.9,8.5,away,0.0525,-116.0,WIN,,,,2,0,2
2021,2021-04-19,WSN,STL,0.5541,0.4459,10.11,8.5,home,0.0443,-104.0,LOSS,over,1.61,WIN,17,5,12
2021,2021-04-19,KCR,TBR,0.4116,0.5884,8.56,7.5,away,0.0646,-110.0,WIN,,,,5,1,4
2021,2021-04-19,LAA,TEX,0.5375,0.4625,8.77,8.5,away,0.1269,198.0,WIN,,,,10,4,6
2021,2021-04-19,SDP,MIL,0.4315,0.5685,8.5,6.5,away,0.1685,150.0,WIN,over,2.0,LOSS,4,1,3
2021,2021-04-19,SEA,LAD,0.3484,0.6516,8.38,8.5,,,,,,,,7,4,3
2021,2021-04-20,SEA,LAD,0.3462,0.6538,8.35,8.0,,,,,,,,1,0,1
2021,2021-04-20,NYY,ATL,0.5163,0.4837,9.33,8.5,,,,,,,,4,3,1
2021,2021-04-20,MIA,BAL,0.5649,0.4351,8.75,8.5,,,,,,,,12,5,7
2021,2021-04-20,WSN,STL,0.4982,0.5018,10.4,9.5,,,,,,,,5,3,2
2021,2021-04-20,PHI,SFG,0.4129,0.5871,7.63,8.5,away,0.1407,124.0,WIN,,,,17,7,10
2021,2021-04-20,BOS,TOR,0.5102,0.4898,8.64,8.5,,,,,,,,6,4,2
2021,2021-04-20,CHC,NYM,0.3338,0.6662,8.51,7.5,away,0.1087,-126.0,LOSS,,,,4,3,1
2021,2021-04-20,KCR,TBR,0.4172,0.5828,8.36,7.5,away,0.0545,-112.0,WIN,,,,21,7,14
2021,2021-04-20,COL,HOU,0.4259,0.5741,9.2,10.5,,,,,,,,8,6,2
2021,2021-04-20,LAA,TEX,0.5094,0.4906,8.84,8.5,away,0.1118,164.0,LOSS,,,,8,6,2
2021,2021-04-20,SDP,MIL,0.4102,0.5898,8.26,6.5,away,0.0615,-112.0,WIN,over,1.76,LOSS,6,0,6
2021,2021-04-21,PHI,SFG,0.3879,0.6121,8.12,8.0,away,0.1219,104.0,LOSS,,,,11,6,5
2021,2021-04-21,MIA,BAL,0.5531,0.4469,9.0,8.0,,,,,,,,3,3,0
2021,2021-04-21,COL,HOU,0.4582,0.5418,9.16,10.5,home,0.0308,134.0,WIN,,,,9,6,3
2021,2021-04-21,ATH,MIN,0.6331,0.3669,8.69,7.5,home,0.1048,-112.0,WIN,,,,25,13,12
2021,2021-04-21,WSN,STL,0.5275,0.4725,10.08,7.5,away,0.066,146.0,LOSS,over,2.58,LOSS,1,1,0
2021,2021-04-21,LAA,TEX,0.5368,0.4632,8.82,8.5,away,0.0664,152.0,WIN,,,,11,4,7
2021,2021-04-21,SDP,MIL,0.4083,0.5917,8.15,7.0,away,0.2396,184.0,WIN,,,,6,2,4
2021,2021-04-21,CIN,ARI,0.6068,0.3932,9.69,7.5,,,,,over,2.19,WIN,9,4,5
2021,2021-04-21,NYY,ATL,0.5052,0.4948,9.24,8.5,,,,,,,,5,1,4
2021,2021-04-21,BOS,TOR,0.53,0.47,8.67,10.0,,,,,,,,9,3,6
2021,2021-04-21,CHC,NYM,0.3547,0.6453,8.31,7.5,away,0.0727,-134.0,LOSS,,,,20,16,4
2021,2021-04-21,KCR,TBR,0.349,0.651,8.91,8.0,away,0.1227,-112.0,LOSS,,,,17,9,8
2021,2021-04-22,CIN,ARI,0.5757,0.4243,9.84,8.5,,,,,,,,25,11,14
2021,2021-04-22,DET,PIT,0.4593,0.5407,9.24,8.0,away,0.0599,108.0,WIN,,,,6,2,4
2021,2021-04-22,BOS,SEA,0.5427,0.4573,8.33,9.5,away,0.0441,142.0,WIN,,,,10,3,7
2021,2021-04-22,CHC,NYM,0.455,0.545,8.87,9.5,away,0.0352,-104.0,LOSS,,,,7,4,3
2021,2021-04-22,HOU,LAA,0.5147,0.4853,9.5,9.0,,,,,,,,10,8,2
2021,2021-04-22,SFG,MIA,0.637,0.363,7.99,8.5,home,0.0435,-146.0,WIN,,,,3,3,0
2021,2021-04-22,LAD,SDP,0.631,0.369,8.32,7.5,,,,,,,,5,2,3
2021,2021-04-23,CHC,MIL,0.3333,0.6667,8.87,9.0,away,0.2465,138.0,LOSS,,,,17,15,2
2021,2021-04-23,BAL,ATH,0.3431,0.6569,8.79,9.0,away,0.0806,-136.0,WIN,,,,4,1,3
2021,2021-04-23,TBR,TOR,0.5251,0.4749,8.75,7.0,away,0.0749,150.0,WIN,over,1.75,WIN,8,3,5
2021,2021-04-23,DET,KCR,0.4625,0.5375,9.03,8.5,,,,,,,,8,2,6
2021,2021-04-23,NYM,WSN,0.5107,0.4893,8.92,7.0,away,0.1863,230.0,LOSS,over,1.92,LOSS,6,6,0
2021,2021-04-23,BOS,SEA,0.5131,0.4869,8.52,9.5,away,0.0559,132.0,LOSS,,,,11,6,5
2021,2021-04-23,ATL,ARI,0.5921,0.4079,10.34,8.5,,,,,over,1.84,WIN,9,5,4
2021,2021-04-23,HOU,LAA,0.5686,0.4314,9.39,8.0,,,,,,,,9,5,4
2021,2021-04-23,MIN,PIT,0.5179,0.4821,9.53,8.0,away,0.0547,134.0,LOSS,over,1.53,LOSS,2,2,0
2021,2021-04-23,CHW,TEX,0.6594,0.3406,8.62,8.0,home,0.0626,-148.0,WIN,,,,16,9,7
2021,2021-04-23,STL,CIN,0.4297,0.5703,9.83,7.5,away,0.0653,-102.0,LOSS,over,2.33,WIN,9,5,4
2021,2021-04-23,COL,PHI,0.4699,0.5301,8.89,10.5,away,0.0399,104.0,LOSS,under,-1.61,WIN,9,5,4
2021,2021-04-23,SFG,MIA,0.6379,0.3621,7.81,7.5,home,0.0581,-138.0,WIN,,,,8,5,3
2021,2021-04-23,LAD,SDP,0.6136,0.3864,8.1,6.5,,,,,over,1.6,WIN,7,1,6
2021,2021-04-24,BOS,SEA,0.5298,0.4702,8.67,9.0,away,0.1079,176.0,WIN,,,,10,2,8
2021,2021-04-24,DET,KCR,0.453,0.547,8.91,7.5,,,,,,,,3,1,2
2021,2021-04-24,MIN,PIT,0.5065,0.4935,9.21,8.0,away,0.1364,180.0,WIN,,,,8,2,6
2021,2021-04-24,STL,CIN,0.4623,0.5377,9.91,8.5,away,0.066,112.0,LOSS,,,,2,2,0
2021,2021-04-24,CHC,MIL,0.4389,0.5611,9.31,7.5,away,0.0513,-104.0,WIN,over,1.81,LOSS,7,3,4
2021,2021-04-24,NYM,WSN,0.5191,0.4809,8.66,8.0,away,0.1078,168.0,WIN,,,,8,1,7
2021,2021-04-24,HOU,LAA,0.5661,0.4339,9.42,9.0,,,,,,,,18,16,2
2021,2021-04-24,TBR,TOR,0.5319,0.4681,8.73,8.5,,,,,,,,8,5,3
2021,2021-04-24,BAL,ATH,0.3389,0.6611,8.51,9.0,away,0.0487,-158.0,WIN,,,,9,2,7
2021,2021-04-24,CHW,TEX,0.6778,0.3222,8.86,7.5,home,0.0454,-172.0,WIN,,,,3,2,1
2021,2021-04-24,COL,PHI,0.4739,0.5261,8.97,10.0,home,0.0707,148.0,LOSS,,,,12,5,7
2021,2021-04-24,SFG,MIA,0.6608,0.3392,7.8,7.0,home,0.0425,-162.0,LOSS,,,,7,2,5
2021,2021-04-24,LAD,SDP,0.5587,0.4413,7.71,7.0,,,,,,,,9,5,4
2021,2021-04-25,BAL,ATH,0.3011,0.6989,8.8,8.5,away,0.1534,-120.0,LOSS,,,,9,8,1
2021,2021-04-25,BOS,SEA,0.4909,0.5091,8.73,8.5,away,0.157,184.0,LOSS,,,,8,5,3
2021,2021-04-25,NYM,WSN,0.4844,0.5156,8.78,7.5,away,0.0808,130.0,LOSS,,,,4,4,0
2021,2021-04-25,TBR,TOR,0.5164,0.4836,8.57,7.5,home,0.031,106.0,LOSS,,,,1,0,1
2021,2021-04-25,DET,KCR,0.4558,0.5442,8.83,8.0,,,,,,,,4,0,4
2021,2021-04-25,MIN,PIT,0.5037,0.4963,9.17,8.5,away,0.134,176.0,WIN,,,,8,2,6
2021,2021-04-25,HOU,LAA,0.6303,0.3697,9.67,8.5,,,,,,,,6,2,4
2021,2021-04-25,CHW,TEX,0.6606,0.3394,8.76,7.5,,,,,,,,12,8,4
2021,2021-04-25,STL,CIN,0.5167,0.4833,9.38,7.0,,,,,over,2.38,LOSS,7,5,2
2021,2021-04-25,CHC,MIL,0.4389,0.5611,9.36,6.5,,,,,over,2.86,LOSS,6,0,6
2021,2021-04-25,COL,PHI,0.4836,0.5164,8.92,11.5,away,0.031,106.0,LOSS,under,-2.58,LOSS,14,12,2
2021,2021-04-25,SFG,MIA,0.6411,0.3589,7.72,8.0,home,0.1411,100.0,WIN,,,,7,4,3
2021,2021-04-25,LAD,SDP,0.563,0.437,7.81,7.0,,,,,,,,15,7,8
2021,2021-04-26,DET,KCR,0.434,0.566,8.68,7.5,away,0.0562,-104.0,WIN,,,,5,2,3
2021,2021-04-26,BAL,NYY,0.3754,0.6246,8.42,9.0,,,,,,,,6,4,2
2021,2021-04-26,TBR,ATH,0.5256,0.4744,8.66,8.5,,,,,,,,3,1,2
2021,2021-04-26,ATL,CHC,0.5377,0.4623,9.69,8.5,away,0.0892,168.0,LOSS,,,,15,8,7
2021,2021-04-26,MIL,MIA,0.6053,0.3947,7.86,6.5,,,,,,,,8,0,8
2021,2021-04-26,STL,PHI,0.4866,0.5134,8.93,8.0,,,,,,,,3,1,2
2021,2021-04-26,TEX,LAA,0.4845,0.5155,9.13,9.0,home,0.0571,134.0,LOSS,,,,13,4,9
2021,2021-04-26,HOU,SEA,0.5156,0.4844,9.15,9.0,away,0.0844,150.0,LOSS,,,,7,5,2
2021,2021-04-26,SFG,COL,0.5897,0.4103,8.48,7.5,,,,,,,,12,12,0
2021,2021-04-26,LAD,CIN,0.6143,0.3857,8.91,7.5,,,,,,,,8,3,5
2021,2021-04-27,PIT,KCR,0.5273,0.4727,9.02,8.0,,,,,,,,3,2,1
2021,2021-04-27,BAL,NYY,0.368,0.632,8.35,10.0,,,,,under,-1.65,WIN,6,1,5
2021,2021-04-27,TOR,WSN,0.6251,0.3749,8.74,8.5,home,0.1349,104.0,WIN,,,,14,9,5
2021,2021-04-27,TBR,ATH,0.5235,0.4765,8.55,8.5,,,,,,,,7,4,3
2021,2021-04-27,NYM,BOS,0.4427,0.5573,8.53,8.5,away,0.1225,130.0,WIN,,,,3,1,2
2021,2021-04-27,ATL,CHC,0.5317,0.4683,9.61,9.0,away,0.0683,150.0,LOSS,,,,5,5,0
2021,2021-04-27,MIL,MIA,0.5632,0.4368,7.9,8.0,,,,,,,,9,5,4
2021,2021-04-27,STL,PHI,0.4956,0.5044,8.93,8.5,,,,,,,,7,5,2
2021,2021-04-27,TEX,LAA,0.4592,0.5408,9.4,9.0,home,0.039,138.0,WIN,,,,7,6,1
2021,2021-04-27,HOU,SEA,0.5747,0.4253,9.09,9.0,away,0.063,176.0,LOSS,,,,2,2,0
2021,2021-04-27,CHW,DET,0.6773,0.3227,8.67,8.5,,,,,,,,7,2,5
2021,2021-04-27,ARI,SDP,0.4604,0.5396,9.46,9.0,,,,,,,,6,5,1
2021,2021-04-27,SFG,COL,0.6781,0.3219,8.91,8.0,home,0.0457,-172.0,LOSS,,,,12,5,7
2021,2021-04-27,LAD,CIN,0.6061,0.3939,9.0,7.5,away,0.0862,225.0,WIN,over,1.5,WIN,11,5,6
2021,2021-04-28,MIL,MIA,0.5413,0.4587,7.84,8.0,home,0.0463,102.0,LOSS,,,,8,2,6
2021,2021-04-28,LAD,CIN,0.6016,0.3984,9.03,8.0,away,0.0413,180.0,LOSS,,,,8,8,0
2021,2021-04-28,PIT,KCR,0.5213,0.4787,8.64,7.5,home,0.0451,110.0,LOSS,,,,15,6,9
2021,2021-04-28,NYM,BOS,0.4601,0.5399,8.36,7.0,away,0.212,205.0,WIN,,,,1,0,1
2021,2021-04-28,BAL,NYY,0.3353,0.6647,8.57,9.5,away,0.0884,-136.0,WIN,,,,7,0,7
2021,2021-04-28,TOR,WSN,0.6348,0.3652,9.03,10.0,,,,,,,,10,2,8
2021,2021-04-28,TBR,ATH,0.546,0.454,8.58,7.5,away,0.0664,158.0,LOSS,,,,2,2,0
2021,2021-04-28,ATL,CHC,0.5614,0.4386,9.37,8.5,,,,,,,,10,10,0
2021,2021-04-28,STL,PHI,0.4844,0.5156,8.62,8.5,,,,,,,,8,3,5
2021,2021-04-28,TEX,LAA,0.4896,0.5104,9.3,8.5,,,,,,,,7,3,4
2021,2021-04-28,HOU,SEA,0.6008,0.3992,8.78,8.5,away,0.0421,180.0,LOSS,,,,12,7,5
2021,2021-04-28,ARI,SDP,0.4818,0.5182,9.45,9.5,home,0.0432,128.0,LOSS,,,,15,3,12
2021,2021-04-28,SFG,COL,0.6438,0.3562,9.02,7.0,home,0.0406,-152.0,WIN,over,2.02,WIN,10,7,3
2021,2021-04-29,BAL,NYY,0.3013,0.6987,8.31,9.5,away,0.0435,-190.0,LOSS,,,,7,4,3
2021,2021-04-29,TBR,ATH,0.5448,0.4552,8.28,8.0,,,,,,,,5,2,3
2021,2021-04-29,STL,PHI,0.4882,0.5118,8.59,7.0,,,,,over,1.59,LOSS,7,4,3
2021,2021-04-29,HOU,SEA,0.6224,0.3776,9.1,9.0,,,,,,,,1,0,1
2021,2021-04-29,ATL,CHC,0.6251,0.3749,9.42,9.0,home,0.0561,-132.0,LOSS,,,,12,3,9
2021,2021-04-29,MIL,LAD,0.4353,0.5647,8.45,8.0,home,0.073,176.0,WIN,,,,3,2,1
2021,2021-04-29,TEX,BOS,0.3945,0.6055,8.84,9.0,away,0.0642,-118.0,LOSS,,,,5,4,1
2021,2021-04-29,ARI,COL,0.5092,0.4908,10.23,8.5,,,,,over,1.73,LOSS,8,5,3
2021,2021-04-30,PIT,STL,0.4667,0.5333,8.72,7.5,away,0.0525,108.0,WIN,,,,10,3,7
2021,2021-04-30,PHI,NYM,0.5,0.5,8.17,8.0,home,0.1032,152.0,WIN,,,,3,2,1
2021,2021-04-30,WSN,MIA,0.4985,0.5015,8.57,8.0,home,0.0312,114.0,WIN,,,,3,2,1
2021,2021-04-30,NYY,DET,0.6765,0.3235,8.4,7.5,away,0.1061,360.0,LOSS,,,,10,10,0
2021,2021-04-30,CIN,CHC,0.521,0.479,9.74,9.0,,,,,,,,14,8,6
2021,2021-04-30,TBR,HOU,0.4694,0.5306,8.1,8.0,,,,,,,,11,2,9
2021,2021-04-30,TOR,ATL,0.5443,0.4557,9.09,10.5,,,,,,,,18,13,5
2021,2021-04-30,TEX,BOS,0.3907,0.6093,8.68,8.5,,,,,,,,7,1,6
2021,2021-04-30,MIN,KCR,0.4704,0.5296,9.33,8.0,away,0.0871,126.0,LOSS,,,,10,9,1
2021,2021-04-30,MIL,LAD,0.4144,0.5856,8.25,7.5,away,0.0664,-108.0,LOSS,,,,4,3,1
2021,2021-04-30,ATH,BAL,0.6453,0.3547,8.35,8.0,home,0.0727,-134.0,LOSS,,,,5,2,3
2021,2021-04-30,ARI,COL,0.5094,0.4906,10.13,8.5,,,,,over,1.63,WIN,9,7,2
2021,2021-04-30,SEA,LAA,0.5642,0.4358,8.74,8.0,home,0.144,138.0,WIN,,,,11,7,4
2021,2021-04-30,SDP,SFG,0.4042,0.5958,8.58,7.0,away,0.2335,176.0,LOSS,over,1.58,LOSS,5,3,2
2021,2021-05-01,NYY,DET,0.7427,0.2573,8.51,8.5,home,0.0552,-220.0,WIN,,,,10,6,4
2021,2021-05-01,WSN,MIA,0.4894,0.5106,8.39,8.5,away,0.0832,134.0,LOSS,,,,9,7,2
2021,2021-05-01,MIN,KCR,0.5311,0.4689,8.92,9.5,,,,,,,,14,3,11
2021,2021-05-01,ATH,BAL,0.6245,0.3755,8.21,8.0,,,,,,,,12,4,8
2021,2021-05-01,TBR,HOU,0.4199,0.5801,8.27,8.0,away,0.0388,-118.0,WIN,,,,4,1,3
2021,2021-05-01,CIN,CHC,0.5896,0.4104,9.71,9.0,,,,,,,,5,2,3
2021,2021-05-01,PHI,NYM,0.4848,0.5152,7.8,7.5,,,,,,,,9,4,5
2021,2021-05-01,PIT,STL,0.4527,0.5473,8.79,7.5,,,,,,,,17,5,12
2021,2021-05-01,TEX,BOS,0.3648,0.6352,8.42,8.5,,,,,,,,14,8,6
