ml_edge_min,ml_edge_max,favorites_only,rolling_weight_7,rating_cap_low,rating_cap_high,w_rolling_off,w_woba,w_xwoba,w_k_off,w_bb_off,w_rolling_pit,w_fip,w_xfip,w_k_pit,w_bb_pit,rolling_weight_15,n_bets,win_rate,roi,profit
0.07,0.08,False,0.7,0.65,1.4,0.33333333333333337,0.33333333333333337,0.0,0.11111111111111113,0.22222222222222227,0.18181818181818182,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.18181818181818182,0.30000000000000004,418,0.4833,-4.1364,-1729.02
0.07,0.2,True,0.8,0.65,1.6,0.2,0.3,0.0,0.2,0.3,0.2727272727272727,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.19999999999999996,1026,0.5526,-4.1559,-4263.95
0.05,0.08,True,0.7,0.7,1.5,0.3333333333333333,0.22222222222222224,0.0,0.3333333333333333,0.11111111111111112,0.16666666666666666,0.24999999999999994,0.24999999999999994,0.24999999999999994,0.08333333333333333,0.30000000000000004,635,0.5669,-4.3148,-2739.9
0.04,0.08,False,0.7,0.65,1.6,0.3,0.1,0.0,0.3,0.3,0.16666666666666669,0.16666666666666669,0.25,0.25,0.16666666666666669,0.30000000000000004,1899,0.4666,-4.3605,-8280.5
0.07,0.08,False,0.5,0.6,1.5,0.375,0.25000000000000006,0.0,0.25000000000000006,0.12500000000000003,0.1,0.1,0.3,0.3,0.2,0.5,393,0.4707,-4.7132,-1852.27
0.04,0.1,True,0.8,0.65,1.5,0.4285714285714286,0.28571428571428575,0.0,0.14285714285714288,0.14285714285714288,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.09090909090909091,0.19999999999999996,1327,0.5697,-4.8493,-6434.97
0.07,1.0,True,0.6,0.7,1.6,0.2,0.4,0.0,0.2,0.2,0.30000000000000004,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.10000000000000002,0.4,1112,0.5477,-4.883,-5429.86
0.05,0.08,True,0.7,0.6,1.5,0.33333333333333337,0.33333333333333337,0.0,0.16666666666666669,0.16666666666666669,0.24999999999999994,0.16666666666666666,0.24999999999999994,0.24999999999999994,0.08333333333333333,0.30000000000000004,704,0.5668,-5.0901,-3583.45
0.03,1.0,False,0.7,0.6,1.5,0.11111111111111113,0.33333333333333337,0.0,0.33333333333333337,0.22222222222222227,0.23076923076923075,0.23076923076923075,0.23076923076923075,0.23076923076923075,0.07692307692307693,0.30000000000000004,4963,0.4296,-5.2516,-26063.91
0.06,0.15,False,0.7,0.7,1.6,0.25,0.125,0.0,0.25,0.37499999999999994,0.22222222222222227,0.33333333333333337,0.22222222222222227,0.11111111111111113,0.11111111111111113,0.30000000000000004,2705,0.4492,-5.4308,-14690.19
0.07,0.08,True,0.7,0.6,1.4,0.375,0.12500000000000003,0.0,0.375,0.12500000000000003,0.375,0.12500000000000003,0.12500000000000003,0.25000000000000006,0.12500000000000003,0.30000000000000004,222,0.5721,-5.4506,-1210.03
