game_date,home_team,away_team,snapshot_label,snapshot_logged_at,fd_home_ml,fd_away_ml,market_prob_home,market_prob_away,home_win,residual,home_bullpen_3d_pitches,away_bullpen_3d_pitches,home_lineup_vs_away_pitch_mix,away_lineup_vs_home_pitch_mix,home_team_base_runs_delta,away_team_base_runs_delta,home_away_density_altitude_delta,travel_fatigue,market_total_mismatch
2021-04-13,PIT,SD,historical,,198.0,-240.0,0.322214,0.677786,1,0.677786,94.0,124.0,0.525453,0.552542,1.284294,1.25402,0.712,1.5,5.34
2021-04-13,TOR,NYY,historical,,-110.0,-106.0,0.504452,0.495548,1,0.495548,92.0,70.0,0.195875,-0.373658,1.939117,1.644503,0.195,0.0,1.755
2021-04-13,TB,TEX,historical,,-178.0,150.0,0.615491,0.384509,0,-0.615491,108.0,77.0,0.198778,-0.509897,1.755388,1.507473,-0.541,0.5,-4.328
2021-04-13,ATL,MIA,historical,,-158.0,134.0,0.588989,0.411011,0,-0.588989,124.0,86.0,-0.826521,-0.523189,0.972992,1.553497,1.04,0.0,7.8
2021-04-13,MIL,CHC,historical,,-126.0,108.0,0.536961,0.463039,0,-0.536961,144.0,125.0,-1.537348,-0.070703,2.092318,0.969793,0.035,0.0,0.2625
2021-04-13,STL,WAS,historical,,-106.0,-110.0,0.495548,0.504452,1,0.504452,112.0,99.0,-0.716858,0.645093,2.298411,0.564516,0.43,0.5,3.01
2021-04-13,KC,LAA,historical,,118.0,-138.0,0.44169,0.55831,1,0.55831,94.0,94.0,-0.136985,0.986115,2.352162,2.84262,0.587,1.0,4.9895
2021-04-13,HOU,DET,historical,,-180.0,152.0,0.618321,0.381679,0,-0.618321,72.0,75.0,1.358031,0.981505,2.198355,1.029694,-0.557,0.5,-5.013
2021-04-13,SF,CIN,historical,,-116.0,-102.0,0.515397,0.484603,1,0.484603,116.0,168.0,-0.270202,1.404207,0.762311,3.039496,-0.48,1.5,-3.6
2021-04-13,LAD,COL,historical,,-320.0,260.0,0.732824,0.267176,1,0.267176,69.0,43.0,1.103386,-0.686245,2.163955,2.201228,-4.77,0.5,-38.16
2021-04-14,TOR,NYY,historical,,108.0,-126.0,0.463039,0.536961,1,0.536961,41.0,70.0,0.35742,-0.114187,2.01423,1.649153,0.195,0.0,2.0475
2021-04-14,STL,WAS,historical,,-134.0,114.0,0.550657,0.449343,0,-0.550657,85.0,97.0,1.062288,0.347146,2.747368,0.780026,0.43,0.5,3.44
2021-04-14,MIL,CHC,historical,,-172.0,144.0,0.606755,0.393245,1,0.393245,71.0,113.0,-0.528677,-1.02202,1.955856,1.014859,0.035,0.0,0.2625
2021-04-14,KC,LAA,historical,,104.0,-122.0,0.471458,0.528542,1,0.528542,136.0,33.0,-0.396292,0.762872,2.365758,2.523946,0.587,1.0,5.283
2021-04-14,MIN,BOS,historical,,-148.0,126.0,0.574234,0.425766,0,-0.574234,82.0,50.0,-0.151879,1.037,2.432827,2.693447,0.827,0.5,
2021-04-14,SF,CIN,historical,,100.0,-118.0,0.480176,0.519824,1,0.519824,111.0,155.0,-0.786087,1.703041,0.833207,3.036211,-0.48,1.5,-4.08
2021-04-14,PIT,SD,historical,,172.0,-205.0,0.353582,0.646418,1,0.646418,96.0,161.0,-0.141293,0.528989,1.577283,1.205074,0.712,1.5,5.34
2021-04-14,HOU,DET,historical,,-168.0,142.0,0.602704,0.397296,0,-0.602704,111.0,65.0,1.494238,1.576667,2.08285,1.008387,-0.557,0.5,-4.456
