"pitches","player_id","player_name","game_date","game_pk","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
99,670046,"Rosenberg, Kenny","2022-05-31",661331,99,100,0.263,0.211,0.286,0.474,0.335,0.334,0.291,5,19,90.7,24.8,1902,85.4,84.62,10,49,50,-0.8000000000000114,5.55,115,150,121,151,294,328,284,"-0.686","0.686",,,22,15,3,1,0,1,5,22.7,2,9.1,2.04657,1.09091,0.7797,-0.21929,"91.1",193,40,6.666666666666667,4.545454545454546,5.81,1.04,-0.36,2.65,0.318,1,"0.692929293",0.343,0.44,"-0.692929293",-0.028,-0.025000000000000022,0.034,0.001,20.4,"46.0",,,,,,
98,646242,"Díaz, Jhonathan","2021-09-25",632344,98,100,0.125,0.042,0.15,0.167,0.148,0.252,0.218,3,24,84.3,11.3,2158,84.5,84.23,4,45,53,-0.29999999999999716,6.26,115,159,125,149,305,324,294,"3.162","-3.162",,,25,20,2,1,0,0,4,16,1,4,2.75704,0.49165,0.46408,-0.28612,"91.4",143,30,5,4,5.62,2.98,-0.03,2.26,0.16,1,"-3.226530612",0.249,0.323,"3.226530612",-0.093,-0.089,-0.156,-0.104,8.9,"34.3",,,,,,
96,594577,"Mayers, Mike","2022-08-17",663408,96,100,0.273,0.455,0.2,0.727,0.444,0.349,0.226,6,22,83.8,13.3,2157,88.5,88.3,11,45,51,-0.20000000000000284,6.17,112,152,116,149,294,318,296,"-3.082","3.082",,,24,18,2,1,0,3,4,16.7,1,4.2,2.2125,0.72716,0.48573,-0.50948,"91.9",209,38.88888888888889,22.22222222222222,16.666666666666664,5.57,-2.02,0,2.22,0.333,4,"3.210416667",0.29,0.533,"-3.210416667",0.047,0.04300000000000004,0.194,0.095,24.4,"36.1",,,,,,
96,543475,"Lyles, Jordan","2021-09-07",632595,96,100,0.136,0.091,0.15,0.227,0.188,0.26,0.223,3,22,83.7,12.6,2102,89,89.58,10,42,54,0.5999999999999943,6.69,119,162,118,154,303,323,300,"2.974","-2.974",,,26,21,2,0,1,0,3,11.5,2,7.7,2.10156,0.81074,0.31448,-0.4324,"90.1",131,19.047619047619047,0,0,6.14,-0.73,0.18,2.28,0.2,0,"-3.097916667",0.277,0.304,"3.097916667",-0.087,-0.07700000000000001,-0.077,-0.072,23.8,"45.2",,,,,,
90,592288,"Emanuel, Kent","2021-04-24",634366,90,100,0.172,0.207,0.136,0.379,0.246,0.302,0.217,5,29,87.3,2.7,2049,86.1,85.18,8,45,45,-0.8999999999999915,5.81,119,157,124,153,282,325,286,"0.537","-0.537",,,30,24,3,0,0,2,5,16.7,0,0,2.65322,0.47911,0.83989,-0.48544,"91.3",138,29.166666666666668,8.333333333333332,6.666666666666667,6.13,2.27,-0.17,2.42,0.2,2,"-0.596666667",0.243,0.46,"0.596666667",-0.045,-0.04299999999999998,-0.081,-0.056,17.8,"29.3",,,,,,
87,660761,"Suarez, José","2022-06-26",663387,87,100,0.227,0.136,0.308,0.364,0.255,0.25,0.214,5,22,88.1,19.1,2022,83.7,83.44,14,44,43,-0.29999999999999716,6.15,112,153,114,150,297,321,293,"1.481","-1.481",,,22,14,4,0,0,1,8,36.4,0,0,2.80943,0.49437,0.35034,-0.3669,"91.3",149,28.57142857142857,7.142857142857142,4.545454545454546,5.27,2.49,0.03,2.22,0.227,1,"-1.702298851",0.214,0.376,"1.702298851",0.013,0.013000000000000012,-0.012,0.005,31.8,"32.3",,,,,,
85,594577,"Mayers, Mike","2022-09-11",661083,85,100,0.333,0.4,0.3,0.733,0.481,0.381,0.233,5,15,94.1,22.9,2216,88,87.41,6,35,50,-0.5999999999999943,6.07,112,152,117,153,290,323,288,"-1.443","1.443",,,17,12,3,0,0,2,3,17.6,2,11.8,2.32976,0.66381,0.31788,0.06894,"91.9",160,50,16.666666666666664,11.76470588235294,5.71,-1.95,0.45,2.04,0.412,2,"1.697647059",0.323,0.582,"-1.697647059",0.1,0.08899999999999997,0.151,0.1,17.1,"36.7",,,,,,
85,657053,"Toussaint, Touki","2022-08-04",663374,85,100,0.143,0.214,0.143,0.357,0.337,0.314,0.158,2,14,69.2,-3.4,2077,85.5,86.22,13,27,58,0.7000000000000028,6.96,109,152,121,154,296,319,290,"-0.318","0.318",,,19,8,1,0,0,1,6,31.6,5,26.3,3.14376,0.06765,0.62894,0.13553,"91.0",77,25,12.5,5.263157894736842,5.38,-1.77,-0.07,1.51,0.368,1,"0.374117647",0.38,0.256,"-0.374117647",-0.015,-0.01200000000000001,0.101,0.023,48.1,"27.8",,,,,,
84,663465,"Allard, Kolby","2021-09-16",632472,84,100,0.353,0.294,0.417,0.647,0.471,0.381,0.263,6,17,95.3,18.2,1925,86.5,85.91,9,39,45,-0.5999999999999943,5.98,116,155,129,146,304,329,300,"-3.641","3.641",,,21,13,3,2,0,1,4,19,4,19,2.14905,0.94667,0.60095,-0.43714,"92.5",169,61.53846153846154,7.6923076923076925,4.761904761904762,5.48,2.17,0.32,2.47,0.476,1,"4.33452381",0.404,0.466,"-4.33452381",0.09,0.07199999999999995,0.181,0.09,23.1,"44.6",,,,,,
84,669935,"Alexy, A.J.","2021-09-13",632502,84,100,0.267,0.4,0.2,0.667,0.463,0.463,0.273,4,15,88.9,23.3,2219,86.9,87.58,9,36,48,0.6999999999999886,6.71,111,155,130,148,309,324,301,"-2.412","2.412",,,20,12,2,0,0,2,3,15,4,20,2.4056,0.67119,-0.09202,-0.0106,"91.5",214,41.66666666666667,16.666666666666664,10,5.92,-1.07,0.3,2.13,0.45,2,"2.871428571",0.455,0.663,"-2.871428571",-0.006,-0.0050000000000000044,0.004,0,25,"44.7",,,,,,
83,656657,"Logue, Zach","2022-09-08",662334,83,100,0.526,0.474,0.533,1,0.654,0.483,0.367,10,19,94.7,18.8,2151,85.8,85.06,12,44,39,-0.7000000000000028,5.62,109,151,126,149,307,322,293,"-6.111","6.111",,,21,17,5,3,0,2,2,9.5,2,9.5,2.39542,0.71902,0.28195,-0.28195,"94.2",172,64.70588235294117,23.52941176470588,19.047619047619047,5.24,2.4,0.04,2.67,0.571,4,"7.362650602",0.427,0.724,"-7.362650602",0.159,0.14399999999999996,0.276,0.171,27.3,"23.6",,,,,,
79,676664,"Sears, JP","2022-10-01",661110,79,100,0.111,0,0.167,0.111,0.157,0.222,0.165,2,18,86.9,-0.2,2269,85.8,86.07,6,28,51,0.29999999999999716,6.23,112,153,111,148,297,317,293,"2.842","-2.842",,,20,12,2,0,0,0,6,30,2,10,2.68848,0.43785,0.38873,-0.27051,"89.9",131,25,0,0,4.95,1.38,-0.33,2.59,0.2,0,"-3.597468354",0.249,0.221,"3.597468354",-0.054,-0.04899999999999999,-0.11,-0.065,21.4,"22.4",,,,,,
78,543475,"Lyles, Jordan","2021-06-22",633532,78,100,0.227,0.045,0.263,0.273,0.237,0.287,0.228,5,22,84.7,22,2274,83.9,84.47,10,38,40,0.5999999999999943,6.68,112,156,129,148,305,339,297,"1.565","-1.565",,,23,19,4,1,0,0,3,13,1,4.3,3.09641,0.19167,-0.18167,-0.16449,"89.7",146,10.526315789473683,5.263157894736842,4.3478260869565215,6.08,-0.81,-0.01,2.13,0.261,1,"-2.006410256",0.261,0.396,"2.006410256",-0.001,0,-0.123,-0.05,26.3,"44.9",,,,,,
77,667498,"Dugger, Robert","2021-08-21",632834,77,100,0.438,0.313,0.412,0.75,0.49,0.457,0.388,7,16,94.9,21.5,2090,85,84.55,5,36,41,-0.5,6.05,117,157,124,149,281,337,294,"-3.065","3.065",,,19,17,3,3,1,0,0,0,2,10.5,2.6487,0.57766,0.26078,0.04,"93.6",162,47.05882352941176,11.76470588235294,10.526315789473683,5.28,-1.99,0.21,2.14,0.474,2,"3.980519481",0.442,0.64,"-3.980519481",0.05,0.03199999999999997,0.11,0.033,13.9,"34.6",,,,,,
76,642083,"Slegers, Aaron","2021-08-19",632846,76,100,0.438,0.625,0.417,1.063,0.626,0.488,0.361,7,16,91.6,0.4,1911,88.9,89.89,4,33,43,1,6.82,120,162,119,150,301,323,295,"-4.971","4.971",,,18,14,1,4,0,2,2,11.1,1,5.6,2.41579,0.46908,0.68013,-0.07829,"93.7",121,57.14285714285714,14.285714285714285,11.11111111111111,6.16,-2.38,-0.36,2.29,0.5,2,"6.540789474",0.432,0.732,"-6.540789474",0.077,0.068,0.331,0.138,12.1,"39.8",,,,,,
76,502327,"Santiago, Héctor","2021-07-06",633382,76,100,0.412,0.059,0.467,0.471,0.416,0.291,0.25,7,17,87.6,17.8,1938,88.5,87.91,6,40,36,-0.5999999999999943,5.83,109,154,121,147,296,326,282,"-1.201","1.201",,,19,15,6,1,0,0,2,10.5,2,10.5,1.89526,1.02934,0.93276,-0.85039,"91.4",199,33.33333333333333,0,0,5.72,2.16,-0.21,2.86,0.474,0,"1.580263158",0.329,0.309,"-1.580263158",0.162,0.14499999999999996,0.162,0.125,15,"39.0",,,,,,
74,656232,"Bielak, Brandon","2022-07-21",662775,74,100,0.286,0.214,0.333,0.5,0.403,0.426,0.256,4,14,88.9,14.1,2253,89.8,87.92,6,27,47,-1.8999999999999915,5.44,103,153,112,146,291,331,288,"-0.925","0.925",,,17,10,3,0,0,1,4,23.5,1,5.9,2.14189,0.74608,0.65878,0.32176,"91.0",131,40,20,11.76470588235294,6.33,-1.64,0.08,2.09,0.412,2,"1.25",0.387,0.612,"-1.25",0.03,0.024999999999999967,-0.112,-0.023,22.2,"43.7",,,,,,
73,676606,"Margevicius, Nick","2021-04-06",634609,73,100,0.25,0.438,0.2,0.688,0.401,0.37,0.278,4,16,88.7,5.8,2080,86.5,86.92,3,33,40,0.4000000000000057,6.76,103,149,111,143,294,319,298,"-1.451","1.451",,,17,12,1,1,0,2,4,23.5,1,5.9,1.95521,1.16616,0.31781,-0.23836,"91.7",180,58.333333333333336,16.666666666666664,11.76470588235294,5.99,1.96,0.06,2.64,0.294,2,"1.987671233",0.32,0.56,"-1.987671233",-0.028,-0.026000000000000023,0.128,0.031,9.1,"54.1",,,,,,
73,663465,"Allard, Kolby","2021-09-21",632396,73,100,0.294,0.353,0.3,0.647,0.424,0.405,0.279,5,17,92.8,16.8,1980,86.7,86.4,8,34,39,-0.29999999999999716,6.12,114,159,137,149,293,312,280,"-1.135","1.135",,,19,12,3,0,0,2,5,26.3,1,5.3,2.21425,0.85219,0.43507,-0.20932,"92.3",137,41.66666666666667,16.666666666666664,10.526315789473683,5.36,1.96,-0.19,2.35,0.368,2,"1.554794521",0.355,0.609,"-1.554794521",0.015,0.013000000000000012,0.038,0.019,23.5,"46.5",,,,,,
72,642545,"Barria, Jaime","2021-04-10",632227,72,100,0.545,0.273,0.545,0.818,0.609,0.491,0.375,6,11,95.6,11.7,2165,89.2,89.17,7,35,37,0,6.18,118,155,117,148,305,323,265,"-4.291","4.291",,,15,11,3,3,0,0,0,0,4,26.7,1.93556,0.93611,0.16083,0.07417,"92.0",190,54.54545454545454,9.090909090909092,6.666666666666667,6.43,-1.77,0.01,2.19,0.667,1,"5.959722222",0.542,0.611,"-5.959722222",0.17,0.125,0.207,0.118,20,,,,,,,
72,621368,"Hearn, Taylor","2022-07-15",661810,72,100,0.313,0.125,0.5,0.438,0.345,0.307,0.26,5,16,87.6,11.3,2217,91.9,91.95,10,32,40,0,6.36,112,150,116,145,301,320,297,"-1.149","1.149",,,19,10,3,2,0,0,7,36.8,2,10.5,1.85361,0.88352,0.39528,-0.32722,"91.2",149,50,0,0,6.21,2.62,-0.12,2.48,0.368,0,"1.595833333",0.334,0.33,"-1.595833333",0.053,0.033999999999999975,0.108,0.038,31.3,"35.6",,,,,,
72,660761,"Suarez, José","2021-05-10",634181,72,100,0.313,0.125,0.333,0.438,0.379,0.448,0.36,5,16,88.3,5.7,1948,86.7,86.72,6,29,43,0,6.31,108,151,114,162,285,328,294,"-0.424","0.424",,,19,15,3,2,0,0,1,5.3,3,15.8,2.26917,0.80181,0.40292,-0.17347,"91.7",151,33.33333333333333,13.333333333333334,10.526315789473683,5.36,2.47,0.36,2.35,0.421,2,"0.588888889",0.461,0.585,"-0.588888889",-0.047,-0.040000000000000036,-0.147,-0.069,20.7,"37.4",,,,,,
72,660365,"Yang, Hyeon-Jong","2021-05-14",634123,72,100,0.2,0.2,0.143,0.4,0.324,0.541,0.378,3,15,90.9,22.5,2106,85.1,85.81,3,34,38,0.7000000000000028,6.62,117,158,117,149,284,325,293,"-0.632","0.632",,,18,15,2,0,0,1,0,0,3,16.7,2.29861,0.86972,0.26394,-0.19521,"92.0",166,53.333333333333336,20,16.666666666666664,6.13,2.12,0.13,2.2,0.333,3,"0.877777778",0.482,0.84,"-0.877777778",-0.178,-0.14899999999999997,-0.44,-0.217,8.8,"61.6",,,,,,
70,623454,"Anderson, Drew","2021-08-19",632838,70,100,0.25,0,0.294,0.25,0.242,0.259,0.221,5,20,90.3,31.7,2144,86.9,86.94,6,32,38,0,6.33,109,165,130,146,315,329,300,"1.722","-1.722",,,21,17,5,0,0,0,3,14.3,1,4.8,2.38614,0.67914,0.30843,-0.28471,"91.5",202,35.294117647058826,0,0,6.01,-1.42,0.12,2.8,0.286,0,"-2.46",0.258,0.346,"2.46",0.029,0.02799999999999997,-0.096,-0.017,18.8,"51.6",,,,,,
69,594577,"Mayers, Mike","2022-08-06",662154,69,100,0.091,0,0.143,0.091,0.174,0.221,0.118,1,11,91,38,2229,90.1,90.5,9,36,33,0.4000000000000057,6.22,115,153,122,165,294,321,291,"1.579","-1.579",,,13,7,1,0,0,0,4,30.8,2,15.4,1.90058,0.89,0.59294,-0.41324,"90.4",176,28.57142857142857,0,0,5.59,-1.96,0.15,2.01,0.231,0,"-2.288405797",0.254,0.197,"2.288405797",-0.027,-0.022999999999999993,-0.106,-0.047,25,"38.1",,,,,,
68,642545,"Barria, Jaime","2022-06-03",661642,68,100,0.294,0.706,0.167,1,0.559,0.455,0.28,5,17,91.4,24.7,2060,87.5,87.16,7,32,36,-0.29999999999999716,6.1,117,153,124,155,294,325,290,"-5.117","5.117",,,20,15,0,1,1,3,2,10,2,10,2.02971,0.96456,0.38956,-0.12132,"93.9",188,46.666666666666664,20,15,6.57,-1.97,-0.38,2.39,0.4,3,"7.525",0.388,0.713,"-7.525",0.014,0.01200000000000001,0.287,0.104,21.9,"55.1",,,,,,
