"pitches","player_id","player_name","game_date","game_pk","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
79,664074,"Ponce, Cody","2021-07-27",633161,79,100,0.188,0,0.273,0.188,0.196,0.23,0.215,3,16,93,13.5,2194,87.1,88.42,11,36,43,1.3000000000000114,6.83,117,159,128,151,303,321,283,"2.116","-2.116",,,17,11,3,0,0,0,5,29.4,1,5.9,2.53911,0.47759,0.15063,0.02101,"91.5",95,45.45454545454545,0,0,6.08,-1.64,-0.01,1.92,0.235,0,"-2.678481013",0.261,0.245,"2.678481013",-0.027,-0.026000000000000023,-0.057,-0.034,30.6,"43.9",,,,,,
77,669060,"Wilson, Bryse","2022-09-07",662283,77,100,0.28,0.28,0.25,0.56,0.372,0.402,0.319,7,25,95.5,13.4,1972,87.3,87.81,4,46,31,0.5,6.46,112,148,118,151,298,321,296,"-0.41","0.41",,,26,22,4,1,0,2,3,11.5,0,0,2.48584,0.52481,0.49117,-0.37117,"93.7",164,54.54545454545454,9.090909090909092,7.6923076923076925,5.55,-1.44,-0.24,2.15,0.308,2,"0.532467532",0.345,0.602,"-0.532467532",-0.039,-0.03699999999999998,-0.042,-0.03,8.7,"39.4",,,,,,
75,665665,"Sanmartin, Reiver","2022-04-14",662627,75,100,0.125,0,0.143,0.125,0.11,0.203,0.215,2,16,85.7,3.6,2153,84.8,84.23,5,37,38,-0.5999999999999943,6.01,117,162,131,149,297,314,305,"2.801","-2.801",,,16,14,2,0,0,0,2,12.5,0,0,2.834,0.37405,0.86293,-0.28,"89.9",107,21.428571428571427,0,0,5.46,3.65,0.01,1.95,0.125,0,"-3.734666667",0.215,0.25,"3.734666667",-0.09,-0.09,-0.125,-0.093,13.5,"26.5",,,,,,
74,663765,"Woodford, Jake","2021-09-04",632667,74,100,0.125,0,0.182,0.125,0.11,0.198,0.169,2,16,83.2,-2.7,2194,88.1,88.23,6,33,41,0.10000000000000853,6.29,118,161,119,149,299,314,292,"2.863","-2.863",,,16,11,2,0,0,0,5,31.3,0,0,2.47946,0.48527,0.335,-0.05041,"91.0",159,36.36363636363637,9.090909090909092,6.25,5.58,-2.65,0.13,2.27,0.125,1,"-3.868918919",0.169,0.295,"3.868918919",-0.044,-0.04400000000000001,-0.17,-0.088,18.2,"45.7",,,,,,
74,592866,"Williams, Trevor","2021-07-06",633393,74,100,0.353,0.235,0.357,0.588,0.392,0.408,0.358,6,17,94.5,5.5,2172,87.5,88.82,4,35,39,1.2999999999999972,6.89,110,148,107,146,293,327,296,"-1.673","1.673",,,20,15,4,1,0,1,3,15,1,5,2.31635,0.65946,0.11973,-0.01781,"93.9",132,53.333333333333336,13.333333333333334,10,5.05,-1.96,0.1,2.07,0.368,2,"2.260810811",0.376,0.606,"-2.260810811",-0.005,-0.008000000000000007,-0.018,-0.016,11.4,"26.8",,,,,,
74,668868,"Thompson, Zack","2022-06-03",663153,74,100,0.2,0,0.25,0.2,0.209,0.279,0.263,3,15,82.4,14,2129,88.2,89.03,5,36,38,0.7999999999999972,6.78,117,154,126,151,291,323,300,"1.348","-1.348",,,16,12,3,0,0,0,3,18.8,1,6.3,2.60176,0.42946,0.26338,-0.28635,"89.4",156,16.666666666666664,0,0,5.93,1.18,0.03,2.6,0.25,0,"-1.821621622",0.309,0.309,"1.821621622",-0.063,-0.059,-0.109,-0.07,13.9,"51.5",,,,,,
74,621219,"Mills, Alec","2022-06-20",661121,74,100,0.4,0.2,0.421,0.6,0.423,0.388,0.363,8,20,87.4,6.3,2161,82.5,82.06,6,33,41,-0.4000000000000057,6.07,114,154,120,160,308,322,301,"-1.522","1.522",,,22,19,4,4,0,0,2,9.1,0,0,3.01514,0.43243,0.68919,-0.44622,"91.9",144,21.052631578947366,5.263157894736842,4.545454545454546,5.75,-2.93,0.01,1.96,0.409,1,"2.056756757",0.377,0.538,"-2.056756757",0.037,0.03199999999999997,0.062,0.035,18.2,"34.6",,,,,,
73,621219,"Mills, Alec","2022-06-07",661170,73,100,0.222,0.389,0.2,0.611,0.367,0.405,0.255,4,18,93.2,29.8,2089,83,82.61,10,39,34,-0.4000000000000057,6.15,109,152,120,157,310,324,296,"-1.991","1.991",,,19,12,1,1,0,2,6,31.6,1,5.3,2.8863,0.53274,0.74753,0.2626,"92.6",181,58.333333333333336,16.666666666666664,10.526315789473683,5.92,-2.91,-0.04,2.03,0.263,2,"2.72739726",0.294,0.686,"-2.72739726",-0.033,-0.030999999999999972,-0.075,-0.038,25.6,"34.9",,,,,,
72,664337,"Yajure, Miguel","2021-09-24",632360,72,100,0.313,0.5,0.25,0.813,0.499,0.544,0.369,5,16,95.3,21.3,2114,86.3,86.08,6,31,41,-0.20000000000000284,6.17,113,150,118,154,294,317,296,"-3.815","3.815",,,19,14,1,2,0,2,2,10.5,2,10.5,2.54319,0.55806,0.31389,-0.15167,"93.9",208,57.14285714285714,35.714285714285715,26.31578947368421,6.2,-1.5,-0.05,2.64,0.421,5,"5.298611111",0.469,0.876,"-5.298611111",-0.056,-0.04799999999999999,-0.063,-0.045,19.4,"42.9",,,,,,
71,605507,"Thompson, Zach","2022-10-01",661956,71,100,0.158,0.053,0.2,0.211,0.211,0.31,0.212,3,19,90.2,11.9,2252,82.2,82.49,11,31,40,0.29999999999999716,6.47,113,149,117,147,303,326,293,"1.12","-1.12",,,21,15,2,1,0,0,4,19,1,4.8,3.41127,0.0593,-0.08944,-0.01028,"92.9",161,40,13.333333333333334,9.523809523809524,6.62,-0.86,0.36,2.14,0.238,2,"-1.577464789",0.287,0.424,"1.577464789",-0.054,-0.04899999999999999,-0.213,-0.099,35.5,"47.2",,,,,,
68,676879,"Ashby, Aaron","2022-04-11",663403,68,100,0.167,0,0.25,0.167,0.225,0.369,0.32,2,12,92.5,3.1,2120,90.1,88.51,10,33,35,-1.5999999999999943,5.37,98,146,116,145,308,316,289,"0.275","-0.275",,,14,8,2,0,0,0,4,28.6,2,14.3,2.39118,0.46088,0.82015,-0.61838,"91.1",122,50,0,0,6.47,0.54,0.19,2.25,0.286,0,"-0.404411765",0.417,0.405,"0.404411765",-0.153,-0.131,-0.238,-0.144,30.3,"47.0",,,,,,
66,643410,"Leiter Jr., Mark","2022-07-14",661101,66,100,0.267,0.4,0.25,0.667,0.413,0.387,0.266,4,15,86.1,7.2,1792,86.5,87.13,7,28,38,0.5999999999999943,6.68,108,151,121,161,290,318,294,"-1.915","1.915",,,16,10,2,0,0,2,5,31.3,1,6.3,2.51742,0.58621,0.32323,-0.11031,"91.7",155,40,20,12.5,5.71,-1.2,-0.31,2.66,0.313,2,"2.901515152",0.312,0.61,"-2.901515152",0.001,0.0010000000000000009,0.057,0.026,25,"49.9",,,,,,
66,659262,"Espinoza, Anderson","2022-08-23",663113,66,100,0.333,0.333,0.429,0.667,0.506,0.489,0.327,4,12,95.6,25.4,2015,89.4,88.99,9,25,41,-0.4000000000000057,6.18,109,152,128,157,295,317,289,"-2.017","2.017",,,17,8,2,1,0,1,4,23.5,3,17.6,2.165,0.75215,0.40455,-0.33667,"94.3",211,62.5,25,11.76470588235294,6,-2.15,-0.22,2.27,0.529,2,"3.056060606",0.525,0.619,"-3.056060606",0.006,0.0040000000000000036,0.048,0.017,36,"41.8",,,,,,
65,670912,"Oviedo, Johan","2021-04-11",632196,65,100,0.133,0,0.182,0.133,0.185,0.289,0.216,2,15,88.1,-1.5,2403,89.8,91.25,11,30,35,1.5,7.04,107,158,122,149,306,328,308,"1.703","-1.703",,,17,11,2,0,0,0,4,23.5,2,11.8,2.46923,0.41585,-0.00092,-0.13754,"92.2",153,45.45454545454545,9.090909090909092,5.88235294117647,5.79,-2.53,0.13,2.27,0.235,1,"-2.62",0.308,0.333,"2.62",-0.083,-0.07300000000000001,-0.2,-0.104,36.7,"36.3",,,,,,
65,676265,"Abbott, Cory","2021-06-19",633613,65,100,0.2,0.1,0.286,0.3,0.349,0.275,0.109,2,10,84.1,16.5,2259,90.4,90.21,6,28,37,-0.20000000000000284,6.15,106,148,106,148,294,327,303,"-0.457","0.457",,,15,8,1,1,0,0,3,20,4,26.7,1.87738,0.91523,0.78569,0.37092,"91.1",140,25,0,0,5.4,-2.73,0.41,2.41,0.429,0,"0.703076923",0.364,0.136,"-0.703076923",0.091,0.065,0.164,0.074,21.4,"38.5",,,,,,
65,659262,"Espinoza, Anderson","2022-07-10",662729,65,100,0.111,0.333,0,0.444,0.371,0.383,0.147,1,9,93.5,22.7,1965,91.7,91.25,5,26,39,-0.5,5.92,114,151,124,167,307,322,304,"-0.729","0.729",,,13,7,0,0,0,1,2,15.4,4,30.8,1.882,0.85138,0.50169,-0.15523,"90.8",207,57.14285714285714,14.285714285714285,7.6923076923076925,6.07,-1.84,-0.13,2.52,0.385,1,"1.121538462",0.409,0.448,"-1.121538462",-0.036,-0.023999999999999966,-0.004,-0.012,19.2,"45.5",,,,,,
65,669467,"Pallante, Andre","2022-08-05",661946,65,100,0.231,0.077,0.273,0.308,0.294,0.355,0.277,3,13,90.2,4.4,2230,89,89.54,2,26,39,0.5,6.42,110,157,115,146,291,316,300,"0.756","-0.756",,,15,11,2,1,0,0,2,13.3,2,13.3,2.74062,0.18123,0.07415,0.02123,"92.0",168,45.45454545454545,9.090909090909092,6.666666666666667,5.93,-1.9,0.1,2.46,0.333,1,"-1.163076923",0.374,0.432,"1.163076923",-0.046,-0.04099999999999998,-0.124,-0.061,7.7,"50.0",,,,,,
65,667498,"Dugger, Robert","2022-07-07",663140,65,100,0.167,0.083,0.286,0.25,0.252,0.231,0.157,2,12,89.8,25.7,2005,81.9,81.54,12,26,39,-0.4000000000000057,6.15,116,150,123,149,289,318,293,"0.774","-0.774",,,14,7,1,1,0,0,5,35.7,2,14.3,3.09462,0.38723,0.22631,-0.40969,"91.7",104,42.857142857142854,0,0,5.06,-2,-0.1,2.04,0.286,0,"-1.190769231",0.277,0.203,"1.190769231",0.01,0.008999999999999952,0.047,0.021,46.2,"30.8",,,,,,
65,676265,"Abbott, Cory","2021-07-08",633397,65,100,0.357,0.5,0.3,0.857,0.525,0.421,0.279,5,14,94.3,3.8,2335,89.4,89.1,6,30,35,-0.30000000000001137,6.1,109,150,116,150,290,323,298,"-2.068","2.068",,,16,12,2,1,0,2,2,12.5,2,12.5,2.13815,0.72938,0.53108,-0.10062,"93.4",141,58.333333333333336,8.333333333333332,6.25,5.59,-2.67,0.48,2.06,0.438,1,"3.181538462",0.369,0.636,"-3.181538462",0.078,0.069,0.221,0.104,20,"42.0",,,,,,
64,664074,"Ponce, Cody","2021-08-01",633082,64,100,0.583,0.25,0.7,0.833,0.557,0.384,0.329,7,12,84.9,5.8,2179,87.9,89.17,6,36,28,1.2999999999999972,7,109,144,116,144,300,314,283,"-2.761","2.761",,,13,10,4,3,0,0,3,23.1,0,0,2.38906,0.59397,0.20281,0.11656,"90.1",180,30,10,7.6923076923076925,6.07,-1.34,0.21,2.19,0.538,1,"4.3140625",0.332,0.515,"-4.3140625",0.254,0.20600000000000002,0.318,0.173,16.7,"43.9",,,,,,
64,643410,"Leiter Jr., Mark","2022-06-03",663153,64,100,0.2,0,0.25,0.2,0.237,0.338,0.306,3,15,86.9,4.6,1895,85.7,86.73,5,27,37,1,6.79,104,146,121,144,289,318,298,"0.645","-0.645",,,17,12,3,0,0,0,3,17.6,2,11.8,2.64219,0.50172,0.0575,-0.1075,"92.1",130,50,0,0,5.68,-1.27,0.17,2.15,0.294,0,"-1.0078125",0.388,0.353,"1.0078125",-0.106,-0.09400000000000003,-0.153,-0.101,18.5,"51.3",,,,,,
64,656818,"Overton, Connor","2022-09-30",663099,64,100,0.111,0,0.133,0.111,0.129,0.22,0.18,2,18,87.9,27.5,2158,87,86.92,5,34,30,-0.09999999999999432,6.35,116,154,120,149,284,322,283,"3.135","-3.135",,,19,15,2,0,0,0,3,15.8,1,5.3,2.32016,0.72297,0.90563,0.42688,"91.4",140,33.33333333333333,0,0,5.77,-1.89,-0.02,2.31,0.158,0,"-4.8984375",0.223,0.273,"4.8984375",-0.069,-0.065,-0.162,-0.091,14.7,"33.9",,,,,,
64,664196,"Anderson, Tanner","2021-09-30",632286,64,100,0.263,0,0.278,0.263,0.231,0.286,0.279,5,19,86.8,-3.6,2188,89.1,88.56,2,32,32,-0.5,5.9,115,146,130,148,301,321,298,"1.53","-1.53",,,19,18,5,0,0,0,1,5.3,0,0,2.43906,0.4425,0.76556,-0.1227,"91.8",136,38.88888888888889,5.555555555555555,5.263157894736842,5.66,-2.25,-0.25,2.19,0.263,1,"-2.390625",0.279,0.38,"2.390625",-0.016,-0.016000000000000014,-0.117,-0.055,6.3,"33.3",,,,,,
64,656818,"Overton, Connor","2022-09-24",661067,64,100,0.308,0.308,0.273,0.615,0.448,0.279,0.18,4,13,88.1,10.7,2159,86.1,85.9,5,32,32,-0.19999999999998863,6.16,109,152,118,143,289,316,287,"-2.023","2.023",,,16,12,2,1,0,1,1,6.3,3,18.8,2.45484,0.66206,0.51344,-0.12312,"90.2",139,33.33333333333333,0,0,5.85,-1.71,0.25,2.6,0.438,0,"3.1609375",0.333,0.242,"-3.1609375",0.128,0.10499999999999998,0.373,0.169,15.6,"34.5",,,,,,
61,641712,"Hudson, Dakota","2021-09-24",633337,61,100,0.267,0.133,0.308,0.4,0.31,0.265,0.236,4,15,81.8,9.1,2072,88.2,88.62,3,28,33,0.3999999999999915,6.42,120,158,117,150,298,323,296,"0.336","-0.336",,,16,13,2,2,0,0,2,12.5,0,0,2.56033,0.38279,0.25115,0.15574,"90.3",154,23.076923076923077,0,0,6.09,-1.89,0.18,2.11,0.313,0,"-0.550819672",0.284,0.291,"0.550819672",0.031,0.029000000000000026,0.109,0.045,10.7,"38.3",,,,,,
61,669713,"Wesneski, Hayden","2022-09-06",663242,61,100,0.118,0.059,0.222,0.176,0.157,0.223,0.159,2,17,90.6,27.9,2280,87.2,87.8,8,31,30,0.5999999999999943,6.72,115,152,125,154,299,324,289,"2.26","-2.26",,,18,9,1,1,0,0,8,44.4,1,5.6,2.64492,0.39607,-0.14934,-0.17164,"92.2",138,44.44444444444444,11.11111111111111,5.555555555555555,5.52,-1.95,0.07,2.4,0.167,1,"-3.704918033",0.205,0.297,"3.704918033",-0.041,-0.03799999999999998,-0.121,-0.066,25.8,"35.3",,,,,,
60,663765,"Woodford, Jake","2022-05-07",662102,60,100,0.167,0,0.182,0.167,0.175,0.2,0.186,2,12,81.8,20.5,2099,87.1,87.49,8,32,28,0.4000000000000057,6.49,113,154,114,149,293,318,280,"1.011","-1.011",,,14,11,2,0,0,0,2,14.3,1,7.1,2.5985,0.43,0.19633,-0.273,"89.9",121,27.27272727272727,0,0,5.62,-2.73,-0.07,2.44,0.214,0,"-1.685",0.231,0.215,"1.685",-0.019,-0.017000000000000015,-0.048,-0.025,25,"42.3",,,,,,
60,622088,"Antone, Tejay","2021-04-12",634648,60,100,0,0,0,0,0.118,0.322,0.194,0,10,89.4,8.2,2769,88.5,88.8,5,18,42,0.29999999999999716,6.53,110,154,115,150,301,321,291,"1.9","-1.9",,,12,5,0,0,0,0,5,41.7,1,8.3,2.64667,0.33254,-0.172,-0.10133,"91.2",115,40,20,8.333333333333332,5.93,-2.01,0.26,2.42,0.167,1,"-3.166666667",0.328,0.38,"3.166666667",-0.194,-0.161,-0.38,-0.204,27.8,"33.8",,,,,,
60,664074,"Ponce, Cody","2021-09-27",632388,60,100,0.357,0.5,0.231,0.857,0.468,0.513,0.334,5,14,90,9.4,2204,90,91.75,2,28,32,1.7999999999999972,7.14,102,153,121,143,292,322,301,"-4.524","4.524",,,15,15,2,1,0,2,0,0,0,0,2.14067,0.67533,0.22283,-0.05383,"92.7",174,46.666666666666664,20,20,6.07,-1.44,-0.05,2.38,0.333,3,"7.54",0.338,0.91,"-7.54",0.023,-0.0050000000000000044,-0.053,-0.045,7.1,"44.3",,,,,,
59,676641,"Sulser, Beau","2022-05-10",662292,59,100,0.25,0.438,0.273,0.688,0.405,0.304,0.191,4,16,88.7,23.1,2161,87.4,87.35,6,30,29,0,6.33,111,169,137,152,313,323,295,"-1.077","1.077",,,17,12,0,2,1,1,4,23.5,1,5.9,2.23661,0.78593,0.56,-0.35754,"91.5",188,50,16.666666666666664,11.76470588235294,5.96,-1.76,0.05,2.32,0.294,2,"1.825423729",0.239,0.483,"-1.825423729",0.059,0.05499999999999999,0.205,0.101,20,"45.1",,,,,,
59,608652,"Farrell, Luke","2022-09-11",661176,59,100,0.25,0.25,0.25,0.5,0.373,0.347,0.273,3,12,90,13.3,2375,86.3,86.49,7,23,36,0.20000000000000284,6.27,116,154,121,152,297,319,296,"-0.535","0.535",,,14,9,2,0,0,1,3,21.4,2,14.3,2.50153,0.57271,-0.02644,-0.05864,"92.5",157,33.33333333333333,11.11111111111111,7.142857142857142,6.46,-1.64,-0.03,2.19,0.357,1,"0.906779661",0.377,0.405,"-0.906779661",-0.023,-0.020000000000000018,0.095,0.026,30.4,"41.1",,,,,,
59,669060,"Wilson, Bryse","2022-04-27",662289,59,100,0.077,0.077,0.111,0.154,0.097,0.215,0.205,1,13,94.1,15.6,1937,88.9,89.29,7,30,29,0.3999999999999915,6.65,101,155,121,150,303,328,306,"2.397","-2.397",,,13,9,0,1,0,0,4,30.8,0,0,2.23424,0.70034,0.91661,0.13593,"92.0",145,55.55555555555556,0,0,5.2,-2.69,-0.04,2.4,0.077,0,"-4.062711864",0.205,0.301,"4.062711864",-0.128,-0.128,-0.147,-0.118,23.3,"33.9",,,,,,
59,667498,"Dugger, Robert","2022-05-07",663070,59,100,0.385,0.308,0.571,0.692,0.477,0.449,0.341,5,13,96,14.6,2045,84,83.65,12,31,28,-0.4000000000000057,6.2,120,145,122,145,290,314,293,"-2.262","2.262",,,14,8,3,1,0,1,5,35.7,1,7.1,2.72034,0.59339,0.46814,-0.51492,"93.9",161,75,25,14.285714285714285,5.22,-2.1,-0.04,2.18,0.429,2,"3.833898305",0.388,0.682,"-3.833898305",0.044,0.04099999999999998,0.01,0.028,38.7,"27.9",,,,,,
59,640470,"Alzolay, Adbert","2021-09-26",632332,59,100,0.154,0,0.2,0.154,0.175,0.254,0.221,2,13,90.3,11.1,2359,90.8,91.17,8,30,29,0.4000000000000057,6.43,112,157,115,152,293,326,300,"1.966","-1.966",,,14,10,2,0,0,0,3,21.4,1,7.1,2.08254,0.68763,0.15881,-0.10288,"92.2",149,40,0,0,5.97,-2.18,-0.06,2.38,0.214,0,"-3.33220339",0.276,0.286,"3.33220339",-0.067,-0.06200000000000003,-0.132,-0.079,26.7,"39.4",,,,,,
58,640470,"Alzolay, Adbert","2021-09-18",632425,58,100,0.308,0.308,0.333,0.615,0.385,0.349,0.286,4,13,89.6,19,2290,90.8,90.91,7,32,26,0.10000000000000853,6.24,109,156,120,152,300,317,298,"-0.312","0.312",,,13,10,2,1,0,1,3,23.1,0,0,1.91155,0.85707,0.25328,-0.07879,"90.9",172,20,10,7.6923076923076925,6.09,-2.04,0.14,2.44,0.308,1,"0.537931034",0.286,0.538,"-0.537931034",0.022,0.02200000000000002,0.077,0.036,21.9,"40.7",,,,,,
58,519008,"McFarland, T.J.","2022-05-22",662479,58,100,0.273,0.091,0.333,0.364,0.31,0.426,0.359,3,11,100.1,3.4,1905,84.8,84,6,26,32,-0.7999999999999972,5.65,112,153,132,150,305,320,295,"0.449","-0.449",,,12,9,2,1,0,0,2,16.7,1,8.3,3.26862,-0.08912,0.81069,-0.28724,"95.7",111,77.77777777777779,11.11111111111111,8.333333333333332,5.65,2,0.34,1.7,0.333,1,"-0.774137931",0.412,0.592,"0.774137931",-0.086,-0.07899999999999996,-0.228,-0.116,23.1,"22.1",,,,,,
58,670912,"Oviedo, Johan","2022-06-08",661892,58,100,0.273,0.091,0.375,0.364,0.31,0.25,0.184,3,11,90.8,10,2287,87.5,88.52,10,29,29,1,7.12,109,156,111,150,300,332,300,"0.017","-0.017",,,12,8,2,1,0,0,3,25,1,8.3,2.62638,0.42948,0.09379,0.00345,"92.0",159,25,0,0,5.45,-2.71,0.11,2.09,0.333,0,"-0.029310345",0.252,0.324,"0.029310345",0.089,0.08100000000000002,0.04,0.06,34.5,"27.5",,,,,,
