key_retro,key_fangraphs,key_mlbam,name_last,name_first
quinp101,1010606,,Quinn,Joseph
cronj001,18036,630105,Cronenworth,Jake
pappe001,1009987,120212,Pappas,Erik
camia001,8992,491708,Caminero,Arquimedes
kobam001,3276,493131,Kobayashi,Masahide
henil101,1005648,115764,Henion,Lafayette
sprib101,1012360,122617,Springer,Brad
harrd001,1005410,115519,Harris,Donald
olivj001,1009778,119987,Oliver,Joe
teagt001,5199,460003,Teagarden,Taylor
franm101,1004303,114386,Franklin,Moe
shawb103,1011819,122080,Shaw,Bob
stokb001,8653,425530,Stokes,Brian
smitp107,1012194,122366,Smith,Pop-boy
bonie002,5890,444382,Bonine,Eddie
egant101,1003702,113771,Egan,Tom
smitr108,1012197,122411,Smith,Red
gonzg002,1004833,133242,González,Gabe
conng101,1002516,112572,Connell,Gene
cosaj001,10304,543054,Cosart,Jarred
knigd001,16537,643400,Knight,Dusten
hurle001,8364,457922,Hurley,Eric
poort101,1010438,120669,Poorman,Tom
kikuy001,20633,579328,Kikuchi,Yusei
lee-c004,5177,547348,Lee,C. C.
piktg101,1010348,120578,Piktuzis,George
bushd102,1001749,111794,Bush,Donie
forss001,1004235,327692,Forster,Scott
habyj001,1005176,115281,Habyan,John
jonew101,1006601,116741,Jones,Willie
butcj001,1001762,111806,Butcher,John
barrs102,1000612,110603,Barr,Scotty
pascc101,1010038,120267,Pascual,Carlos
camej101,1001859,111903,Cameron,Jack
gents101,1004613,114697,Gentile,Sam
evanb103,1003862,113945,Evans,Bill
naeht001,1009433,119634,Naehring,Tim
guyeb001,2636,446386,Guyer,Brandon
moord101,1009101,119291,Moore,Dee
reyej002,2797,431170,Reyes,José
callw101,1001850,111893,Callahan,Wese
bedeh101,1000761,110781,Bedell,Howie
sagea001,1011369,121619,Sager,A. J.
atchs001,2642,425786,Atchison,Scott
iribh001,4177,454975,Iribarren,Hernán
keucd001,9434,572971,Keuchel,Dallas
babis101,1000398,110417,Babitt,Shooty
gullb001,1005136,115242,Gullickson,Bill
zeuct001,19269,643615,Zeuch,T. J.
hairs101,1005212,115317,Hairston,Sam
sotog001,3707,434567,Soto,Geovany
mastp101,1008228,118409,Masterson,Paul
bickp001,18519,641360,Bickford,Phil
thomk002,19795,624522,Thompson,Keegan
reyns001,574,121110,Reynolds,Shane
stilr101,1012537,122797,Stillwell,Ron
ewelg101,1003879,113954,Ewell,George
hayed001,10528,502457,Hayes,Drew
farrl001,15101,608652,Farrell,Luke
fricm101,1004348,114432,Fricano,Marion
manuf101,1008088,118264,Manush,Frank
tullt001,19518,668684,Tully,Tanner
ausmb001,546,110385,Ausmus,Brad
musis101,1009405,119602,Musial,Stan
lejod101,1007508,117660,LeJohn,Don
tietl101,1013063,123340,Tietje,Les
martt002,1168,118362,Martinez,Tino
haase101,1005171,115276,Haas,Eddie
pruit101,1010553,120786,Pruiett,Tex
rhymw001,9802,489242,Rhymes,Will
hinsp101,1005851,115972,Hinson,Paul
chanf101,1002131,112183,Chance,Frank
pilna101,1010353,120583,Pilney,Andy
fiskc001,1004101,114182,Fisk,Carlton
tavea101,1012851,123120,Taveras,Alex
hicke102,1005768,115888,Hickey,Eddie
lehnp101,1007487,117638,Lehner,Paul
lamph101,1007285,117441,Lampe,Henry
kaisb101,1006671,116816,Kaiser,Bob
howad101,1006077,116202,Howard,Doug
mikse101,1008854,119043,Miksis,Eddie
kuzab101,1007226,117380,Kuzava,Bob
berej003,4626,503437,Beresford,James
kibbj101,1006889,117036,Kibble,Jack
verlj001,8700,434378,Verlander,Justin
simma001,10847,592743,Simmons,Andrelton
wilsg002,1014079,124392,Wilson,Gary
alcaj001,19459,660896,Alcalá,Jorge
langa001,19883,656638,Lange,Alex
mccat103,1008379,118554,McCarthy,Tommy
shear102,1011837,122092,Shea,Red
sealj101,1011701,121953,Seale,Johnnie
cirip001,5278,465674,Ciriaco,Pedro
krehj001,13707,607216,Krehbiel,Joey
morac101,1009146,119338,Moran,Charles
stond102,1012561,122820,Stone,Dean
pirkg001,1010367,120597,Pirkl,Greg
petej001,1010230,120452,Peterek,Jeff
carpa001,9533,502165,Carpenter,Drew
merea101,1008781,118969,Merewether,Art
rogom101,1011142,121394,Rogodzinski,Mike
corcd001,9266,542289,Corcino,Daniel
postl101,1010466,120697,Post,Lew
sheej101,1011845,122102,Sheehan,Jack
birkk001,7266,451256,Birkins,Kurt
covic101,1002684,112745,Covington,Chet
bellv001,23899,678368,Bellozo,Valente
olivo001,1009771,119982,Olivares,Omar
waldk003,27681,686610,Waldichuk,Ken
lowed002,3500,434587,Lowery,Devon
haugp101,1005500,115615,Haugstad,Phil
fritc101,1004367,114451,Fritz,Charlie
parkd002,1010014,120238,Parks,Derek
mints001,1008987,119179,Mintz,Steve
gablf101,1004414,114500,Gabler,Frank
harra101,1005393,115506,Harrington,Andy
stanm101,1012415,122672,Stanley,Mickey
sancr002,4170,454972,Sánchez,Rómulo
hargp101,1005362,115472,Hargrave,Pinky
vasqr001,24719,681190,Vásquez,Randy
pierg101,1010328,120556,Pierce,Gracie
rumbn001,14867,592705,Rumbelow,Nick
schnk101,1011596,121849,Schnell,Karl
menom101,1008767,118952,Menosky,Mike
goodb001,12858,571718,Goodwin,Brian
sancs001,19680,664350,Sánchez,Sixto
mcbea101,1008337,118518,McBean,Al
maxwj001,1008288,136603,Maxwell,Jason
sancf001,1624,408108,Sanchez,Freddy
tianl101,1013054,123331,Tiant,Luis
hamec001,4972,430935,Hamels,Cole
dennj101,1003209,113271,Denny,Jerry
torra001,1488,400083,Torres,Andrés
dragd101,1003475,113540,Drago,Dick
myerh103,1009422,119617,Myers,Henry
whitd105,1013861,124172,White,Deke
krueo101,1007177,117330,Krueger,Otto
grees004,3001,434958,Green,Sean
gonzn001,27490,693304,Gonzales,Nick
browk003,1001535,111566,Brown,Kevin
mordm001,1385,119348,Mordecai,Mike
gwynt001,1005166,115270,Gwynn,Tony
campm102,1001880,111933,Campbell,Marc
hoovj101,1006009,116135,Hoover,Joe
mattd001,1008261,118443,Mattingly,Don
gohal001,15166,627894,Gohara,Luiz
willj003,1137,425532,Williams,Jerome
gordc001,31312,676467,Gordon,Colton
diazy002,20218,660546,Díaz,Yennsy
phile001,17734,623465,Phillips,Evan
chisl001,7571,502082,Chisenhall,Lonnie
sucrj001,5942,491696,Sucre,Jesús
santa003,14551,623993,Santander,Anthony
paddd102,1009942,120161,Padden,Dick
weves101,1013819,124127,Wever,Stefan
shanb102,1011804,122060,Shantz,Bobby
coomr001,816,112641,Coomer,Ron
hultd001,12874,543343,Hultzen,Danny
ryanj103,1011337,121590,Ryan,Jack
nuxhj101,1009665,119872,Nuxhall,Joe
karpr001,1006707,116849,Karp,Ryan
shult101,1011942,122203,Shultz,Toots
adamm101,1000058,110070,Adamson,Mike
willj006,15490,642211,Williams,Justin
dreeb101,1003487,113553,Dreesen,Bill
schab103,1011515,121768,Schaller,Walter
daubh101,1003004,113068,Daubert,Harry
hatcc002,3299,501822,Hatcher,Chris
verbj101,1013407,123702,Verbanic,Joe
leroc001,7645,460092,Leroux,Chris
diazj005,3397,471822,Díaz,Jumbo
coffi001,1002390,150016,Coffie,Ivanon
johnm005,1868,430635,Johnston,Mike
harth101,1005446,115552,Hart,Hub
judej001,1006643,116785,Juden,Jeff
gimeh001,2172,430591,Giménez,Héctor
leclg101,1007442,203719,LeClair,George
garrf101,1004550,114636,Garrison,Ford
griga101,1005055,115154,Griggs,Art
hachi101,1005177,115282,Hach,Irv
normf101,1009632,119837,Norman,Fred
kanej103,1006691,116832,Kane,John
godoj001,15808,608422,Godoy,José
cubbm101,1002846,112909,Cubbage,Mike
ruckn101,1011281,121530,Rucker,Nap
mccob104,1008410,118602,McCormick,Barry
gipsc001,1078,133420,Gipson,Charles
danac001,31508,702674,Dana,Caden
philb001,791,408252,Phillips,Brandon
rodrr001,1011110,121362,Rodriguez,Rick
hanec001,192,115415,Haney,Chris
hernd002,4259,456696,Hernandez,David
mohlk101,1009032,119227,Mohler,Kid
thomu101,1013006,123281,Thompson,Frank
rossc001,1760,425496,Ross,Cody
smitv101,1012213,122464,Smith,Vinnie
olead101,1009766,119974,O'Leary,Dan
seagc002,23552,676882,Seagle,Chandler
bated101,1000657,110674,Bates,Del
tessj001,851,136585,Tessmer,Jay
chrij101,1002213,112273,Christopher,Joe
rootc101,1011188,121440,Root,Charlie
palmm101,1009976,120189,Palm,Mike
kernr101,1006869,117016,Kerns,Russ
barrj103,1000596,110613,Barrett,Jimmy
wylir101,1014306,124630,Wylie,Ren
collr102,1002465,112519,Collins,Bob
flatj101,1004140,114222,Flater,Jack
murrr103,1009397,119587,Murray,Red
jacqt001,1006332,344924,Jacquez,Thomas
tresm101,1013178,123460,Tresh,Mike
sullj106,1012699,122953,Sullivan,John
deloz001,27471,676113,DeLoach,Zach
portc002,1725,429421,Porter,Colin
grunk001,1005108,115211,Grundt,Ken
pavlr001,1010087,120315,Pavlik,Roger
hairs001,1926,430668,Hairston,Scott
mille101,1008895,119072,Miller,Elmer
vosbe001,1426,123756,Vosberg,Ed
voisb101,1013448,123748,Voiselle,Bill
fordt102,1004224,114306,Ford,Ted
goebe101,1004796,114884,Goebel,Ed
powej104,1010499,120732,Powers,Jim
haisj101,1005213,115318,Haislip,Jim
cherr001,5188,457122,Cherry,Rocky
crans102,1002734,112792,Crane,Sam
wrigt102,1014296,124613,Wright,Taffy
youne003,7158,458913,Young,Eric
bardl001,14288,572703,Bard,Luke
hammc001,92,115391,Hammond,Chris
hustb101,1006232,116361,Husting,Bert
maurr002,23698,677595,Mauricio,Ronny
podbb101,1010404,120635,Podbielan,Bud
guesw101,1005121,115225,Guese,Whitey
jonec002,1006539,116671,Jones,Chris
lirir001,4779,542642,Liriano,Rymer
edmob001,1003677,133228,Edmondson,Brian
hellb001,15100,621294,Heller,Ben
montj002,1009071,119266,Montgomery,Jeff
thoro101,1013040,123316,Thornton,Otis
nortp001,1714,150041,Norton,Phil
gowel101,1004905,114999,Gowell,Larry
herrr001,15688,622703,Herrera,Ronald
decks001,1003129,113189,Decker,Steve
moras101,1009154,119344,Moran,Sam
damij001,871,113026,D'Amico,Jeff
jenkj102,1006390,116524,Jenkins,Joe
berrj103,1000906,110935,Berry,Joe
sirij001,17452,642350,Siri,José
dallb001,1920,430886,Dallimore,Brian
conla001,14457,543045,Conley,Adam
kremj101,1007157,117310,Kremmel,Jim
hovls101,1006068,116194,Hovley,Steve
deetd001,16687,657209,Deetz,Dean
demet001,15958,641513,Demeritte,Travis
wrigk001,19665,657140,Wright,Kyle
stowc001,1012588,209063,Stowers,Chris
weatr101,1013692,123999,Weatherly,Roy
tappe101,1012826,123092,Tappe,El
duram001,1003583,113651,Durant,Mike
yound001,505,124693,Young,Dmitri
ridzs101,1010950,121193,Ridzik,Steve
backk001,29615,679775,Backhus,Kyle
gastm101,1004567,114651,Gaston,Milt
flooc101,1004165,114248,Flood,Curt
stanl101,1012400,122658,Stange,Lee
ojalk001,1009755,119963,Ojala,Kirt
dails101,1002930,112995,Dailey,Sam
olmsa101,1009785,119997,Olmsted,Al
willb002,857,124288,Williams,Bernie
swarm101,1012767,123029,Swartz,Monty
weisz001,15444,592848,Weiss,Zack
rands001,1655,150159,Randolph,Steve
baump101,1000684,110701,Baumann,Paddy
shanb101,1011803,122061,Shantz,Billy
murph101,1009364,119557,Murphy,Howard
feigb001,15968,621399,Feigl,Brady
hubeo101,1006126,116253,Huber,Otto
peskj101,1010219,120450,Pesky,Johnny
lewif001,4693,430930,Lewis,Fred
winnk001,23499,676775,Winn,Keaton
ander101,1000240,110252,Anderson,Rick
harmb001,5312,465705,Harman,Brad
wallt003,22458,670764,Walls,Taylor
gittc001,18482,656467,Gittens,Chris
valdf001,17295,664285,Valdez,Framber
martd002,1008160,118363,Martinez,Dave
ellis101,1003753,113821,Ellis,Sammy
krocg101,1007169,117323,Krock,Gus
lewib101,1007577,117745,Lewis,Bill
padiv001,964,218894,Padilla,Vicente
johnt002,3404,431164,Johnson,Tyler
thomc003,19828,642137,Thomas,Cody
mccos101,1008408,118590,McConnell,Sam
montm003,29770,682254,Montgomery,Mason
gloar001,1538,340393,Gload,Ross
bowdt101,1001245,111283,Bowden,Tim
whith101,1013877,124174,White,Hal
houcb101,1006048,116174,Houck,Byron
lombe101,1007718,117880,Lombardi,Ernie
thurb101,1013050,123328,Thurman,Bob
satrt101,1011454,121706,Satriano,Tom
mccaw102,1008359,118538,McCall,Windy
petet002,30063,671976,Peters,Tristan
donof101,1003396,113458,Donovan,Fred
wiedc101,1013924,124238,Wiedemeyer,Charlie
pattj101,1010073,120302,Pattison,Jimmy
ariaj001,3817,435078,Arias,Joaquín
sextf101,1011772,122028,Sexton,Frank
taylj101,1012879,,Taylor,Jack
mulch101,1009289,119486,Mulcahy,Hugh
pirtg101,1010368,120598,Pirtle,Gerry
veaca101,1013387,123680,Veach,Al
fitzp101,1004118,114199,Fitzke,Paul
smitk102,1012170,122423,Smith,Ken
dermm001,14844,571616,Dermody,Matt
cowab101,1002688,112749,Cowan,Billy
splip001,1012346,122602,Splittorff,Paul
olivt102,1009772,119980,Oliva,Tony
wilsb001,6485,451216,Wilson,Brian
donnc001,1396,113452,Donnels,Chris
mcgub001,1008552,118741,McGuire,Bill
benne001,1000839,110868,Bennett,Erik
georg101,1004620,114702,George,Charles
boolr101,1001182,111212,Booles,Red
schuj101,1011639,121890,Schultz,Joe
heuse101,1005756,115875,Heusser,Ed
sulls102,1012712,122965,Sullivan,Suter
jatap101,1006368,116502,Jata,Paul
suggg101,1012673,122931,Suggs,George
myatg101,1009414,119612,Myatt,Glenn
gonzj003,1711,114928,González,Geremi
burgs101,1001665,111705,Burgess,Smoky
moram002,157,206551,Mora,Melvin
krivr001,1007168,117322,Krivda,Rick
moyej001,1091,119469,Moyer,Jamie
smitj102,1012159,122419,Smith,Jack
burtd001,1001739,111781,Burtt,Dennis
cavep101,1002095,112148,Cavet,Pug
fewsc101,1004020,114099,Fewster,Chick
rabej001,3007,435404,Rabe,Josh
bakec102,1000445,110465,Baker,Charlie
hockd001,730,116000,Hocking,Denny
fullh101,1004393,114478,Fuller,Harry
beimj001,979,346847,Beimel,Joe
harrs103,1005391,115499,Harrell,Slim
knoej001,2223,430653,Knoedler,Justin
matzt001,10058,554431,Matzek,Tyler
gonzj002,1251,114932,González,Juan
thrab101,1013045,123321,Thrasher,Buck
thomj001,1013014,123288,Thompson,Jason
causr101,1002090,112143,Causey,Red
mattz001,31827,805673,Matthews,Zebby
aragj101,1000287,110300,Aragón,Jack
ciufn001,16291,624419,Ciuffo,Nick
dammb101,1002962,113027,Dammann,Bill
kirbc101,1006960,117110,Kirby,Clay
mullc002,17929,656775,Mullins,Cedric
dulib101,1003546,113611,Duliba,Bob
pascb102,1010036,120264,Paschal,Ben
oswac001,13677,621261,Oswalt,Corey
alomr001,860,110183,Alomar,Roberto
lades101,1007247,117402,Ladew,Steve
rowed101,1011253,121503,Rowe,Don
keitc001,27899,690993,Keith,Colt
clarc101,1002272,112331,Clark,Cap
garcr008,23363,676395,Garcia,Robert
tinsl001,1013077,123355,Tinsley,Lee
britj103,1001450,111484,Britt,Jim
davil101,1003066,113095,Davis,Lefty
foreh101,1004230,114310,Foreman,Happy
salis101,1011381,121634,Salisbury,Solly
mccuc101,1008435,118619,McCullough,Clyde
colpd101,1002473,112528,Colpaert,Dick
happj001,7410,457918,Happ,J. A.
putkl001,6736,446367,Putkonen,Luke
fittp101,1004104,114185,Fittery,Paul
weisw001,1013748,124054,Weiss,Walt
crick001,13182,605195,Crick,Kyle
chadr001,1002111,112165,Chadwick,Ray
tateh101,1012835,123102,Tate,Hughie
lannj101,1007328,117485,Lanning,Johnny
jenkb001,8645,408057,Jenks,Bobby
klimr101,1007001,117152,Klimkowski,Ron
devec101,1003241,113305,Devens,Charlie
bockr001,1001110,111138,Bockus,Randy
demod101,1003197,113259,DeMola,Don
blacb101,1001006,111039,Black,Bud
clarp102,1002301,112324,Clark,Harry
garcd101,1004499,114585,Garcia,Danny
herre001,5432,467070,Herrera,Elián
leact001,1007427,117581,Leach,Terry
gilfj001,1710,429360,Gilfillan,Jason
siebn101,1011949,122209,Siebern,Norm
devoa101,1003253,113318,DeVormer,Al
kellb002,1006815,116959,Kelly,Roberto
otteb101,1009903,120122,Otterson,Billy
fuenm101,1004383,114469,Fuentes,Miguel
bronh101,1001467,111506,Bronkie,Herman
mcgrj102,1008543,118725,McGraw,John
grubj001,1005103,115205,Grubb,Johnny
frenl101,1004338,114421,French,Larry
clevm001,12808,605182,Clevinger,Mike
dankj001,6329,433579,Danks,John
burkc101,1001672,111713,Burkam,Chauncey
robif101,1011065,121312,Robinson,Fred
mchab101,1008560,118747,McHale,Bob
taylc101,1012864,123129,Taylor,Chuck
seibp001,1905,420672,Seibel,Phil
albag001,1000100,110104,Alba,Gibson
goldh101,1004810,114899,Goldsmith,Hal
kammb101,1006682,116826,Kammeyer,Bob
carda001,9514,502133,Cardenas,Adrian
arndh101,1000315,110329,Arndt,Harry
rutlj002,26215,671131,Rutledge,Jackson
davij104,1003057,113115,Davis,Jacke
hasnp101,1005476,115591,Hasney,Pete
schag101,1011506,121757,Schaefer,Germany
renfe101,1010829,121065,Renfer,Erwin
cummj101,1002873,112936,Cummings,Jack
rushd001,31382,687221,Rushing,Dalton
toddf101,1013095,123372,Todd,Frank
erstd001,11,113889,Erstad,Darin
towng101,1013144,123423,Townsend,George
bernj101,1000892,110920,Bernhardt,Juan
schlg001,12321,534576,Schlosser,Gus
mcdot101,1008468,118639,McDonald,Tex
mockg001,7335,452241,Mock,Garrett
connj106,1002528,112586,Connor,Jim
tesrj101,1012936,123208,Tesreau,Jeff
nelsa101,1009496,119698,Nelson,Andy
torge101,1013124,123402,Torgeson,Earl
pfefj101,1010264,120492,Pfeffer,Jeff
valdr102,1013318,123598,Valdes,Roy
damaj101,1002959,113025,Damaska,Jack
terrc001,18881,663799,Terry,Curtis
gilmg101,1004733,114818,Gilmore,Grover
bettj001,1000930,110959,Bettendorf,Jeff
porcr001,2717,519144,Porcello,Rick
thomw102,1013031,123306,Thompson,Will
oneim102,1009817,120017,O'Neil,Mickey
bensj001,2845,501994,Benson,Joe
sullj110,1012694,122939,Sullivan,Jackie
shopk001,3867,431159,Shoppach,Kelly
dickb101,1003271,113340,Dickey,Bill
newma001,1009539,119743,Newman,Al
hollh101,1005959,116080,Hollingshead,Holly
riceh102,1010896,121138,Rice,Hal
stule002,8011,445590,Stults,Eric
scals101,1011488,121738,Scalzi,Skeeter
thomb103,1012967,123253,Thomas,Bud
gedej102,1004590,114674,Gedeon,Elmer
cardc101,1001939,111983,Cardinal,Randy
reedc001,12801,607068,Reed,Chris
rachs101,1010627,120863,Rachunok,Steve
battj102,1000672,110691,Battin,Joe
newmj001,1009543,119746,Newman,Jeff
sheru101,1011870,122130,Sheridan,
slatj101,1012055,122314,Slattery,Jack
mccab002,4810,435263,McCann,Brian
ellij103,1003741,113811,Elliott,Jumbo
koosj001,1007103,117255,Koosman,Jerry
robeb101,1011024,121296,Robertson,Bob
eichj001,1003711,113779,Eichelberger,Juan
mcnat101,1008661,118848,McNamara,Tim
weafk101,1013691,123998,Weafer,Ken
annib101,1000271,110283,Annis,Bill
woodt003,3775,445971,Wood,Tim
saark001,1516,424164,Saarloos,Kirk
culln101,1002864,112927,Cullop,Nick
flyne101,1004183,114265,Flynn,Ed
rockp101,1011092,121340,Rockett,Pat
shafj101,1011782,122040,Shaffer,John
gainj001,1004433,114519,Gainer,Jay
hansa101,1005323,115435,Hansen,Andy
houst002,9121,543334,House,T. J.
callj102,1001843,111889,Callahan,Joe
obrie101,1009690,119891,O'Brien,Eddie
rajsd101,1010658,120894,Rajsich,Dave
lyncd001,21537,663738,Lynch,Daniel
gaulm101,1004576,114660,Gaule,Mike
sax-d001,1011479,121730,Sax,Dave
andrj101,1000256,110269,Andrews,John
fielg101,1004027,114108,Fields,George
kutym101,1007224,117378,Kutyna,Marty
pattc101,1010056,120283,Patten,Casey
gandb101,1004477,114562,Gandy,Bob
kellj102,1006804,116950,Kelly,Joe
mcgos001,12056,543518,McGough,Scott
olouj001,22690,672552,O'Loughlin,Jack
stenj101,1012485,122741,Stenzel,Jake
marqj101,1008121,118300,Marquis,Jim
comsr101,1002492,112547,Comstock,Ralph
birmj101,1000983,111011,Birmingham,Joe
moorb002,1009093,119326,Moore,Bill
harrl001,1394,115529,Harris,Lenny
muelb101,1009277,119481,Mueller,Bill
flett101,1004156,114240,Fletcher,Tom
michc001,1415,136422,Michalak,Chris
pettc002,30170,695534,Petty,Chase
whits003,27789,694376,Whitcomb,Shay
stcle101,1012442,121624,St. Claire,Ebba
brubb102,1001572,111612,Brubaker,Bruce
wilse001,858,124388,Wilson,Enrique
cox-j101,1002702,112759,Cox,Jeff
stepb103,1012488,122743,Stephens,Bryan
huntb002,562,116326,Hunter,Brian
mazan001,14553,608577,Mazara,Nomar
bergj103,1000871,110902,Berger,Joe
rodre003,6870,453256,Rodríguez,Eddy
belld002,1108,110816,Bell,David
moorm003,1890,519043,Moore,Matt
murpt101,1009376,119572,Murphy,Tom
tagus001,1186,408039,Taguchi,So
keart101,1006730,116875,Kearns,Tom
pattg101,1010061,120288,Patterson,Gil
sutte101,1012746,123007,Sutton,Ezra
lawlt001,1007394,117554,Lawless,Tom
beniy001,1000834,110860,Benítez,Yamil
peart001,487,408195,Pearson,Terry
headr101,1005543,115659,Head,Ralph
lyncm102,1007866,118034,Lynch,Mike
dipib101,1003319,113384,DiPietro,Bob
wilkt101,1013962,124276,Wilks,Ted
joycb101,1006633,116779,Joyce,Bill
rouse101,1011247,121497,Roush,Edd
getzp101,1004649,114733,Getzien,Pretzels
badgr101,1000406,110425,Badgro,Red
myerh101,1009421,119625,Myers,Hap
wincs001,1014120,124441,Winchester,Scott
rogel101,1011136,121387,Rogers,Lee
emaub001,2020,458587,Emaus,Brad
pillk001,12434,607680,Pillar,Kevin
harrm003,17216,656509,Harrison,Monte
stynn101,1012661,122919,Stynes,Neil
ohtas001,19755,660271,Ohtani,Shohei
weedb101,1013724,124030,Weeden,Bert
aguir002,19967,666922,Aguilar,Ryan
mccaa101,1008384,118566,McCauley,Al
robic001,6908,519208,Robinson,Clint
cavei101,1002094,112147,Caveney,Ike
mccam001,1008381,118555,McCarthy,Tom
delej001,1003168,113229,DeLeón,José
matuh101,1008270,118450,Matuzak,Harry
bantj101,1000520,110543,Banta,Jack
gaste101,1004564,114648,Gastfield,Ed
louda101,1007765,117932,Loudell,Art
adkid102,1000074,110078,Adkins,Merle
langs001,25816,669127,Langeliers,Shea
buttj001,23313,676130,Buttó,José
giesd001,2656,435500,Giese,Dan
versz101,1013417,123713,Versalles,Zoilo
shumh101,1011944,122204,Shuman,Harry
lovet101,1007772,117940,Lovelace,Tom
nillr101,1009600,119803,Nill,George
lowed001,199,117955,Lowe,Derek
mcdor001,1008475,118658,McDowell,Roger
shint101,1011903,122162,Shinnick,Tim
bargg001,1000540,110562,Bargar,Greg
penaj101,1010148,120374,Peña,José
gharp101,1004652,114736,Gharrity,Patsy
lowdg101,1007784,117952,Lowdermilk,Grover
ryanb102,1011334,121591,Ryan,Buddy
schub103,1011626,121891,Schultz,Bob
harrj102,1005420,115528,Harris,Joe
rikac101,1010963,121207,Rikard,Culley
nicho101,1009565,119772,Nicholson,Ovid
lezcc101,1007592,117748,Lezcano,Carlos
wents101,1013780,124088,Wentzel,Stan
tolls002,10481,474521,Tolleson,Shawn
robif102,1011064,121310,Robinson,Floyd
shing101,1011898,122158,Shinault,Ginger
ortib101,1009858,120078,Ortiz,Oliverio
lenne101,1007526,117675,Lennon,Ed
thomd101,1012970,123241,Thomas,Dan
dowds101,1003442,113507,Dowd,Snooks
genns001,10339,571697,Gennett,Scooter
wilsj005,13254,607111,Wilson,Jacob
hoffj102,1005909,116036,Hoffmeister,Jesse
oneit101,1009821,120022,O'Neill,Tip
cordc001,1816,430101,Cordero,Chad
blass101,1001058,111086,Blass,Steve
murpd001,1009355,119545,Murphy,Dale
yoste101,1014357,124682,Yost,Eddie
jeffj101,1006380,116514,Jefferson,Jesse
alcos101,1000112,110116,Alcock,Scotty
millj003,3104,460654,Miller,Jason
aguij002,30031,687924,Aguiar,Julian
curth101,1002903,112968,Curtis,Harry
thome101,1012972,123270,Thomason,Erskine
mcclk001,4845,449072,McClellan,Kyle
harrt001,1005384,115497,Harrah,Toby
hartf101,1005454,115569,Hartman,Fred
strad002,1012596,122857,Strange,Doug
crowt001,3402,460067,Crowe,Trevor
hollm101,1005951,116071,Holland,Mul
irvie101,1006274,116404,Irwin,Bill
abert102,1000019,110020,Abernathy,Tal
klaeh101,1006984,117134,Klaerner,Hugo
starw101,1012426,122685,Stargell,Willie
hillm101,1005825,115953,Hillis,Mack
delej003,15463,592254,De León,José
tysot102,1013260,123542,Tyson,Ty
philt001,1010300,120522,Phillips,Tony
boota101,1001191,111223,Booth,Amos
milew001,8779,489119,Miley,Wade
kippb001,1006956,117107,Kipper,Bob
peret003,965,120416,Pérez,Tomás
rucid001,12499,607968,Rucinski,Drew
yound002,1014370,277415,Young,Danny
wolfr001,976,150116,Wolf,Randy
gregt002,1831,408054,Gregorio,Tom
smitc001,1012114,276540,Smith,Chuck
eschj101,1003821,113894,Eschen,Jim
zawal001,2369,453368,Zawadzki,Lance
goric101,1004881,114974,Gorin,Charlie
fleia101,1004143,114225,Fleitas,Ángel
walkt102,1013535,123841,Walker,Tom
sosaj001,1012286,150057,Sosa,Juan
hamid001,1005272,115378,Hamilton,Darryl
coloc002,11145,518568,Colón,Christian
crocd101,1002782,112841,Crockett,Davey
lewis001,1007588,117743,Lewis,Scott
embra001,1030,113833,Embree,Alan
mckej103,1008585,118768,McKee,Jim
dawlj001,1632,425307,Dawley,Joey
marrb101,1008130,118308,Marrow,Buck
allem101,1000153,110155,Allen,Myron
frann001,10166,545338,Franklin,Nick
marsd101,1008136,118315,Marshall,Dave
sandp003,20541,676637,Sanders,Phoenix
yound005,18439,664849,Young,Danny
mairo001,528,342192,Mairena,Oswaldo
clarz001,9189,503483,Clark,Zach
freid101,1004333,114417,Freisleben,Dave
river002,1550,121252,Rivera,Rubén
cantb101,1001924,111968,Cantz,Bart
hernc006,22713,672578,Hernández,Carlos
robst101,1011083,121330,Robson,Tom
ramoa001,8350,573109,Ramos,AJ
sereb101,1011752,122008,Serena,Bill
waddj001,3474,455730,Waddell,Jason
butcm001,1001764,111807,Butcher,Mike
sandr102,1011418,121671,Sanders,Ray
browl101,1001540,111571,Brown,Lloyd
mcmaj103,1008630,118816,McMahon,Jack
beckb101,1000740,110768,Becker,Beals
attrd101,1000355,110369,Attreau,Dick
blacp001,14739,621112,Blackburn,Paul
mcnag101,1008659,118843,McNamara,George
robed102,1011032,121278,Roberts,Dave
steib001,1012463,122720,Stein,Bill
schwm001,1011659,121905,Schwabe,Mike
roweb001,10983,594985,Rowen,Ben
corbr101,1002614,112669,Corbin,Ray
delcm001,3180,434668,Delcarmen,Manny
reynd101,1010869,121106,Reynolds,Don
dlugb001,8273,459438,Dlugach,Brent
sched102,1011544,121793,Schell,Danny
vendp001,7108,519381,Venditte,Pat
doddr001,1003349,133360,Dodd,Robert
lushe101,1007846,118014,Lush,Ernie
gleaj001,1004772,114860,Gleaton,Jerry Don
thorw101,1013041,123317,Thornton,Walter
bootj001,1001193,111225,Booty,Josh
sianm001,22557,672279,Siani,Michael
newhh101,1009535,119739,Newhouser,Hal
sancc001,11602,570560,Sánchez,Yolmer
piera001,746,150229,Pierzynski,A. J.
alboe101,1000106,110110,Albosta,Ed
reveb001,4712,519184,Revere,Ben
shiec101,1011890,122149,Shields,Charlie
peteg101,1010228,120455,Peters,Gary
