key_retro,key_fangraphs,key_mlbam,name_last,name_first
laxtb001,1007412,150423,Laxton,Brett
valeb001,12758,591971,Valera,Breyvic
posaj001,841,120691,Posada,Jorge
lasoj001,25481,686747,La Sorsa,Joe
bonnb102,1001172,111204,Bonness,Bill
thieb101,1012953,123225,Thiel,Bert
pricj101,1010529,120760,Price,Joe
schim101,1011559,121809,Schick,Morrie
slatp101,1012057,122316,Slattery,Phil
jordm101,1006612,116754,Jordan,Milt
harrw001,236,407483,Harris,Willie
pawet101,1010088,120316,Pawelek,Ted
britg102,1001448,111485,Brittain,Gus
perej003,22254,669309,Perez,Joe
herrj003,17040,645444,Herrera,José
braur001,5648,461334,Braun,Ryan
littl001,28036,681432,Little,Luke
safft101,1011367,121617,Saffell,Tom
walkw102,1013538,123843,Walker,Walt
hatts001,916,115608,Hatteberg,Scott
powep102,1010494,120722,Powell,Paul
linkf101,1007638,117796,Link,Fred
papel101,1009984,120208,Pape,Larry
detmr001,27468,672282,Detmers,Reid
crowc101,1002824,112882,Crowell,Cap
howap101,1006088,116213,Howard,Paul
dobsj101,1003344,113409,Dobson,Joe
chace101,1002109,112163,Chacón,Elio
regot101,1010786,121019,Rego,Tony
curvl001,24710,681168,Curvelo,Luis
deckc001,9665,572804,Decker,Cody
wilsr102,1014102,124421,Wilson,Red
florr002,3152,446939,Flores,Ron
hyath101,1006247,116375,Hyatt,Ham
grimj001,602,115169,Grimsley,Jason
fagif101,1003896,113973,Fagin,Joe
mccuf101,1008433,118616,McCue,Frank
dow-c101,1003439,113504,Dow,Clarence
mccll001,1008394,118576,McClendon,Lloyd
earlj101,1003632,113699,Early,Jake
araue001,12854,542587,Araújo,Elvis
fisch101,1004068,114147,Fischer,Hank
smitf105,1012137,122387,Smith,Frank
dillp104,1003299,113364,Dillard,Pat
fairp001,17998,664126,Fairbanks,Pete
moreo002,617,150205,Moreno,Orber
morrj104,1009210,119416,Morrissey,Jack
garvn102,1004556,114640,Garver,Ned
stemf101,1012479,122734,Stem,Fred
harrt002,31989,802419,Harrington,Tom
wahlb001,14832,592833,Wahl,Bobby
wilsw102,1014111,124428,Wilson,Walter
disag001,1003322,113387,Disarcina,Gary
foltm001,10811,592314,Foltynewicz,Mike
hanse001,1005333,115446,Hanson,Erik
shaft102,1011780,122035,Shafer,Tillie
maask001,1007895,118063,Maas,Kevin
karkr001,1006700,116843,Karkovice,Ron
flets001,1004155,114239,Fletcher,Scott
gochj101,1004791,114879,Gochnaur,John
dunns001,1003578,113640,Dunn,Steve
barnr101,1000572,110585,Barnes,Rich
willh102,1014004,124355,Willingham,Hugh
davic101,1003042,113124,Davis,Crash
vasqv001,6124,446911,Vasquez,Virgil
dickj101,1003279,113343,Dickson,Jim
kaneh101,1006687,116830,Kane,Harry
alfoe001,859,110135,Alfonzo,Edgardo
schah102,1011507,121759,Schaeffer,Harry
jamer101,1006353,116482,James,Rick
morar102,1009140,119334,Morales,Rich
pears001,9957,456665,Pearce,Steve
mccrj101,1008432,118613,McCredie,Judge
kohlj101,1007081,117234,Kohlman,Joe
castw003,17338,650489,Castro,Willi
gambo001,1004473,114558,Gamble,Oscar
grubf101,1005105,115207,Grube,Frank
morgr102,1009183,119370,Morgan,Red
corkp101,1002629,112688,Corkhill,John
teper001,10291,572193,Tepera,Ryan
kingh101,1006940,117093,Kingman,Harry
hernc002,1005698,115816,Hernández,César
browd103,1001509,111542,Brown,Delos
andir001,4900,435180,Andino,Robert
bellt002,7074,457707,Bell,Trevor
howaf102,1006080,116205,Howard,Frank
holmb101,1005974,116094,Holm,Billy
guzmj002,1005161,115265,Guzman,Johnny
larkh101,1007348,117505,Larkin,Henry
tobij103,1013089,123365,Tobin,Jim
fox-j102,1004280,114362,Fox,John
rabbj101,1010624,120861,Rabbitt,Joe
schul101,1011642,121884,Schulte,Len
schrs001,1011614,150112,Schrenk,Steve
bellh101,1000810,110825,Bell,Herman
sullt104,1012714,122966,Sullivan,Tom
hollc101,1005964,116087,Hollocher,Charlie
colev001,1002433,112487,Coleman,Vince
zinng101,1014451,124776,Zinn,Guy
evanj101,1003867,113937,Evans,Joe
lee-l101,1007458,117606,Lee,Leron
lagrl101,1007255,117410,LaGrow,Lerrin
jensw101,1006399,116535,Jensen,Willie
mulld101,1009299,119500,Mulligan,Dick
niema101,1009591,119794,Niemiec,Al
giult101,1004747,114834,Giuliani,Tony
sardb001,3585,450363,Sardinha,Bronson
moort001,1009130,134340,Moore,Trey
lee-t102,1007469,117614,Lee,Tom
milli001,15156,641878,Miller,Ian
lee-b104,1007449,117611,Lee,Bob
bells101,1000795,110838,Bellán,Steve
coulc101,1002674,112734,Coulter,Chip
tuivs001,13485,592815,Tuivailala,Sam
dukez001,3840,435043,Duke,Zach
joycb001,31461,690829,Joyce,Ben
owenf102,1009916,120135,Owen,Frank
jurrj001,5556,457453,Jurrjens,Jair
ragap101,1010650,120885,Ragan,Pat
almoe002,1764,407824,Almonte,Edwin
munns101,1009324,119521,Munninghoff,Scott
robih101,1011068,121313,Robinson,Humberto
foste102,1004247,114329,Foster,Ed
hummj101,1006180,116306,Hummel,John
mathj101,1008243,118426,Mathison,Jimmy
mcran101,1008688,118873,McRae,Norm
swobr101,1012796,123062,Swoboda,Ron
batec101,1000656,110672,Bates,Charlie
smoaj001,9054,475253,Smoak,Justin
bentr101,1000856,110885,Benton,Rabbit
rortb001,20287,666163,Rortvedt,Ben
ropej001,1011189,121441,Roper,John
zaram001,3621,473156,Zárate,Mauro
nunal101,1009657,119864,Nunamaker,Les
tazaj001,4079,547749,Tazawa,Junichi
gassc101,1004562,114646,Gassaway,Charlie
browt103,1001563,111594,Brown,Tommy
obrij103,1009693,119898,O'Brien,Jack
resoc001,3799,434592,Resop,Chris
carsa101,1002009,112055,Carson,Al
marrc101,1008126,118304,Marrero,Connie
ingrg001,1006262,116391,Ingram,Garey
lamep101,1007279,117435,Lamer,Pete
grimm101,1005069,115168,Grimshaw,Myron
lazoj001,1007420,117576,Lazorko,Jack
herrt002,25139,682120,Herrin,Tim
alvat002,1587,407887,Alvarez,Tony
james101,1006354,116481,James,Skip
hopkm101,1006017,116143,Hopkins,Mike
leond002,1007538,117681,Leon,Danny
applf101,1000282,110294,Applegate,Fred
golsg001,8074,449172,Golson,Greg
baldl101,1000483,110497,Baldwin,Lady
keltd001,285,407778,Kelton,David
gleaj101,1004769,114854,Gleason,Joe
sheee101,1011850,122106,Sheely,Earl
barrb101,1000588,110606,Barr,Bob
hincb101,1005839,115962,Hinchman,Bill
ray-f101,1010723,120956,Ray,Farmer
minom101,1008984,119176,Miñoso,Minnie
fulds001,8254,453539,Fuld,Sam
schlj101,1011570,121821,Schlueter,Jay
ray-c101,1010721,120951,Ray,Carl
karss001,829,116853,Karsay,Steve
chald101,1002114,112168,Chalk,Dave
cubid001,771,319114,Cubillán,Darwin
masip101,1008212,118392,Masi,Phil
raymb101,1010731,120960,Raymond,Bugs
ferrt101,1004014,114089,Ferrick,Tom
goodi101,1004857,114950,Goodman,Ival
steib102,1012462,122725,Steinecke,Bill
bruce102,1001577,111617,Brucker,Earle
radcj101,1010633,120869,Radcliff,John
landg101,1007293,117447,Land,Grover
bachl001,19222,669199,Bachar,Lake
cimba001,15288,643256,Cimber,Adam
borur001,16350,621366,Borucki,Ryan
browb003,1001498,111533,Brown,Brant
frazl001,1004310,114392,Frazier,Lou
webbe101,1013708,124017,Webb,Earl
mcewj001,887,136607,McEwing,Joe
beatj001,1000731,110748,Beattie,Jim
stewa101,1012514,122773,Stewart,Ace
meder101,1008713,118899,Medeiros,Ray
martr102,1008195,118381,Martínez,Rogelio
barar001,45,150148,Barajas,Rod
burrp101,1001728,111771,Burris,Paul
bartj001,8219,430583,Bartlett,Jason
walkm102,1013529,123821,Walker,Mysterious
moors101,1009127,119322,Moore,Scrappy
cicej101,1002234,112286,Cicero,Joe
mclea101,1008621,118805,McLean,Al
boydj101,1001278,111315,Boyd,Jake
efliz001,13774,621107,Eflin,Zach
watsb001,1013677,123988,Watson,Bob
garcl002,1004504,150193,Garcia,Luis
manlc101,1008061,118236,Manlove,Charlie
alexg102,1000128,110127,Alexander,Pete
adamb102,1000044,110061,Adams,Bob
barrt101,1000620,110637,Barry,Tom
scofl101,1011668,121920,Scoffic,Lou
pitls101,1010373,120603,Pitlock,Skip
rigdp001,1010955,282331,Rigdon,Paul
huntt001,731,116338,Hunter,Torii
badea101,1000404,110423,Bader,Art
priom001,301,407578,Prior,Mark
blacd102,1001009,111032,Black,Dave
mccaj107,1008363,118542,McCandless,Jack
gilbj101,1004690,114779,Gilbert,Jack
gonzm002,5497,503556,González,Marwin
websa001,3993,543903,Webster,Allen
butlb101,1001771,111823,Butler,Bill
johnd101,1006447,116581,Johnson,Don
sprob102,1012365,122624,Sprout,Bob
harrb103,1005385,115501,Harrell,Billy
gonzg003,7448,461829,Gonzalez,Gio
jakuc001,7831,499856,Jakubauskas,Chris
ashln001,3274,502213,Ashley,Nevin
essem101,1003834,113908,Esser,Mark
topos101,1013121,123399,Toporcer,George
beggj101,1000776,110796,Beggs,Joe
ramoj001,1010679,120911,Ramos,John
boros101,1001207,111243,Boros,Steve
duncv101,1003557,113622,Duncan,Vern
connj105,1002530,112587,Connor,John
travs001,16263,607752,Travis,Sam
formb101,1004231,114313,Forman,Bill
normn001,1009634,119840,Norman,Nelson
schnf101,1011594,121845,Schneiberg,Frank
freer001,1207,150472,Freel,Ryan
farrs101,1003939,114018,Farrar,Sid
witaj001,1138,124482,Witasick,Jay
willj101,1014010,124320,Williams,Johnnie
burnj001,867,111742,Burnitz,Jeromy
veacb101,1013388,123681,Veach,Bobby
pavld001,1010085,120313,Pavlas,Dave
venaw001,211,461416,Venable,Will
alexg101,1000123,110125,Alexander,Gary
carrd102,1002000,112049,Carroll,Ralph
bradm101,1001312,111348,Bradley,Mark
pikel101,1010347,120577,Pike,Lip
gervl101,1004641,114725,Gervais,Lefty
garav001,4036,466339,Gárate,Víctor
marim101,1008108,118286,Marion,Marty
dugaj101,1003537,113601,Dugan,Joe
grosr001,5254,543257,Grossman,Robbie
pught001,1010560,120793,Pugh,Tim
jorgs101,1006625,116765,Jorgensen,Spider
damoj001,185,113028,Damon,Johnny
haths001,15293,643355,Hathaway,Steve
kaisj001,1006674,116815,Kaiser,Jeff
lougl101,1007770,117935,Loughlin,Larry
widgc001,1541,124234,Widger,Chris
bealb101,1000703,110723,Beall,Bob
moraj002,3726,458643,Morales,José
ponss001,161,132260,Ponson,Sidney
badek101,1000405,110424,Bader,Lore
kingc102,1006924,117074,King,Chick
marta002,784,118359,Martínez,Sandy
herbr101,1005684,115802,Herbert,Ray
norrd002,13475,596057,Norris,Daniel
linct001,5705,453311,Lincecum,Tim
throf101,1013046,123323,Throneberry,Faye
vernm101,1013416,123711,Vernon,Mickey
degeb001,23592,676969,de Geus,Brett
see-c101,1011715,121968,See,Charlie
klaub102,1006987,117136,Klaus,Bobby
sandc001,21461,663485,Sands,Cole
mottb101,1009261,119455,Mott,Bitsy
allig101,1000162,110167,Allie,Gair
kleip001,12675,607309,Klein,Phil
lamob101,1007282,117438,LaMotte,Bobby
wothm001,16452,642226,Wotherspoon,Matt
hagec101,1005196,115301,Hageman,Casey
battl101,1000669,110688,Battam,Larry
weemj001,13190,607179,Weems,Jordan
liraf001,1007649,117809,Lira,Felipe
diggb001,1599,424947,Diggins,Ben
johnb002,1006432,116566,Johnson,Brian
stanc002,10838,592774,Stanley,Cody
romaj101,1011165,121419,Romano,John
clart002,182,112316,Clark,Tony
timmt101,1013071,123349,Timmermann,Tom
sherv101,1011877,122136,Sherlock,Vince
darbg101,1002983,113048,Darby,George
kinnm002,737,150219,Kinney,Matt
waltd001,1013585,123894,Walters,Dan
grahb104,1004923,115021,Graham,Barney
crolf101,1002785,112844,Crolius,Fred
armam001,1000304,110319,Armas,Marcos
pirej001,5485,517369,Pirela,José
jackj101,1006301,116432,Jackson,Shoeless Joe
mcclp001,1008395,118574,McClellan,Paul
hildp101,1005805,115926,Hildebrand,Palmer
clarp101,1002302,112336,Clark,Phil
ohear001,16442,656811,O'Hearn,Ryan
whalr001,14165,547007,Whalen,Robert
wingt101,1014130,124451,Wingfield,Ted
verdr001,9154,489400,Verdugo,Ryan
nogos001,19545,668665,Nogosek,Stephen
herne102,1005700,115818,Hernández,Enzo
jonej005,9767,571825,Jones,James
lavad101,1007388,117544,Lavan,Doc
tolmt001,1013104,123381,Tolman,Tim
cavaa001,2668,458187,Cavazos,Andy
bautd001,47,110712,Bautista,Danny
bossh101,1001217,111253,Boss,Harley
durer101,1003586,113653,Duren,Ryne
jenkf101,1006388,116522,Jenkins,Fergie
lewia001,16731,592499,Lewicki,Artie
winer001,1014126,124444,Wine,Robbie
doylp101,1003468,113532,Doyle,Paul
hernp001,4578,517060,Hernández,Pedro
hamij101,1005274,115381,Hamilton,Jack
kennj001,1217,406773,Kennedy,Joe
hidar001,561,115902,Hidalgo,Richard
keart102,1006729,116874,Kearns,Teddy
white004,3536,434630,Whiteside,Eli
bailh102,1000424,110444,Bailey,Harvey
rossg101,1011231,121479,Ross,Sidney
portd001,1010450,120678,Porter,Darrell
perrp101,1010206,120435,Perritt,Pol
coves101,1002682,112743,Coveleski,Stan
holmd001,95,116100,Holmes,Darren
calmd101,1001852,111896,Calmus,Dick
adama101,1000040,110043,Adams,Ace
huggm101,1006148,116275,Huggins,Miller
mcnee101,1008666,118852,McNeely,Earl
dellw101,1003177,113239,Dell,Wheezer
kresc101,1007159,117312,Kress,Chuck
ohl-j101,1009754,119962,Ohl,Joe
blaiw101,1001032,111059,Blair,Walter
smitc101,1012113,122365,Smith,Chris
berrd001,1000896,110924,Berra,Dale
nathj001,1122,150274,Nathan,Joe
meanj001,16269,607644,Means,John
courc101,1002676,112737,Courtney,Clint
edwam101,1003691,113759,Edwards,Mike
whitm002,1956,124209,Whiteside,Matt
walsj002,20227,673904,Walsh,Jake
crabc001,4448,450825,Crabbe,Callix
crawj002,15491,641487,Crawford,J. P.
redmp001,1811,425511,Redman,Prentice
sarnb101,1011451,121704,Sarni,Bill
garnd001,9433,572863,Garneau,Dustin
hoffb102,1005899,116021,Hoffer,Bill
clarw101,1002315,112348,Clark,Watson
cabrf001,1001807,111849,Cabrera,Francisco
browb102,1001499,111536,Brown,Buster
doanw101,1003337,113402,Doan,Walt
houkr101,1006051,116177,Houk,Ralph
crawp101,1002746,112798,Crawford,Pat
moorj001,7307,489135,Moore,Jeremy
granw101,1004945,115041,Granger,Wayne
turnt001,16252,607208,Turner,Trea
maloc101,1008035,118215,Maloney,Charlie
floyg001,3886,425856,Floyd,Gavin
devor101,1003252,113316,DeVogt,Rex
lugom001,25980,683090,Lugo,Matthew
carld001,1001959,112004,Carlson,Dan
mcker103,1008586,118769,McKee,Red
tavaj001,541,123118,Tavárez,Julián
gautd101,1004577,114661,Gautreau,Doc
mahop001,291,118163,Mahomes,Pat
klawt001,1006989,117139,Klawitter,Tom
rodra002,8948,444553,Rodríguez,Aneury
jeant101,1006375,116509,Jeanes,Tex
henrj101,1005675,115789,Henry,John
hoppj101,1006020,116147,Hopper,Jim
smitm002,1012181,122475,Smithson,Mike
kafoj101,1006662,116805,Kafora,Jake
randl101,1010693,120926,Randle,Lenny
koenw101,1007078,117231,Koenigsmark,Will
mcgod001,8600,430661,McGowan,Dustin
shafo101,1011783,122039,Shafer,Orator
vancj102,1013343,123632,Vance,Joe
lutzr102,1007853,118020,Lutz,Red
whitc101,1013859,124162,White,Charlie
fielj101,1004029,114109,Fields,Jocko
byerb101,1001790,111833,Byers,Bill
varij001,217,123660,Varitek,Jason
whitm001,1013886,124207,Whiten,Mark
nuner001,14503,600524,Núñez,Renato
valec101,1013325,123613,Valentine,Corky
leona002,8846,455376,León,Arcenio
kurth101,1007216,117370,Kurtz,Hal
haneh101,1005304,115414,Hanebrink,Harry
dunwt001,381,113646,Dunwoody,Todd
robeb001,1011022,121268,Roberge,Bert
mcgoa101,1008537,118719,McGovern,Art
shert001,1011885,122141,Sherrill,Tim
maxwb101,1008286,118467,Maxwell,Bert
llovm001,20080,661440,Llovera,Mauricio
gubac001,1005114,150166,Gubanich,Creighton
karnn001,12638,501992,Karns,Nate
bostd001,1001219,111257,Boston,Daryl
oberw001,1637,425286,Obermueller,Wes
narah101,1009449,119651,Naragon,Hal
swabb101,1012749,123012,Swarback,Bill
bradf102,1001306,111341,Bradley,Fred
rolir001,22200,669020,Rolison,Ryan
collp102,1002461,112517,Collins,Phil
gilbb103,1004686,114784,Gilbert,Billy
raftt101,1010649,120884,Raftery,Tom
richj101,1010913,121145,Richard,J. R.
lachm101,1007234,117388,Lachemann,Marcel
maurd001,394,276531,Maurer,Dave
lines001,564,276530,Linebrink,Scott
stanb102,1012410,122669,Stanley,Buck
sicke101,1011946,122207,Sicking,Ed
burnb101,1001701,111761,Burns,Bill
roses001,1011215,121465,Rosenberg,Steve
hught001,2045,407889,Hughes,Travis
feltr001,21446,663372,Feltner,Ryan
malof101,1008038,118211,Malone,Fergy
smyts001,1577,407790,Smyth,Steve
joner101,1006582,116715,Jones,Randy
muelb001,295,119482,Mueller,Bill
weilb101,1013735,124042,Weiland,Bob
carth101,1002016,112063,Carter,Howie
willg102,1014000,124287,Williams,August
galed101,1004443,114530,Galehouse,Denny
cheev101,1002174,112228,Cheeves,Virgil
gryss101,1005110,115213,Gryska,Sig
mendy001,14391,622795,Méndez,Yohander
rickd101,1010936,121180,Ricketts,Dick
aylwd101,1000388,110407,Aylward,Dick
marij001,5830,501697,Mariñez,Jhan
hatff101,1005489,115603,Hatfield,Fred
browc002,1001503,111559,Brown,Chris
basao001,23985,678545,Basabe,Osleivis
neilm001,1009491,136261,Neill,Mike
gordt001,282,114971,Gordon,Tom
weavj101,1013699,124006,Weaver,Jim
schum002,24488,680474,Schuemann,Max
quinh001,1824,279827,Quintero,Humberto
merrh101,1008788,118976,Merritt,Herm
daleb102,1002942,113008,Daley,Bud
bohep101,1001127,111156,Bohen,Pat
rhodc101,1010883,121126,Rhodes,Charlie
krolg101,1007171,117325,Kroll,Gary
weile101,1013736,124041,Weiland,Ed
tothp101,1013140,123419,Toth,Paul
mcdos102,1008472,118653,McDougal,Sandy
clarw104,1002317,112346,Clark,Willie
shern101,1011871,122132,Sheridan,Neill
zupcb001,1014463,124787,Zupcic,Bob
washr101,1013652,123960,Washburn,Ray
conls101,1002508,112564,Conley,Snipe
martr004,4616,431145,Martin,Russell
uriaj001,14765,628711,Urías,Julio
oanap101,1009673,119880,Oana,Prince
schuj102,1011638,121894,Schultz,John
hoffi101,1005908,116029,Hoffman,Izzy
haasd001,1005170,115278,Haas,Dave
burkp101,1001690,111727,Burke,Pat
mackq001,1007925,118088,Mack,Quinn
hendh102,1005632,115746,Henderson,Hardie
javic001,17606,664299,Javier,Cristian
mcelc001,1008477,118660,McElroy,Chuck
blogw101,1001080,111108,Blogg,Wes
colea001,1002411,112464,Cole,Alex
cummj001,1002874,112935,Cummings,John
smitj005,14379,607727,Smith,Jake
harpb002,2387,276353,Harper,Brandon
asbej101,1000333,110346,Asbell,Jim
giamt001,19250,623508,Giambrone,Trent
browf101,1001516,111549,Brown,Fred
sadlr001,2914,430041,Sadler,Ray
moree001,7993,430650,Moreno,Edwin
gravk001,15514,608665,Graveman,Kendall
birkm001,1000981,111009,Birkbeck,Mike
klume101,1007018,117170,Klumpp,Elmer
yoshm001,807,134180,Yoshii,Masato
poulk101,1010477,120708,Poulsen,Ken
simpj101,1011996,122256,Simpson,Joe
mcmuk101,1008650,118834,McMullen,Ken
moreb001,6402,543569,Morel,Brent
bower001,1001248,111285,Bowen,Ryan
kowib001,1007128,117281,Kowitz,Brian
smits101,1012208,122460,Smith,Syd
morij002,21924,666661,Morillo,Juan
mabec001,1892,430834,Mabeus,Chris
wilsj103,1014087,124407,Wilson,Jack
shies001,1011892,122151,Shields,Steve
zabez101,1014402,124727,Zabel,Zip
middw001,7002,519025,Middlebrooks,Will
smite105,1012132,122377,Smith,Eddie
rosab101,1011194,121445,Rosar,Buddy
nortj101,1009641,119850,Northrup,Jim
greeg001,1004994,115086,Green,Gary
getta101,1004644,114728,Gettel,Al
nortg001,1388,119853,Norton,Greg
davis102,1003079,113139,Davis,Steve
mcmuf101,1008646,118835,McMullin,Fred
matht002,567,118421,Mathews,T. J.
ryanj105,1011341,121588,Ryan,Jimmy
boted001,1001224,111261,Botelho,Derek
gardl001,1448,421104,Gardner,Lee
stews003,797,400305,Stewart,Scott
gomer101,1004827,114916,Gómez,Rubén
mottc101,1009262,119457,Motton,Curt
walkc002,13419,572233,Walker,Christian
tyrow101,1013257,123541,Tyrone,Wayne
spurf101,1012368,122626,Spurgeon,Freddy
tolla001,10044,572208,Tolliver,Ashur
perej002,5371,543633,Pérez,Juan
cromd001,1002787,276052,Cromer,D. T.
fiebc101,1004024,114103,Fieber,Clarence
barrh101,1000615,110632,Barry,Hardin
garra101,1004543,114631,Garrett,Adrian
stewt101,1012530,122774,Stewart,Tuffy
regar101,1010781,121014,Regalado,Rudy
forbp001,1004212,137040,Forbes,P. J.
fullc102,1004390,114483,Fullerton,Curt
waite101,1013493,123795,Waitkus,Eddie
mcclj104,1008389,118571,McClain,Joe
gaffb001,1004423,114509,Gaff,Brent
vogeo101,1013445,123745,Vogel,Otto
sweep101,1012779,123042,Sweeney,Pete
garco001,13674,607162,García,Onelki
watsm001,1526,282333,Watson,Mark
reyns002,22253,669308,Reynolds,Sean
verda001,17027,657077,Verdugo,Alex
fleml101,1004146,114228,Fleming,Les
willf002,1014051,124370,Wills,Frank
fostr102,1004256,114337,Foster,Reddy
browj108,1001527,111553,Brown,Jim
moorb102,1009133,119328,Moorhead,Bob
poffj101,1010411,120641,Poff,John
weyhj101,1013821,124129,Weyhing,John
verrl001,12905,548337,Verrett,Logan
vansa001,1013363,123653,Van Slyke,Andy
siegj102,1011954,122215,Siegel,Fred
walrl001,1735,400113,Walrond,Les
grifs101,1005051,115148,Griffin,Sandy
livib001,3876,455751,Livingston,Bobby
stpim001,2390,425833,St. Pierre,Max
perer002,4078,460370,Pérez,Rafael
wadsj101,1013475,123776,Wadsworth,Jack
kunkb101,1007210,117365,Kunkel,Bill
younj001,1014383,124715,Youngblood,Joel
munsr101,1009333,119529,Munson,Red
deckm101,1003128,113184,Decker,Marty
siegk001,8180,543779,Siegrist,Kevin
dawlb001,1003090,113150,Dawley,Bill
everc001,1249,113946,Everett,Carl
fox-p102,1004283,114357,Fox,Pete
estes001,873,113915,Estes,Shawn
murrm001,1009393,119591,Murray,Matt
philj003,892,282993,Phillips,Jason
shord101,1011932,122189,Short,Dave
rogej102,1011133,121383,Rogers,Jim
mantj002,14857,573009,Mantiply,Joe
duron001,21092,663975,Duron,Nick
depam101,1003216,113278,DePangher,Mike
herny001,2576,470279,Hernández,Yoel
guerp001,1005120,115222,Guerrero,Pedro
neumd101,1009523,119727,Neumeier,Dan
matoo001,4100,467683,Matos,Osiris
pettc001,3870,501941,Pettit,Chris
hudsr101,1006140,116267,Hudson,Rex
bragd001,83,111369,Bragg,Darren
edele101,1003665,113734,Edelen,Ed
brodd101,1001462,111500,Brodowski,Dick
kuhnk101,1007204,117358,Kuhn,Kenny
mains001,885,453186,Maine,Scott
pennw002,27624,679156,Pennington,Walter
tolej001,1013101,123378,Tolentino,José
cavaj101,1002092,112145,Cavanaugh,John
kempm001,5631,461314,Kemp,Matt
marqg101,1008119,118297,Márquez,Gonzalo
dawsr001,19710,669008,Dawson,Ronnie
swane101,1012760,123023,Swanson,Evar
zinta001,581,150043,Zinter,Alan
morbj001,1682,425660,Morban,José
norta001,10218,573062,Northcraft,Aaron
neigc101,1009490,119691,Neighbors,Cecil
rickj001,13277,572073,Rickard,Joey
merir001,1008782,118970,Meridith,Ron
mornj001,1737,408047,Morneau,Justin
crumr101,1002835,112893,Crumpler,Roy
yound104,1014371,124691,Young,Del
brava101,1001367,111405,Bravo,Ángel
hazlb101,1005540,115656,Hazle,Bob
wilsw002,19358,642215,Wilson,Weston
gondj101,1004828,114918,Gonder,Jesse
mccaj002,18399,663411,McCarthy,Joe
hanib001,22304,669724,Hanifee,Brenan
hinsa001,3941,450527,Hinshaw,Alex
martr101,1008207,118388,Martz,Randy
cruzn001,554,112906,Cruz,Nelson
grubh101,1005106,115208,Gruber,Henry
sturt101,1012654,122910,Sturdivant,Tom
murrc002,12264,605396,Murray,Colton
reilj102,1010805,121034,Reilly,Josh
koecd101,1007071,117224,Koecher,Dick
stewb102,1012516,122789,Stewart,Bill
rohrl101,1011148,121399,Rohr,Les
campl001,12277,599998,Campos,Leonel
simpj001,25957,681006,Simpson,Josh
evanc101,1003863,113934,Evans,Chick
maggd001,11381,543482,Maggi,Drew
parrj001,1010019,120245,Parrett,Jeff
kerij101,1006862,117009,Kerins,Jack
carre001,9048,485567,Carrera,Ezequiel
guzmj001,1005160,115266,Guzmán,José
hoses001,1006040,116166,Hosey,Steve
rittc101,1010990,121236,Ritter,Charlie
astap001,862,110359,Astacio,Pedro
lordh101,1007761,117925,Lord,Harry
bonil001,11266,570810,Bonilla,Lisalverto
kippt101,1006958,117108,Kipper,Thornton
tonnt101,1013118,123396,Tonneman,Tony
pippw101,1010365,120594,Pipp,Wally
torrh101,1013132,123412,Torres,Héctor
darrj101,1002991,113057,Darragh,Jack
washl101,1013657,123964,Washington,LaRue
cushe101,1002908,112973,Cushman,Ed
clydd101,1002367,112420,Clyde,David
strac001,13761,608717,Stratton,Chris
dukej101,1003544,113609,Dukes,Jan
augud001,1000364,110377,August,Don
peree005,23695,677592,Pereira,Everson
dixok001,1003331,113397,Dixon,Ken
kingl101,1006934,117077,King,Lee
andrm101,1000258,110270,Andrews,Mike
cramb101,1002725,112787,Cramer,Bill
sewag101,1011765,122021,Seward,George
clarr103,1002306,112342,Clark,Ron
linkj001,3894,456899,Link,Jon
morgt101,1009184,119377,Morgan,Tom
ashcb001,23793,677952,Ashcraft,Braxton
montr002,1009068,119263,Monteleone,Rich
staim001,1384,122644,Stairs,Matt
brenb001,1001386,111423,Brenly,Bob
griff101,1005041,115151,Griffith,Frank
fontm001,3912,430917,Fontenot,Mike
reicr101,1010791,121023,Reichardt,Rick
wilsw003,25434,669717,Wilson,Will
czajj001,1002918,112983,Czajkowski,Jim
hales101,1005225,115329,Hale,Sammy
schmb103,1011577,121827,Schmidt,Charles
higgp001,18433,664731,Higgins,P. J.
valej006,14548,621044,Valentín,Jesmuel
redmg101,1010754,120983,Redmon,Glenn
freec001,1872,425551,Freeman,Choo
keegb101,1006744,116890,Keegan,Bob
renda001,12861,543685,Rendon,Anthony
dubim101,1003517,113582,Dubiel,Monk
broge101,1001463,111501,Broglio,Ernie
greed001,1004990,115081,Green,David
burks102,1001691,111729,Burke,Steve
darlr001,1002989,113054,Darling,Ron
simoa001,2155,430580,Simón,Alfredo
elanu101,1003721,113789,Ehlen,Frederick
thayg101,1012946,123218,Thayer,Greg
plitn101,1010396,120627,Plitt,Norman
martr006,17736,621006,Martin,Richie
caseb102,1002035,112086,Casey,Bob
lee-b102,1007446,117618,Lee,Billy
aberd101,1000017,110018,Abercrombie,Frank
clarg101,1002281,112322,Clark,George
hummt001,238,400019,Hummel,Tim
redmm002,491,150230,Redman,Mark
guzmj006,17505,660422,Guzmán,Jorge
martd101,1008162,118338,Martin,Doc
harra102,1005392,115505,Harrington,Andy
katzb101,1006714,116859,Katz,Bob
deanj001,25005,681909,Dean,Justin
kretl101,1007161,117314,Kretlow,Lou
carrc103,1001997,112041,Carroll,Clay
schuw104,1011645,121892,Schultz,Webb
morgj101,1009178,119372,Morgan,Joe
dorsj102,1003419,113484,D'Arcy,Jerry
pittj002,1010379,120609,Pittsley,Jim
