season,player_id,name,bats,throws
2025,abboa001,Andrew Abbott,L,L
2025,abelm001,Mick Abel,R,R
2025,abnep001,Philip Abner,L,L
2025,abrac001,CJ Abrams,L,R
2025,abreb002,Bryan Abreu,R,R
2025,abrew002,Wilyer Abreu,L,L
2025,acosm002,Maximo Acosta,R,R
2025,actog001,Garrett Acton,L,R
2025,acunl001,Luisangel Acuna,R,R
2025,acunr001,Ronald Acuna,R,R
2025,adamj002,Jason Adam,R,R
2025,adamj003,Jordyn Adams,R,R
2025,adamr004,Riley Adams,R,R
2025,adamt002,Travis Adams,R,R
2025,adamw002,Willy Adames,R,R
2025,adcot001,Ty Adcock,R,R
2025,adelj001,Jo Adell,R,R
2025,agnoz001,Zach Agnos,R,R
2025,ahmen001,Nick Ahmed,R,R
2025,akink001,Keegan Akin,L,L
2025,albio001,Ozzie Albies,B,R
2025,alcaj001,Jorge Alcala,R,R
2025,alcak001,Kevin Alcantara,R,R
2025,alcas001,Sandy Alcantara,R,R
2025,alcas002,Sergio Alcantara,B,R
2025,aldes001,Sam Aldegheri,L,L
2025,alexb001,Blaze Alexander,R,R
2025,alexc001,CJ Alexander,L,R
2025,alexj001,Jason Alexander,R,R
2025,alexs001,Scott Alexander,L,L
2025,alext001,Tyler Alexander,R,L
2025,alfaj002,Jorge Alfaro,R,R
2025,allak001,Kolby Allard,L,L
2025,alleg002,Greg Allen,B,R
2025,allel003,Logan Allen,R,L
2025,allen002,Nick Allen,R,R
2025,alonp001,Pete Alonso,R,R
2025,altad001,Dan Altavilla,R,R
2025,altuj001,Jose Altuve,R,R
2025,alvaa003,Andrew Alvarez,L,L
2025,alvae002,Elvis Alvarado,R,R
2025,alvaf001,Francisco Alvarez,R,R
2025,alvaj004,Jose Alvarado,L,L
2025,alvan001,Nacho Alvarez,R,R
2025,alvay001,Yordan Alvarez,L,R
2025,amada001,Adael Amador,B,R
2025,amayj001,Jacob Amaya,R,R
2025,amaym001,Miguel Amaya,R,R
2025,andeg002,Grant Anderson,R,R
2025,andei001,Ian Anderson,R,R
2025,anden001,Nick Anderson,R,R
2025,andes002,Shaun Anderson,R,R
2025,andet001,Tim Anderson,R,R
2025,andet002,Tyler Anderson,L,L
2025,andum001,Miguel Andujar,R,R
2025,anthr001,Roman Anthony,L,R
2025,aranj001,Jonathan Aranda,L,R
2025,arcio002,Orlando Arcia,R,R
2025,arenn001,Nolan Arenado,R,R
