team_fg,date,temp_c,pressure_hpa,rh_pct,da_ft
NYY,2021-01-01,2.8,1025.9,80.0,-1837.4
NYY,2021-01-02,3.3,1015.7,70.0,-1436.2
NYY,2021-01-03,3.8,1013.3,94.0,-1264.7
NYY,2021-01-04,3.1,1013.8,79.0,-1388.6
NYY,2021-01-05,2.7,1012.7,74.0,-1408.0
NYY,2021-01-06,2.0,1016.4,59.0,-1639.0
NYY,2021-01-07,0.1,1019.0,73.0,-1962.8
NYY,2021-01-08,0.8,1012.9,63.0,-1671.7
NYY,2021-01-09,1.8,1012.9,38.0,-1564.5
NYY,2021-01-10,-1.5,1023.9,76.0,-2337.2
NYY,2021-01-11,-1.4,1022.3,83.0,-2264.7
NYY,2021-01-12,-0.9,1017.4,81.0,-2033.4
NYY,2021-01-13,1.2,1012.5,78.0,-1593.1
NYY,2021-01-14,4.5,1008.9,79.0,-1039.1
NYY,2021-01-15,6.7,1012.6,88.0,-868.3
NYY,2021-01-16,4.3,995.8,67.0,-628.1
NYY,2021-01-17,4.0,1004.6,60.0,-977.0
NYY,2021-01-18,3.5,1008.5,68.0,-1166.7
NYY,2021-01-19,2.0,1017.8,64.0,-1682.0
NYY,2021-01-20,-0.9,1015.7,44.0,-2002.8
NYY,2021-01-21,0.6,1002.0,74.0,-1314.5
NYY,2021-01-22,3.3,1008.1,55.0,-1192.0
NYY,2021-01-23,-3.6,1019.7,45.0,-2490.2
NYY,2021-01-24,-2.0,1019.9,42.0,-2290.2
NYY,2021-01-25,-0.1,1017.8,66.0,-1953.6
NYY,2021-01-26,0.9,1011.5,95.0,-1583.7
NYY,2021-01-27,1.9,1017.7,60.0,-1695.2
NYY,2021-01-28,-4.9,1019.3,49.0,-2645.0
NYY,2021-01-29,-6.1,1020.8,41.0,-2858.6
NYY,2021-01-30,-3.0,1024.5,42.0,-2577.0
NYY,2021-01-31,-3.8,1023.3,61.0,-2629.5
NYY,2021-02-01,1.0,1003.4,87.0,-1299.4
NYY,2021-02-02,-0.2,995.1,84.0,-1172.4
NYY,2021-02-03,0.2,1001.7,69.0,-1360.4
NYY,2021-02-04,-1.0,1011.1,75.0,-1835.6
NYY,2021-02-05,2.6,1003.4,84.0,-1092.9
NYY,2021-02-06,0.2,1019.6,67.0,-1974.9
NYY,2021-02-07,-1.0,1010.8,89.0,-1815.0
NYY,2021-02-08,-7.2,1029.2,71.0,-3276.5
NYY,2021-02-09,-1.7,1019.7,87.0,-2213.0
NYY,2021-02-10,-0.6,1025.7,47.0,-2301.6
NYY,2021-02-11,-2.0,1023.5,70.0,-2393.6
NYY,2021-02-12,-3.6,1026.7,65.0,-2716.2
NYY,2021-02-13,-2.8,1022.7,73.0,-2469.8
NYY,2021-02-14,1.4,1023.0,78.0,-1924.3
NYY,2021-02-15,0.3,1020.7,88.0,-1982.3
NYY,2021-02-16,5.3,1004.9,72.0,-806.5
NYY,2021-02-17,-3.6,1029.5,55.0,-2817.2
NYY,2021-02-18,-2.3,1025.2,89.0,-2478.1
NYY,2021-02-19,-0.6,1017.0,91.0,-1972.7
NYY,2021-02-20,-1.5,1019.7,66.0,-2201.4
NYY,2021-02-21,-3.2,1031.7,63.0,-2834.0
NYY,2021-02-22,2.6,1005.9,91.0,-1172.0
NYY,2021-02-23,6.5,1003.1,62.0,-602.6
NYY,2021-02-24,6.2,1009.4,64.0,-854.0
NYY,2021-02-25,3.5,1021.2,52.0,-1615.2
NYY,2021-02-26,2.0,1030.7,69.0,-2114.1
NYY,2021-02-27,8.0,1016.8,85.0,-845.5
NYY,2021-02-28,4.8,1018.2,91.0,-1303.5
NYY,2021-03-01,5.0,1006.8,40.0,-946.6
NYY,2021-03-02,-1.6,1020.7,37.0,-2268.9
NYY,2021-03-03,5.8,1009.0,56.0,-901.3
NYY,2021-03-04,-0.5,1010.7,46.0,-1778.6
NYY,2021-03-05,-0.1,1011.1,36.0,-1748.5
NYY,2021-03-06,-0.2,1019.8,42.0,-2053.4
NYY,2021-03-07,1.4,1026.0,48.0,-2051.9
NYY,2021-03-08,1.6,1028.2,56.0,-2093.4
NYY,2021-03-09,9.4,1026.7,60.0,-1035.1
NYY,2021-03-10,5.7,1030.4,82.0,-1608.2
NYY,2021-03-11,13.6,1018.7,71.0,-208.8
NYY,2021-03-12,13.5,1015.5,34.0,-187.2
NYY,2021-03-13,6.1,1020.3,39.0,-1267.4
NYY,2021-03-14,2.5,1016.3,34.0,-1594.5
NYY,2021-03-15,-0.2,1025.6,39.0,-2252.5
NYY,2021-03-16,2.3,1022.0,62.0,-1787.6
NYY,2021-03-17,6.2,1019.6,80.0,-1181.1
NYY,2021-03-18,6.7,1008.7,95.0,-726.3
NYY,2021-03-19,3.0,1026.5,33.0,-1877.2
NYY,2021-03-20,5.8,1031.3,65.0,-1645.4
NYY,2021-03-21,7.2,1032.2,71.0,-1487.2
NYY,2021-03-22,7.2,1026.2,79.0,-1275.2
NYY,2021-03-23,11.7,1023.7,78.0,-609.1
NYY,2021-03-24,10.8,1018.0,97.0,-501.6
NYY,2021-03-25,11.2,1015.7,99.0,-367.7
NYY,2021-03-26,17.0,1006.8,49.0,575.4
NYY,2021-03-27,11.1,1019.0,67.0,-547.1
NYY,2021-03-28,18.4,995.8,85.0,1224.5
NYY,2021-03-29,8.9,1021.1,45.0,-932.4
NYY,2021-03-30,9.2,1025.5,73.0,-1001.0
NYY,2021-03-31,12.1,1012.8,92.0,-163.6
NYY,2021-04-01,7.2,1011.9,42.0,-839.7
NYY,2021-04-02,3.3,1021.6,37.0,-1669.4
NYY,2021-04-03,7.6,1022.1,49.0,-1125.2
NYY,2021-04-04,13.1,1013.5,49.0,-140.1
NYY,2021-04-05,14.4,1011.6,35.0,57.8
NYY,2021-04-06,14.1,1011.9,44.0,29.2
NYY,2021-04-07,13.8,1014.8,58.0,-77.9
NYY,2021-04-08,13.9,1017.7,65.0,-148.8
NYY,2021-04-09,10.1,1019.9,84.0,-678.6
NYY,2021-04-10,13.8,1010.1,87.0,140.6
NYY,2021-04-11,10.9,1001.6,92.0,61.2
NYY,2021-04-12,8.4,1010.4,92.0,-565.9
NYY,2021-04-13,14.2,1016.0,73.0,-36.4
NYY,2021-04-14,14.9,1012.1,80.0,201.0
NYY,2021-04-15,10.6,1002.8,95.0,-14.0
NYY,2021-04-16,7.2,1003.8,84.0,-507.9
NYY,2021-04-17,10.9,1008.0,61.0,-209.9
NYY,2021-04-18,12.6,1009.3,77.0,-7.7
NYY,2021-04-19,13.6,1009.1,69.0,112.0
NYY,2021-04-20,16.5,1011.1,70.0,418.2
NYY,2021-04-21,7.6,1004.3,55.0,-512.5
NYY,2021-04-22,7.4,1010.3,39.0,-764.0
NYY,2021-04-23,13.9,1012.2,41.0,-12.0
NYY,2021-04-24,13.1,1012.3,56.0,-85.9
NYY,2021-04-25,15.6,1005.3,60.0,476.5
NYY,2021-04-26,12.1,1016.0,37.0,-372.1
NYY,2021-04-27,12.9,1013.4,61.0,-138.8
NYY,2021-04-28,19.0,1007.0,73.0,886.9
NYY,2021-04-29,21.0,998.6,79.0,1450.9
NYY,2021-04-30,14.9,998.7,37.0,562.3
NYY,2021-05-01,15.2,1010.7,42.0,202.5
NYY,2021-05-02,23.6,1005.6,70.0,1520.0
NYY,2021-05-03,14.2,1008.6,85.0,239.5
NYY,2021-05-04,15.4,1007.6,83.0,425.3
NYY,2021-05-05,14.8,1005.2,93.0,451.0
NYY,2021-05-06,15.6,1012.1,45.0,211.7
NYY,2021-05-07,13.1,1010.1,65.0,6.2
NYY,2021-05-08,10.8,1011.3,70.0,-319.8
NYY,2021-05-09,11.1,1013.0,81.0,-320.1
NYY,2021-05-10,14.0,1013.2,59.0,3.6
NYY,2021-05-11,14.0,1016.0,50.0,-109.5
NYY,2021-05-12,15.9,1020.1,48.0,-13.5
NYY,2021-05-13,17.4,1020.6,47.0,154.9
NYY,2021-05-14,18.8,1021.5,50.0,307.9
NYY,2021-05-15,19.5,1022.1,50.0,375.6
NYY,2021-05-16,19.1,1022.8,55.0,316.1
NYY,2021-05-17,18.7,1024.2,50.0,205.0
NYY,2021-05-18,22.4,1022.7,56.0,739.9
NYY,2021-05-19,26.1,1024.3,43.0,1100.7
NYY,2021-05-20,17.0,1031.5,57.0,-234.8
NYY,2021-05-21,18.5,1027.7,59.0,87.4
NYY,2021-05-22,27.5,1016.5,47.0,1553.5
NYY,2021-05-23,28.1,1010.8,54.0,1854.2
NYY,2021-05-24,15.1,1024.7,53.0,-257.2
NYY,2021-05-25,18.5,1018.7,71.0,421.7
NYY,2021-05-26,28.0,1010.6,57.0,1862.9
NYY,2021-05-27,24.9,1012.6,37.0,1318.8
NYY,2021-05-28,12.6,1012.9,86.0,-112.9
NYY,2021-05-29,10.7,1018.4,83.0,-551.6
NYY,2021-05-30,11.1,1018.8,93.0,-496.0
NYY,2021-05-31,19.6,1021.5,58.0,431.5
NYY,2021-06-01,18.9,1022.2,70.0,352.9
NYY,2021-06-02,17.8,1021.4,72.0,243.3
NYY,2021-06-03,20.5,1013.7,94.0,920.3
NYY,2021-06-04,21.9,1011.1,85.0,1165.0
NYY,2021-06-05,28.0,1011.3,58.0,1844.3
NYY,2021-06-06,26.5,1015.5,73.0,1578.2
NYY,2021-06-07,27.8,1016.7,75.0,1719.8
NYY,2021-06-08,24.8,1015.1,94.0,1453.7
NYY,2021-06-09,28.0,1013.8,73.0,1834.0
NYY,2021-06-10,20.6,1015.2,55.0,760.5
NYY,2021-06-11,19.5,1011.7,73.0,792.4
NYY,2021-06-12,19.9,1009.7,64.0,884.7
NYY,2021-06-13,19.4,1011.1,68.0,785.2
NYY,2021-06-14,20.3,1007.0,79.0,1073.7
NYY,2021-06-15,22.8,1005.9,63.0,1380.8
NYY,2021-06-16,21.7,1010.6,49.0,1034.2
NYY,2021-06-17,23.0,1013.5,47.0,1091.9
NYY,2021-06-18,22.6,1010.4,68.0,1220.8
NYY,2021-06-19,25.5,1006.2,68.0,1738.7
NYY,2021-06-20,24.8,1007.1,81.0,1670.5
NYY,2021-06-21,24.9,1001.8,82.0,1867.8
NYY,2021-06-22,17.9,1008.4,85.0,729.5
NYY,2021-06-23,22.2,1022.3,47.0,697.2
NYY,2021-06-24,20.5,1026.3,51.0,363.7
NYY,2021-06-25,21.1,1023.2,76.0,622.8
NYY,2021-06-26,24.3,1020.0,85.0,1185.1
NYY,2021-06-27,25.8,1019.4,77.0,1372.3
NYY,2021-06-28,28.9,1019.9,72.0,1744.1
NYY,2021-06-29,31.0,1018.4,66.0,2040.4
NYY,2021-06-30,32.0,1011.0,60.0,2384.2
NYY,2021-07-01,23.4,1008.1,90.0,1484.8
NYY,2021-07-02,21.6,1005.6,87.0,1318.3
NYY,2021-07-03,18.5,1008.1,81.0,807.2
NYY,2021-07-04,22.6,1012.4,73.0,1171.2
NYY,2021-07-05,24.6,1014.8,72.0,1347.7
NYY,2021-07-06,28.0,1012.2,72.0,1882.9
NYY,2021-07-07,30.0,1011.6,74.0,2180.7
NYY,2021-07-08,26.1,1013.7,84.0,1634.5
NYY,2021-07-09,26.4,1009.5,80.0,1798.6
NYY,2021-07-10,25.1,1014.3,70.0,1421.7
NYY,2021-07-11,23.9,1017.4,83.0,1211.2
NYY,2021-07-12,25.2,1018.9,86.0,1347.0
NYY,2021-07-13,24.0,1021.3,88.0,1113.0
NYY,2021-07-14,27.3,1018.5,83.0,1630.7
NYY,2021-07-15,27.0,1015.4,82.0,1689.5
NYY,2021-07-16,29.9,1014.4,76.0,2084.1
NYY,2021-07-17,28.0,1014.2,87.0,1889.9
NYY,2021-07-18,26.4,1012.6,70.0,1649.0
NYY,2021-07-19,26.6,1012.9,64.0,1638.0
NYY,2021-07-20,26.9,1009.9,75.0,1828.8
NYY,2021-07-21,24.4,1011.0,72.0,1449.5
NYY,2021-07-22,24.5,1017.0,58.0,1205.1
NYY,2021-07-23,24.6,1018.0,59.0,1188.3
NYY,2021-07-24,23.5,1016.2,70.0,1149.4
NYY,2021-07-25,26.5,1009.1,84.0,1843.7
NYY,2021-07-26,28.6,1010.5,67.0,1994.2
NYY,2021-07-27,26.7,1010.7,64.0,1725.0
NYY,2021-07-28,24.6,1014.3,69.0,1352.5
NYY,2021-07-29,23.0,1007.2,91.0,1465.3
NYY,2021-07-30,23.8,1009.9,51.0,1328.0
NYY,2021-07-31,22.5,1012.4,61.0,1115.8
NYY,2021-08-01,22.4,1009.3,66.0,1225.1
NYY,2021-08-02,24.8,1014.7,51.0,1292.3
NYY,2021-08-03,23.2,1017.2,57.0,1029.1
NYY,2021-08-04,21.5,1017.9,75.0,849.5
NYY,2021-08-05,25.8,1016.6,60.0,1393.0
NYY,2021-08-06,25.9,1017.7,64.0,1386.2
NYY,2021-08-07,24.8,1015.4,70.0,1345.6
NYY,2021-08-08,20.9,1017.5,84.0,813.6
NYY,2021-08-09,25.0,1018.7,79.0,1297.9
NYY,2021-08-10,25.7,1016.1,87.0,1512.8
NYY,2021-08-11,29.6,1013.1,80.0,2109.1
NYY,2021-08-12,30.6,1012.2,71.0,2224.1
NYY,2021-08-13,29.5,1014.3,68.0,1990.4
NYY,2021-08-14,28.5,1016.3,68.0,1791.2
NYY,2021-08-15,25.5,1019.4,57.0,1248.1
NYY,2021-08-16,24.3,1020.5,70.0,1109.3
NYY,2021-08-17,24.5,1021.0,70.0,1118.6
NYY,2021-08-18,25.4,1018.6,90.0,1401.0
NYY,2021-08-19,28.6,1010.6,66.0,1985.7
NYY,2021-08-20,25.6,1010.6,79.0,1650.2
NYY,2021-08-21,26.6,1010.5,76.0,1773.3
NYY,2021-08-22,23.2,1007.0,93.0,1506.4
NYY,2021-08-23,26.9,1006.3,74.0,1945.8
NYY,2021-08-24,28.0,1013.4,72.0,1842.5
NYY,2021-08-25,28.5,1017.4,72.0,1774.6
NYY,2021-08-26,28.0,1016.8,83.0,1782.7
NYY,2021-08-27,27.5,1017.4,82.0,1689.9
NYY,2021-08-28,21.5,1023.0,80.0,695.0
NYY,2021-08-29,24.0,1018.1,85.0,1208.7
NYY,2021-08-30,24.7,1008.0,90.0,1663.5
NYY,2021-08-31,24.7,1007.0,73.0,1628.0
NYY,2021-09-01,21.0,1003.6,95.0,1332.9
NYY,2021-09-02,20.9,1012.1,61.0,921.9
NYY,2021-09-03,20.0,1015.5,71.0,722.9
NYY,2021-09-04,21.1,1013.3,72.0,942.5
NYY,2021-09-05,23.1,1007.3,82.0,1441.9
NYY,2021-09-06,23.2,1008.6,66.0,1351.8
NYY,2021-09-07,21.6,1012.8,73.0,1027.6
NYY,2021-09-08,23.6,1008.0,85.0,1496.0
NYY,2021-09-09,20.8,1006.2,92.0,1208.0
NYY,2021-09-10,20.1,1014.0,55.0,737.8
NYY,2021-09-11,19.9,1018.9,70.0,592.6
NYY,2021-09-12,25.5,1014.6,65.0,1442.7
NYY,2021-09-13,25.4,1015.3,75.0,1448.4
NYY,2021-09-14,22.6,1015.1,82.0,1112.3
NYY,2021-09-15,25.0,1013.1,81.0,1494.5
NYY,2021-09-16,21.9,1022.2,86.0,794.8
NYY,2021-09-17,22.0,1019.7,91.0,909.2
NYY,2021-09-18,23.9,1014.5,84.0,1312.6
NYY,2021-09-19,20.1,1020.5,71.0,567.8
NYY,2021-09-20,19.1,1026.4,73.0,246.6
NYY,2021-09-21,21.2,1024.0,83.0,631.8
NYY,2021-09-22,23.0,1015.1,90.0,1194.5
NYY,2021-09-23,23.0,1011.6,92.0,1320.0
NYY,2021-09-24,18.7,1016.1,68.0,526.6
NYY,2021-09-25,18.9,1011.9,76.0,716.6
NYY,2021-09-26,18.0,1012.0,57.0,545.8
NYY,2021-09-27,22.6,1010.1,49.0,1163.6
NYY,2021-09-28,19.1,1008.5,89.0,895.1
NYY,2021-09-29,18.3,1014.5,61.0,510.2
NYY,2021-09-30,15.4,1019.2,67.0,-3.3
NYY,2021-10-01,15.8,1021.5,65.0,-34.0
NYY,2021-10-02,17.6,1016.4,77.0,398.7
NYY,2021-10-03,20.5,1012.0,89.0,962.0
NYY,2021-10-04,18.8,1014.9,96.0,658.7
NYY,2021-10-05,18.2,1024.2,81.0,225.3
NYY,2021-10-06,19.1,1026.0,83.0,288.4
NYY,2021-10-07,18.9,1021.8,90.0,422.7
NYY,2021-10-08,19.8,1019.9,90.0,605.8
NYY,2021-10-09,17.5,1022.3,77.0,187.3
NYY,2021-10-10,17.9,1018.4,89.0,402.1
NYY,2021-10-11,18.2,1018.0,83.0,438.9
NYY,2021-10-12,16.4,1017.1,94.0,260.6
NYY,2021-10-13,18.2,1014.2,92.0,591.5
NYY,2021-10-14,19.0,1011.8,80.0,744.4
NYY,2021-10-15,20.4,1010.7,79.0,961.4
NYY,2021-10-16,19.8,1003.6,90.0,1157.2
NYY,2021-10-17,13.8,1008.2,62.0,153.9
NYY,2021-10-18,11.6,1012.2,56.0,-272.4
NYY,2021-10-19,16.5,1012.8,51.0,314.7
NYY,2021-10-20,17.2,1014.9,67.0,372.1
NYY,2021-10-21,18.1,1010.3,81.0,680.5
NYY,2021-10-22,17.9,1011.9,62.0,549.7
NYY,2021-10-23,13.9,1013.8,65.0,-17.1
NYY,2021-10-24,14.1,1019.7,67.0,-186.5
NYY,2021-10-25,19.3,1008.7,85.0,903.1
NYY,2021-10-26,15.4,996.1,85.0,822.5
NYY,2021-10-27,13.4,1008.9,65.0,85.2
NYY,2021-10-28,11.8,1013.7,83.0,-249.6
NYY,2021-10-29,12.9,1007.2,70.0,88.9
NYY,2021-10-30,14.7,1001.5,89.0,555.3
NYY,2021-10-31,14.9,1004.9,74.0,432.3
NYY,2021-11-01,9.6,1019.3,69.0,-746.5
NYY,2021-11-02,9.1,1020.7,71.0,-855.1
NYY,2021-11-03,6.2,1023.6,68.0,-1330.9
NYY,2021-11-04,9.1,1024.6,39.0,-1033.9
NYY,2021-11-05,8.5,1027.9,48.0,-1207.6
NYY,2021-11-06,4.9,1025.9,81.0,-1562.1
NYY,2021-11-07,7.7,1019.4,65.0,-999.7
NYY,2021-11-08,9.6,1020.1,82.0,-753.5
NYY,2021-11-09,13.1,1016.5,80.0,-181.3
NYY,2021-11-10,10.9,1021.1,59.0,-657.0
NYY,2021-11-11,12.1,1023.2,85.0,-527.8
NYY,2021-11-12,13.1,1012.5,74.0,-57.6
NYY,2021-11-13,5.6,1007.6,79.0,-851.8
NYY,2021-11-14,7.7,1010.2,59.0,-695.7
NYY,2021-11-15,6.8,1011.6,61.0,-855.8
NYY,2021-11-16,5.9,1021.2,59.0,-1299.3
NYY,2021-11-17,11.9,1021.4,86.0,-491.4
NYY,2021-11-18,15.6,1012.3,68.0,257.5
NYY,2021-11-19,6.2,1026.8,49.0,-1461.9
NYY,2021-11-20,4.8,1030.9,75.0,-1750.2
NYY,2021-11-21,11.2,1018.8,83.0,-500.1
NYY,2021-11-22,5.8,1010.9,50.0,-973.2
NYY,2021-11-23,2.5,1018.4,43.0,-1657.4
NYY,2021-11-24,3.8,1025.7,68.0,-1712.4
NYY,2021-11-25,7.7,1012.1,68.0,-748.1
NYY,2021-11-26,3.9,1004.1,49.0,-984.2
NYY,2021-11-27,1.1,1012.9,57.0,-1637.9
NYY,2021-11-28,3.8,1009.5,89.0,-1140.2
NYY,2021-11-29,2.2,1013.5,58.0,-1515.2
NYY,2021-11-30,2.8,1013.0,81.0,-1398.5
NYY,2021-12-01,2.7,1020.3,80.0,-1660.9
NYY,2021-12-02,11.9,1001.3,73.0,167.5
NYY,2021-12-03,2.8,1016.5,66.0,-1532.2
NYY,2021-12-04,5.8,1018.0,72.0,-1188.4
NYY,2021-12-05,3.2,1026.8,66.0,-1829.3
NYY,2021-12-06,15.6,1002.2,72.0,609.8
NYY,2021-12-07,2.5,1021.3,63.0,-1737.0
NYY,2021-12-08,3.8,1010.7,82.0,-1188.5
NYY,2021-12-09,1.8,1023.4,58.0,-1903.4
NYY,2021-12-10,5.7,1020.0,73.0,-1267.9
NYY,2021-12-11,17.4,1001.6,80.0,882.4
NYY,2021-12-12,4.8,1022.2,59.0,-1474.5
NYY,2021-12-13,6.9,1023.0,49.0,-1244.6
NYY,2021-12-14,4.6,1034.7,63.0,-1916.7
NYY,2021-12-15,9.4,1030.0,87.0,-1105.2
NYY,2021-12-16,12.4,1013.9,61.0,-219.4
NYY,2021-12-17,7.9,1020.4,57.0,-1018.8
NYY,2021-12-18,6.4,1012.7,94.0,-903.3
NYY,2021-12-19,1.1,1021.0,55.0,-1915.4
NYY,2021-12-20,-0.6,1023.3,80.0,-2195.4
NYY,2021-12-21,1.4,1013.8,85.0,-1605.2
NYY,2021-12-22,2.8,1006.4,43.0,-1209.7
NYY,2021-12-23,0.7,1021.6,57.0,-1985.9
NYY,2021-12-24,0.9,1016.2,94.0,-1745.1
NYY,2021-12-25,8.1,998.4,93.0,-193.0
NYY,2021-12-26,4.6,1015.1,64.0,-1254.0
NYY,2021-12-27,2.0,1014.7,65.0,-1575.6
NYY,2021-12-28,6.4,1011.1,73.0,-875.0
NYY,2021-12-29,5.8,1014.1,89.0,-1035.6
NYY,2021-12-30,5.4,1013.0,99.0,-1038.8
NYY,2021-12-31,9.2,1012.6,97.0,-528.7
NYY,2022-01-01,10.6,1005.1,100.0,-84.3
NYY,2022-01-02,7.7,1009.2,69.0,-648.0
NYY,2022-01-03,-2.8,1018.3,44.0,-2338.6
NYY,2022-01-04,-1.2,1027.0,65.0,-2410.7
NYY,2022-01-05,5.3,1007.1,88.0,-863.2
NYY,2022-01-06,0.6,1013.4,62.0,-1715.6
NYY,2022-01-07,-2.8,1016.4,62.0,-2262.1
NYY,2022-01-08,-7.2,1035.4,75.0,-3484.7
NYY,2022-01-09,3.5,1015.0,92.0,-1364.1
NYY,2022-01-10,-4.1,1020.4,55.0,-2573.8
NYY,2022-01-11,-7.1,1033.6,31.0,-3430.7
NYY,2022-01-12,0.3,1018.0,61.0,-1912.3
NYY,2022-01-13,1.4,1012.3,84.0,-1554.9
NYY,2022-01-14,-1.3,1010.0,66.0,-1843.8
NYY,2022-01-15,-7.4,1027.2,26.0,-3255.6
NYY,2022-01-16,-1.2,1019.1,75.0,-2135.2
NYY,2022-01-17,1.9,988.1,70.0,-667.9
NYY,2022-01-18,-2.0,1018.7,55.0,-2240.5
NYY,2022-01-19,5.3,1014.0,60.0,-1131.0
NYY,2022-01-20,-3.2,1024.6,54.0,-2599.0
NYY,2022-01-21,-7.3,1033.6,40.0,-3453.1
NYY,2022-01-22,-5.7,1021.5,62.0,-2818.9
NYY,2022-01-23,0.2,1008.0,46.0,-1595.7
NYY,2022-01-24,-3.2,1011.8,76.0,-2148.3
NYY,2022-01-25,0.7,1016.7,55.0,-1821.0
NYY,2022-01-26,-5.8,1029.4,39.0,-3112.6
NYY,2022-01-27,-3.1,1024.8,64.0,-2586.4
NYY,2022-01-28,-0.6,1016.7,82.0,-1969.3
NYY,2022-01-29,-8.7,1004.8,57.0,-2646.1
NYY,2022-01-30,-8.9,1018.0,70.0,-3122.5
NYY,2022-01-31,-9.4,1029.0,78.0,-3562.5
NYY,2022-02-01,-5.4,1032.9,88.0,-3152.6
NYY,2022-02-02,1.0,1027.3,96.0,-2107.1
NYY,2022-02-03,6.3,1020.1,100.0,-1160.3
NYY,2022-02-04,-1.9,1013.3,90.0,-2018.8
NYY,2022-02-05,-5.1,1030.0,42.0,-3039.1
NYY,2022-02-06,-3.8,1033.3,76.0,-2959.6
NYY,2022-02-07,2.0,1020.1,95.0,-1731.9
NYY,2022-02-08,2.0,1014.3,58.0,-1568.4
NYY,2022-02-09,2.5,1014.4,73.0,-1493.0
NYY,2022-02-10,5.9,1010.9,56.0,-953.3
NYY,2022-02-11,6.9,1012.5,67.0,-865.9
NYY,2022-02-12,8.4,1016.3,50.0,-826.3
NYY,2022-02-13,-1.5,1016.5,68.0,-2090.9
NYY,2022-02-14,-8.6,1024.0,54.0,-3294.1
NYY,2022-02-15,-3.5,1037.8,44.0,-3090.7
NYY,2022-02-16,4.6,1031.1,76.0,-1781.8
NYY,2022-02-17,11.9,1012.6,82.0,-201.1
NYY,2022-02-18,0.2,1014.9,40.0,-1836.5
NYY,2022-02-19,-1.9,1016.0,29.0,-2153.2
NYY,2022-02-20,-0.2,1026.7,67.0,-2268.1
NYY,2022-02-21,4.0,1026.1,83.0,-1684.3
NYY,2022-02-22,11.1,1017.0,88.0,-443.7
NYY,2022-02-23,10.1,1018.4,47.0,-686.8
NYY,2022-02-24,0.4,1030.5,41.0,-2338.9
NYY,2022-02-25,3.2,1019.4,50.0,-1594.8
NYY,2022-02-26,0.7,1024.7,57.0,-2091.0
NYY,2022-02-27,5.7,1010.0,43.0,-963.6
NYY,2022-02-28,-0.2,1025.5,43.0,-2246.0
NYY,2022-03-01,5.2,1013.9,83.0,-1114.1
NYY,2022-03-02,6.7,1014.3,57.0,-965.5
NYY,2022-03-03,0.2,1022.8,35.0,-2109.2
NYY,2022-03-04,0.0,1029.6,50.0,-2353.2
NYY,2022-03-05,4.1,1029.0,64.0,-1788.9
NYY,2022-03-06,16.9,1012.6,79.0,441.3
NYY,2022-03-07,19.6,998.9,68.0,1225.0
NYY,2022-03-08,3.8,1020.5,55.0,-1549.9
NYY,2022-03-09,1.2,1012.5,100.0,-1574.0
NYY,2022-03-10,5.2,1019.3,66.0,-1316.9
NYY,2022-03-11,5.1,1013.5,81.0,-1115.8
NYY,2022-03-12,-3.2,998.1,55.0,-1689.3
NYY,2022-03-13,1.1,1021.8,46.0,-1950.2
NYY,2022-03-14,7.8,1026.4,76.0,-1208.1
NYY,2022-03-15,9.9,1018.6,64.0,-692.1
NYY,2022-03-16,9.2,1021.0,76.0,-844.9
NYY,2022-03-17,11.2,1011.5,95.0,-232.1
NYY,2022-03-18,10.5,1015.3,96.0,-451.2
NYY,2022-03-19,15.1,1003.5,84.0,528.1
NYY,2022-03-20,10.8,1008.3,53.0,-246.3
NYY,2022-03-21,12.9,1015.8,32.0,-275.4
NYY,2022-03-22,10.2,1019.8,33.0,-743.7
NYY,2022-03-23,5.3,1021.3,52.0,-1387.8
NYY,2022-03-24,9.1,1008.3,89.0,-407.4
NYY,2022-03-25,11.6,999.2,54.0,167.0
NYY,2022-03-26,7.8,995.6,60.0,-181.6
NYY,2022-03-27,4.0,1004.1,43.0,-977.8
NYY,2022-03-28,-1.5,1012.4,25.0,-1981.3
NYY,2022-03-29,2.3,1019.1,32.0,-1717.0
NYY,2022-03-30,4.5,1018.2,62.0,-1374.4
NYY,2022-03-31,14.4,999.8,89.0,574.2
NYY,2022-04-01,8.3,1006.1,50.0,-492.1
NYY,2022-04-02,7.4,1014.9,58.0,-895.1
NYY,2022-04-03,7.3,1007.4,78.0,-626.0
NYY,2022-04-04,10.7,1013.9,47.0,-459.0
NYY,2022-04-05,8.4,1015.4,71.0,-765.9
NYY,2022-04-06,11.2,1010.0,80.0,-207.0
NYY,2022-04-07,10.1,1001.1,94.0,-22.9
NYY,2022-04-08,12.6,1003.0,61.0,176.5
NYY,2022-04-09,10.2,1002.5,67.0,-101.6
NYY,2022-04-10,8.4,1009.6,47.0,-603.0
NYY,2022-04-11,8.6,1016.6,75.0,-775.1
NYY,2022-04-12,17.3,1016.0,61.0,332.5
NYY,2022-04-13,14.5,1010.8,84.0,201.8
NYY,2022-04-14,19.0,1008.9,76.0,831.1
NYY,2022-04-15,13.5,1016.6,49.0,-194.6
NYY,2022-04-16,14.9,1008.7,78.0,311.9
NYY,2022-04-17,8.9,1022.2,33.0,-987.0
NYY,2022-04-18,7.3,1021.1,70.0,-1102.0
NYY,2022-04-19,9.1,1010.5,43.0,-551.2
NYY,2022-04-20,12.2,1028.4,47.0,-758.4
NYY,2022-04-21,10.2,1026.2,73.0,-895.5
NYY,2022-04-22,15.6,1027.1,48.0,-285.7
