Team,TG,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
"PHI",162,2323,6207,220,796,771,141,0.086837441,0.238601578,0.182097095,0.308346213,0.255730012,0.327087707,0.437827107,0.3294202545934026,0.326300856007169,104.55412714600872,10.380193809978664,45.39932399263347,-38.15029081981629,21.776332407323036
"ARI",162,2406,6124,166,746,706,166,0.088177661,0.203625081,0.158204562,0.292904493,0.25,0.321663379,0.408204562,0.3169703767520679,0.312322807465992,96.75905946581386,18.913669968722388,-5.693879702750607,-1.6837550438940525,20.03627054251083
"STL",162,2298,6204,209,719,697,101,0.091876208,0.213733075,0.166061706,0.290877367,0.249727767,0.325844512,0.415789473,0.32220911003009234,0.3326297805228417,103.42039801597741,-7.057145017199218,18.903049887093953,-38.626605201512575,19.076517588151837
"MIL",162,2358,6084,165,728,696,129,0.097140039,0.232084155,0.145562569,0.292359667,0.23950984,0.319229502,0.385072409,0.30868029389804025,0.3100564606058763,92.95400245964727,6.187458085012622,-46.91934400851379,29.813840697985142,18.93055609011286
"NYM",162,2374,6056,215,717,692,118,0.086690885,0.219782034,0.169308223,0.275226977,0.237926533,0.316260566,0.407234756,0.31499039440881926,0.3232602929489687,99.60235827538634,0.8740748283453286,-2.1092206720677193,-20.296046528965235,18.30710388389501
"LAA",162,2314,6145,231,739,708,72,0.084296175,0.248006509,0.180907269,0.294973544,0.245217708,0.316862361,0.426124977,0.3199746922525004,0.3164028187114309,101.8331704264017,-11.543340597680071,1.9057909401773294,-47.532530264463276,16.360789987291167
"CIN",162,2492,6195,198,783,747,190,0.089749798,0.24213075,0.170212766,0.306266318,0.249318057,0.326910621,0.419530823,0.32463944677249,0.31280514374981083,98.04592525779466,17.572010546922684,2.5751297389293377,-63.50178560295491,14.937320301317145
"BOS",162,2391,6174,182,772,734,112,0.078717201,0.222222222,0.1659475,0.310413059,0.258360302,0.324016899,0.424307802,0.3236913244505623,0.3175019798870373,101.05843472557947,-4.489559425201151,3.3404680029457126,-70.92240633442998,14.270155329133232
"NYY",162,2321,5973,219,673,650,100,0.093252971,0.238908421,0.1705805,0.266092108,0.226751831,0.303706188,0.397332331,0.3044882563606243,0.32430612532581743,93.24357989254355,-11.518853360787034,-59.87389245821602,-1.517209492623806,14.20351521540384
"CLE",162,2372,6096,124,662,622,151,0.077263779,0.187335958,0.131325956,0.292472617,0.250136042,0.313167844,0.381461998,0.3015157035421737,0.31039957915528094,91.29951410076701,9.631778760813177,-53.91902447968209,-12.792315781116486,14.09154611701876
"SFG",162,2441,6095,174,674,651,57,0.089253486,0.244790812,0.148558759,0.289828269,0.234848484,0.312047399,0.383407243,0.30417807538733344,0.31302389404384307,91.59331763850969,-9.995028451470716,-73.5947833150687,2.407479918561876,13.574964909396371
"PIT",162,2412,6089,159,692,662,117,0.091312202,0.240433568,0.152793193,0.296393099,0.23917869,0.31453076,0.391971883,0.30841801986270584,0.3120631253207558,90.01286137606238,-2.048477347154403,-77.3849895224566,5.96027984842658,13.530939993310046
"KCR",162,2369,5985,163,676,651,163,0.068671679,0.233249791,0.153463523,0.295900178,0.244104642,0.302781501,0.397568165,0.302903782468742,0.31796408078695776,87.8447380795263,8.767287410868448,-78.40150999865584,4.327534455806017,12.979645064411207
"DET",162,2422,6080,165,661,635,85,0.083552631,0.242269736,0.145673604,0.29113924,0.2358525,0.304813715,0.381526104,0.29984017065880003,0.31307942474286027,88.53744420449082,2.426269323565066,-81.19531309710932,-19.34186600521207,10.664072211407865
"WSN",162,2305,6085,151,700,665,127,0.069515201,0.188824979,0.141977544,0.29342723,0.253712423,0.313809602,0.395689967,0.3090397032600705,0.30650403084156036,92.4681048205927,-3.3763182191178203,-60.15473884255042,-40.39986087009311,10.612612560232444
"MIA",162,2420,6043,166,666,633,86,0.07115671,0.212973688,0.145897763,0.307937285,0.258868473,0.316375727,0.404766236,0.312173346502679,0.3165905832705096,93.213396203315,-4.457594720181078,-55.26459424948471,-46.659774877130985,10.333563089974596
"OAK",162,2432,5966,171,585,563,149,0.083473013,0.250754274,0.146864997,0.276086956,0.223498399,0.298482293,0.370363396,0.29316750756990834,0.29793208516576597,87.82062221183307,1.540853884536773,-85.52360982376796,-56.09006566926837,6.180100572438512
"CHW",162,2387,5980,171,641,617,86,0.063043478,0.23812709,0.145973459,0.288945362,0.23777495,0.291491861,0.383748409,0.29247738177126104,0.29600588843088227,83.46337842280631,-7.252002445049584,-126.01920865739876,-42.21913261490408,3.5727954535482627
"COL",162,2352,6055,163,721,685,76,0.073823286,0.254830718,0.155749637,0.314539284,0.248908296,0.310110872,0.404657933,0.3098441948847229,0.304073577112657,79.5181681391834,-16.128132440615445,-169.90690106529956,-18.43104785680771,1.7573194997389874
