Team,TG,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
"DET",162,2418,6093,198,758,724,61,0.083866732,0.238634498,0.166788857,0.29787234,0.246700879,0.316014468,0.413489736,0.31694299542334364,0.3206570966740728,102.6197904990941,4.3650675064418465,23.17859861152317,-18.899074502289295,21.916854966854174
"HOU",162,2383,6087,182,686,655,85,0.077378018,0.213734187,0.148816029,0.294190358,0.249908925,0.315321252,0.398724954,0.31167057249587393,0.3125614518165904,99.79648608939263,-5.477192848571576,-6.937250404459304,0.2383421314880252,20.77247277813018
"ATH",162,2367,6151,219,733,709,80,0.081612745,0.228580718,0.177573463,0.299216578,0.252929511,0.318048302,0.430502974,0.3239768372277711,0.3096105236046589,104.87058856673865,-3.1514275930821896,32.15873739632527,-41.18530936539173,20.759936057790977
"SDP",162,2476,6087,152,702,663,106,0.083785115,0.190734351,0.137536873,0.292829643,0.252396755,0.320854729,0.389933628,0.3110435923917643,0.31858690814177193,102.32762056878914,-1.1735759524153764,15.618705077940916,-20.780724795535207,20.21394558262866
"ATL",162,2349,6186,190,724,701,82,0.092951826,0.221629485,0.154502541,0.290986693,0.244916485,0.320097244,0.399419026,0.3147673247172664,0.3225606504127349,100.71450426304693,-8.39199815876782,-3.2416877159372994,-14.607395977131091,19.253252945642192
"STL",162,2315,6069,148,689,653,89,0.078760916,0.217663536,0.13362783,0.295454545,0.244984354,0.314124855,0.378612184,0.3041562273410498,0.3092727621403004,96.06330286419016,-5.755088611243991,-34.071834760397394,5.248884562402964,17.731799412720747
"SFG",162,2320,6072,173,705,672,68,0.091567852,0.227272727,0.15144186,0.28084667,0.234604651,0.311291122,0.386046511,0.30537820718657804,0.3066635108964388,97.1119629771621,-9.066604910418391,-29.90757719955228,-10.788153338711709,16.527288209992566
"MIA",162,2407,6142,154,709,677,138,0.078476066,0.203028329,0.142882915,0.294792164,0.250405917,0.314225053,0.393288832,0.3088096719716848,0.3174047262278812,95.76427928549236,0.9506245367228985,-29.883479592643102,-15.301930344576249,16.306470091424085
"TBR",162,2363,6045,182,714,680,194,0.077419354,0.231100082,0.149908593,0.302999491,0.251188299,0.31325701,0.401096892,0.3113206932864475,0.3082793897437189,98.15061621519418,13.217595190595603,-0.18986008220924333,-54.025756042450666,15.762860761031005
"MIN",162,2413,6059,191,678,643,114,0.081696649,0.226440006,0.158689249,0.282859338,0.238402061,0.310464539,0.39709131,0.3093728609759398,0.31153072147043426,96.92547046063355,-1.327579066157341,-23.28352725918968,-31.891780357807875,15.71402502483098
"TEX",162,2395,6046,175,684,658,134,0.080383724,0.219483956,0.146977769,0.276312484,0.23424582,0.302387267,0.381223589,0.29879965729430336,0.3100562024367023,91.87498861113546,5.486902195960283,-52.47749099121018,-4.378416797611862,15.496251074891738
"KCR",162,2435,6008,159,651,638,111,0.072403462,0.182423435,0.149696189,0.280531183,0.247099981,0.308902275,0.39679617,0.30697868593551175,0.3181118943481805,92.99203955636166,-4.312404374592006,-53.9366754646111,-6.97327068541199,14.947514848952732
"BAL",162,2364,6020,191,677,643,121,0.080398671,0.242026578,0.15915805,0.284064058,0.235044313,0.304521276,0.394202363,0.3047591680508778,0.3118091618630371,95.96873382771855,-0.10914974813567824,-29.09191583262112,-40.57246454828419,14.09412899321263
"CLE",162,2417,5943,168,643,621,129,0.083123001,0.226148409,0.147457627,0.267931392,0.225800376,0.296415285,0.373258003,0.29209047790938375,0.2918146966072457,87.05235275059458,7.6818280862644315,-83.01021045716354,7.28951371088624,13.203052109398744
"CIN",162,2396,6082,167,716,677,105,0.086649128,0.232653732,0.146292217,0.298209718,0.244676945,0.314827018,0.390969162,0.30859385375441056,0.29961730056945707,92.11692542720635,5.192200002078607,-51.632382884845526,-22.250758328475058,13.16587680267911
"WSN",162,2368,5982,161,687,657,132,0.074055499,0.225844199,0.14699373,0.291645569,0.242161563,0.304092586,0.389155293,0.3023757344533407,0.3157958555271857,92.80983073703567,-0.9126267489045858,-51.95851017901113,-63.69243636634201,8.551747213468406
"LAA",162,2380,6000,226,673,649,88,0.080666666,0.271166666,0.171938966,0.276434195,0.224972087,0.297658862,0.396911053,0.30218798315296963,0.3110962326848699,91.59862737327477,-0.08324392032955075,-59.61286339268692,-79.36755317822099,6.931727137297802
"PIT",162,2323,6008,117,583,561,115,0.088215712,0.23668442,0.118697674,0.291365046,0.23144186,0.305124353,0.350139534,0.2897648968635912,0.30520172648915195,82.20079808173,-5.736710040830076,-132.61512620056658,-2.677130203694105,6.630793108517477
"CHW",162,2423,5987,165,647,626,85,0.083180223,0.227826958,0.140970802,0.279351184,0.232471638,0.301510067,0.37344244,0.2964743653272269,0.30490529742270844,88.47575053266169,-8.76676977268653,-90.17882974744927,-56.4366820929572,6.104733819511511
"COL",162,2346,5908,160,597,581,87,0.066858496,0.259140148,0.149223373,0.298773987,0.236871301,0.292898402,0.386094674,0.29569350877519246,0.2942251518882905,74.43299592362877,-10.39440549723804,-189.51955453607846,-43.2029183935374,-3.6782977500852834
