Team,TG,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR
"SFG",162,79,83,50,658,162,1434.2,8.52532605331265,2.528113612571742,1.0852696153223609,0.3030002479543764,0.70690927,0.486902186,0.131759329,93.46552136918189,4.021143487986319,4.021249069287508,3.919306219100288,3.864834225027476,15.092447999646538
"CLE",162,76,86,47,707,162,1444,8.171053171227392,3.3282550674564666,1.0782549188576194,0.28932515337423315,0.73164975,0.409263657,0.106461538,93.44087708067258,3.9702218688572457,4.523488065709685,4.212104134616679,4.5152181436721825,14.85677941609174
"NYY",162,82,80,44,665,162,1439.2,8.995833123793629,3.175735390470579,1.2190322857121318,0.2796676188003116,0.7330402,0.436191425,0.129482071,95.03271045260156,3.969669238088224,4.112808977547494,4.252493557378905,4.221200020217614,14.01040311716497
"CIN",162,82,80,53,767,162,1439.1,8.635248740148441,3.8330249657574176,1.388142809784905,0.3000249190132071,0.7179969,0.386819484,0.130511463,94.13527153866697,4.83348825208888,4.523661920143463,4.787694532863187,4.736525930813616,13.95471169333905
"STL",162,71,91,36,646,162,1428.1,7.655776747083324,3.3395569349416965,1.1278880968954033,0.3196453569762016,0.69419478,0.454094292,0.118700265,93.90730927091151,4.832905979434493,4.858096562032837,4.428436045652685,4.544833568633879,13.696807092987001
"TEX",162,90,72,30,629,162,1436.1,8.465305935877653,3.0765841706261496,1.2406591971160439,0.28833418237391745,0.7262291,0.419638495,0.124921135,93.87990038245457,4.279647634496253,4.081582419463,4.314683063206733,4.347100701309461,13.678850880358368
"BOS",162,78,84,43,676,162,1430,8.955944617383993,3.127972224061732,1.3090909911566202,0.30528177912560023,0.71562647,0.439302156,0.137839628,94.62124880871313,4.518881402165641,4.178771522932366,4.372522947033545,4.2263046138887415,13.585332566406578
"ARI",162,84,78,44,709,162,1435.1,8.47120394292584,3.291918630670663,1.2352532766516584,0.2960542849962302,0.70984332,0.416747104,0.127014829,93.17748048189941,4.483279658913379,4.549237644167601,4.354436676787716,4.356769633657336,12.918426698073745
"PIT",162,76,86,47,691,162,1430,8.57832245064684,3.751049288764136,1.1265735280013094,0.29883055486439414,0.70139504,0.429843561,0.119812583,94.3570639739748,4.61328712863106,4.633586335941446,4.396299203505847,4.4963744016077785,11.482402465771884
"NYM",162,75,87,34,684,162,1416.1,8.877148265474164,3.7808899197975143,1.2073429995992062,0.2965176715176715,0.73467049,0.41975,0.124508519,94.0770339643905,4.295599303837176,4.4425905191738115,4.466619650322941,4.504050655771042,11.0122991732851
"LAA",162,73,89,43,653,162,1431.2,9.083819003559547,3.9981376375528526,1.3138534060511733,0.3017570664629488,0.7061466,0.401903367,0.128536285,94.15422937762942,4.639348390745291,4.520419160348715,4.651315191339864,4.631303514971105,10.435535763856024
"CHW",162,61,101,28,683,162,1431.2,9.240978648665568,4.111292541651212,1.3452853270846472,0.2990702479338843,0.7021019,0.402613412,0.134001252,94.6557941399458,4.878230905690123,4.576943484362328,4.705797173803826,4.606893382860541,8.986618309281766
"KCR",162,56,106,28,688,162,1409,8.11213690926287,3.5322926856869037,1.3222144411160741,0.30277502477700696,0.67754362,0.414500357,0.12849162,93.95410618451155,5.167495086294222,4.812275290029428,4.695068862462457,4.675586728636926,7.768972048535943
"COL",162,59,103,32,706,162,1414,7.185997831647276,3.7298447558417216,1.4893919332200731,0.31885073580939033,0.67613461,0.413978494,0.139534883,92.59333974689966,5.683876052844125,5.289557929565342,5.235238561309134,5.04476534109622,5.7015946032479405
"WSN",162,71,91,42,688,162,1428.1,7.718787110341795,3.730222015773341,1.543757422068359,0.3047871060861198,0.72523262,0.413412953,0.148755312,94.41897747177295,5.021937409748906,5.312781633735167,5.15165662089534,4.828251930183691,4.83978308737278
"OAK",162,50,112,29,694,162,1419.2,8.241372142139287,4.399624820495896,1.3503171279043602,0.3068432671081678,0.6806817,0.376293508,0.119730185,93.91748853408812,5.4836822330388335,4.952693171520126,5.051941242795987,5.1733167696932405,1.153989143902436
