Team,TG,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
"CHC",36,520,1431,47,193,177,21,0.117400419,0.201956673,0.169780666,0.298458149,0.258326563,0.351994401,0.428107229,0.34742165294568134,0.33708881175904754,121.52977227010835,-0.008421265054494143,36.06288689420054,6.910055100917816,9.057713210449148
"ATL",37,536,1424,55,212,207,19,0.083567415,0.198033707,0.190923317,0.3081761,0.273082942,0.338018271,0.464006259,0.352169424946498,0.3471201255350086,122.54782293316586,-0.5752805399242789,37.058899552846974,2.802202455000952,8.718180012447963
"LAD",36,511,1389,47,184,175,19,0.102951763,0.205183585,0.166666667,0.315496098,0.27093596,0.349963846,0.437602627,0.3485464532215696,0.35606585089783005,120.72997280669328,-0.9939358336851001,32.84213525915676,7.120558118447661,8.613917935562299
"NYY",36,517,1369,60,199,188,38,0.120525931,0.225712198,0.214890017,0.276363636,0.243654822,0.337719298,0.458544839,0.3496096584288513,0.35709592400660717,121.11018426488195,2.328210271894932,36.58758519574526,-0.47726691514253616,8.565073655473945
"HOU",37,541,1440,46,183,173,15,0.096527777,0.203472222,0.169692186,0.306709265,0.263614838,0.341701534,0.433307024,0.34283941005405627,0.33880050284545854,115.98179993952361,-0.8105429576826282,26.471201991244726,-7.507870032452047,7.074119394644236
"STL",35,520,1354,44,172,168,26,0.093796159,0.215657311,0.160714286,0.283040935,0.243197278,0.327137546,0.403911564,0.32538263322527766,0.3313152606121163,106.62496585586662,1.8795413812622428,12.420527934654142,1.3242998030036688,5.8317882483661085
"PIT",36,548,1419,38,180,174,30,0.102889358,0.236786469,0.139871383,0.308656036,0.248392282,0.334509527,0.388263665,0.3250717020558601,0.3280231486343557,102.58440995772612,2.6254825834184885,6.934941569611454,-7.22745855897665,4.616387294416502
"MIA",36,526,1356,27,153,145,39,0.093657817,0.221238938,0.127409891,0.31093394,0.25146689,0.331116038,0.378876781,0.31984505189789664,0.3080602546606808,99.55345992060745,3.1055311067029834,2.393991490091299,-4.1267294473946095,4.263575070428939
"KCR",36,515,1355,37,151,144,28,0.094464944,0.225830258,0.150041911,0.289351851,0.240569991,0.319022945,0.390611902,0.3173756545481413,0.3172231738138695,95.06378973524586,1.5291289389133453,-6.399843505312402,0.6752258548513055,4.258569001346566
"SDP",35,514,1301,34,157,150,35,0.086856264,0.220599538,0.149870801,0.279670975,0.234280792,0.306090979,0.384151593,0.30779367201289554,0.32013209383617075,96.40942537796104,2.427714037708938,-3.061626887038031,2.759727481752634,4.229072128489447
"MIN",36,526,1386,41,176,168,28,0.106060606,0.222943722,0.147254576,0.28125,0.236272878,0.328034682,0.383527454,0.32150237554238487,0.3186833113216284,100.04171669987456,0.3355272402986884,0.4040692979208238,-8.001933626830578,4.178729853217707
"ATH",35,523,1348,38,150,147,20,0.097181008,0.226261127,0.148614609,0.302570093,0.249370277,0.325859491,0.397984886,0.322730292510843,0.3266777359764531,98.60125929688424,-0.8589295223355293,-3.094102136294425,-3.4100940134376287,4.154241996786023
"TOR",36,560,1350,34,147,142,13,0.076296296,0.179259259,0.132786885,0.286463798,0.251639344,0.313988095,0.384426229,0.31144732192314617,0.31027306367395524,94.51642178730111,-3.455059229861945,-12.230759329298293,5.148288808763027,4.102551008244541
"BOS",36,504,1364,27,145,140,26,0.087243401,0.221407624,0.121087315,0.296629213,0.239703459,0.317647058,0.360790774,0.30790405303261753,0.31545961433772873,87.39669949419684,3.2173300329595804,-17.161658469996937,9.373051300644875,4.080723192308687
"ARI",34,492,1252,34,159,153,16,0.075079872,0.216453674,0.165931157,0.295454545,0.248014121,0.308125502,0.413945278,0.3198841341253451,0.3097129458853424,99.95020871709565,0.28326720010954887,0.21001231428038702,-2.5274010617285967,3.8635687326858377
"CLE",37,535,1376,38,151,145,27,0.103197674,0.202034883,0.147689769,0.267184035,0.230198019,0.315098468,0.377887788,0.31156550524524507,0.31399757199425066,95.29793109926464,-0.9102459857240319,-8.664014591196866,-2.020613368600607,3.8289406600688958
"SEA",37,531,1395,41,150,146,28,0.104659498,0.24516129,0.147203947,0.27876631,0.226973684,0.318018664,0.374177631,0.3129046641606208,0.3274641187393554,101.47920175157579,-0.015687528997659683,2.367641963966073,-14.378276685252786,3.761907828883815
"CHW",36,558,1383,45,153,143,27,0.103398409,0.243673174,0.154103853,0.280680437,0.231155778,0.322886297,0.385259631,0.3175166610224156,0.327036474520047,97.70384086428119,-0.6058150178287178,-4.370322167169888,-7.746038016382954,3.7082783208393506
"DET",37,537,1392,36,165,157,15,0.099137931,0.222701149,0.151219512,0.298992161,0.246341463,0.326618705,0.397560975,0.3250177638565036,0.343589887109106,102.93988768809412,-0.8839656940544955,3.911914348433495,-16.777148353867233,3.664238681417199
"MIL",34,510,1328,23,175,168,38,0.119728915,0.20256024,0.116564417,0.295081967,0.241016652,0.336128048,0.357581069,0.31414078158841147,0.31701131209834504,97.5481863622732,1.9590607301870477,-1.8671112069933766,-6.647224634885788,3.48190404641102
"BAL",36,541,1360,39,164,161,18,0.105882352,0.243382352,0.152173913,0.289315726,0.234113712,0.318819188,0.386287625,0.3173018924594806,0.322711416527077,99.28071767418187,-0.28838988501229323,-1.4480274087005265,-13.374320371076465,3.350785904226335
"TBR",35,521,1330,30,156,147,38,0.085714285,0.188721804,0.122344945,0.298672566,0.254885301,0.326996197,0.377230246,0.3168871998332276,0.3042564186524941,96.51468540721105,-0.20603443961590528,-5.701159593939936,-10.894933223724365,3.063135356032391
"WSN",36,553,1397,37,183,169,34,0.093056549,0.226914817,0.142972536,0.289088863,0.237479806,0.317266187,0.380452342,0.3123574939264412,0.32175753994445133,95.94754094264081,2.4269835464656353,-4.225655991388572,-11.207084983587265,3.0039150700573884
"LAA",37,554,1419,46,162,155,22,0.101479915,0.257928118,0.154781199,0.288461538,0.231766612,0.322009907,0.386547811,0.3185413188978352,0.31542650739691536,97.78003085707748,-2.5549893602728844,-6.2893245391375014,-15.028030611458234,2.9007425051985507
"TEX",35,524,1316,31,131,124,17,0.094984802,0.238601823,0.135972461,0.29468599,0.236660929,0.31554878,0.37263339,0.3092647714352389,0.31216572742638005,93.94787910643821,0.0756961302831769,-9.382451812935507,-9.06386535614729,2.8248667603945816
"CIN",36,559,1352,48,147,136,30,0.10281065,0.24852071,0.165829146,0.259803921,0.217755443,0.303187546,0.383584589,0.3080219445752885,0.32840602124920326,88.04172606563178,2.8374523353995755,-16.161258820500613,-7.235680773854256,2.0462584696333166
"PHI",36,522,1361,39,141,139,21,0.081557678,0.212343864,0.151515151,0.26688815,0.229320229,0.30022075,0.38083538,0.30480169113149347,0.3130416936979962,89.12735371513362,-0.1309908003822784,-17.51989982745623,-7.742316231131554,1.885944486472975
"COL",36,529,1357,35,152,147,30,0.081061164,0.254974207,0.149794239,0.319857312,0.250205761,0.319495922,0.4,0.3216435417134967,0.311580921636034,88.46258515412931,-0.9647461418062449,-19.362606024391017,-7.924520800821483,1.6668233990572252
"SFG",36,506,1299,22,114,109,10,0.055427251,0.215550423,0.117549669,0.295081967,0.241721854,0.285714285,0.359271523,0.28721620440944073,0.2916509026628124,81.37564705482905,-4.393561783712357,-32.96607711666492,-0.6148496847599745,0.8365560110002843
"NYM",35,505,1292,28,122,115,18,0.078173374,0.215170278,0.117294521,0.268656716,0.224315068,0.287383177,0.341609589,0.2834394496986163,0.3091090623467019,79.68400509797243,-1.1380315190181136,-32.02710726900511,-3.9973158072680235,0.5650233032596086
