Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Sammy Siani","SEA",110,439,398,81,58,14,3,6,45,41,34,1,131,2,2,3,6,12,5,0.203518,0.0774487,0.298405,0.259542,0.268349,0.298995,0.252754,0.567344,0.0954774,5.85486,0.285171,,-0.261542,30.3783,-21.4929,65.188,-0.261542,6.7,-18.27372643351555,1.8609347343444824,-0.13284,999,,,,,,,286.5,2.604545454,286.5,2.604545454,,,,,,,,,,,,,,,,,,,"Sammy Siani","sa3010704",686445
"Griff O'Ferrall","BAL",126,508,460,99,78,15,3,3,48,37,37,0,90,4,2,5,3,18,7,0.215217,0.0728346,0.177165,0.411111,0.27833,0.280435,0.252378,0.558765,0.0652174,5.72561,0.260163,,-0.0522204,34.9982,-25.0259,59.8422,-0.0522204,-0.3,-24.09616383910179,5.299647033214569,-0.13367,999,,,,,,,320.8,2.546031746,320.8,2.546031746,,,,,,,,,,,,,,,,,,,"Griff O'Ferrall","sa3025409",803172
"Austin Charles","KCR",94,365,329,69,50,12,2,5,37,32,23,0,115,5,5,3,3,10,5,0.209726,0.0630137,0.315068,0.2,0.267956,0.303951,0.254185,0.571907,0.0942249,5.61287,0.299065,,-0.562517,25.6817,-17.4459,56.6256,-0.562517,4,-19.221986770629883,5.34112286567688,-0.13446,999,,,,,,,239.6,2.54893617,239.6,2.54893617,,,,,,,,,,,,,,,,,,,"Austin Charles","sa3020497",800051
"Trent Farquhar","PHI",83,330,284,58,44,12,1,1,33,25,34,1,62,7,1,4,2,11,3,0.204225,0.10303,0.187879,0.548387,0.303681,0.264085,0.262603,0.567765,0.0598592,5.37929,0.256757,,0.416907,25.4745,-13.5175,63.8662,0.416907,0.2,-13.715673327445984,1.4125220328569412,-0.135797,999,,,,,,,226.2,2.725301204,226.2,2.725301204,,,,,,,,,,,,,,,,,,,"Trent Farquhar","sa3022606",802531
"Jacob Gonzalez","CHW",132,530,482,105,74,22,2,7,46,53,33,0,92,7,6,2,11,8,2,0.217842,0.0622642,0.173585,0.358696,0.274621,0.315353,0.26164,0.589974,0.0975104,4.36793,0.251928,,0.0283745,40.4993,-22.1243,64.5208,0.0283745,0.6,-22.13429182395339,2.5473839044570923,-0.137041,999,,,,,,,376.6,2.853030303,376.6,2.853030303,,,,,,,,,,,,,,,,,,,"Jacob Gonzalez","33225",694378
"Michael Toglia","CIN",132,525,470,101,57,18,2,24,60,72,50,2,182,2,3,0,9,4,2,0.214894,0.0952381,0.346667,0.274725,0.291429,0.414894,0.305037,0.706322,0.2,3.72433,0.28839,,-0.725414,58.615,-3.41777,89.6651,-0.725414,-2,-7.156130790710449,-11.645061492919922,-0.137056,999,,,,,,,542.8,4.112121212,542.8,4.112121212,,,,,,,,,,,,,,,,,,,"Michael Toglia","25845",669911
"Sam Ruta","KCR",77,306,274,54,33,14,2,5,25,28,26,0,133,3,3,0,4,0,1,0.19708,0.0849673,0.434641,0.195489,0.271242,0.317518,0.261921,0.58876,0.120438,3.25663,0.352518,,-0.818821,23.4523,-12.704,61.9545,-0.818821,1.5,-14.540174663066864,2.6243386268615723,-0.141243,999,,,,,,,211.6,2.748051948,211.6,2.748051948,,,,,,,,,,,,,,,,,,,"Sam Ruta","sa3067092",695586
"Brett Auerbach",,77,295,267,56,40,10,1,5,30,28,24,1,86,2,1,1,8,6,3,0.209738,0.0813559,0.291525,0.27907,0.278912,0.310861,0.262579,0.589773,0.101124,4.55164,0.288136,,-0.457661,22.767,-12.0896,67.8538,-0.457661,-0.6,-11.697136968374252,0.4839211702346802,-0.143386,999,,,,,,,209.3,2.718181818,209.3,2.718181818,,,,,,,,,,,,,,,,,,,"Brett Auerbach","sa3014941",682266
"Will Holland",,86,301,265,54,36,11,2,5,37,29,25,0,94,7,2,2,2,11,3,0.203774,0.0830565,0.312292,0.265957,0.287625,0.316981,0.271695,0.604607,0.113208,6.85914,0.291667,,0.522534,25.4578,-10.1076,70.9466,0.522534,-5.3,-9.78453940153122,-1.9820990562438965,-0.143591,999,,,,,,,236.2,2.746511627,236.2,2.746511627,,,,,,,,,,,,,,,,,,,"Will Holland","sa3011204",683735
"Yordys Valdes",,102,387,358,72,52,13,2,5,37,32,19,0,131,3,2,5,6,9,2,0.201117,0.0490956,0.338501,0.145038,0.246073,0.290503,0.237752,0.536576,0.0893855,5.88034,0.299107,,0.492441,22.0661,-23.6609,49.5065,0.492441,3.5,-22.538886725902557,7.765872955322266,-0.148242,999,,,,,,,218.8,2.145098039,218.8,2.145098039,,,,,,,,,,,,,,,,,,,"Yordys Valdes","sa3010037",686798
"Juan Flores","LAA",101,385,353,68,48,12,0,8,37,41,14,0,122,10,2,6,11,1,1,0.192635,0.0363636,0.316883,0.114754,0.242744,0.294618,0.239001,0.537362,0.101983,2.71866,0.266667,,-0.684838,22.3426,-23.1481,48.0045,-0.684838,2.5,-24.278713762760162,9.573045253753662,-0.148397,999,,,,,,,208.9,2.068316831,208.9,2.068316831,,,,,,,,,,,,,,,,,,,"Juan Flores","sa3021185",808129
"Travis Swaggerty",,57,215,193,38,26,8,2,2,22,18,20,0,70,1,1,0,2,4,2,0.196891,0.0930233,0.325581,0.285714,0.274419,0.290155,0.254669,0.564574,0.0932643,5.87936,0.295082,,-0.329313,15.212,-10.1919,63.3424,-0.329313,3.4,-9.670397818088531,1.0300705432891846,-0.152382,999,,,,,,,138.2,2.424561403,138.2,2.424561403,,,,,,,,,,,,,,,,,,,"Travis Swaggerty","24491",680552
"Jordyn Adams",,122,458,413,85,57,14,4,10,52,52,32,0,160,4,4,5,5,17,6,0.205811,0.069869,0.349345,0.2,0.267108,0.331719,0.263913,0.598827,0.125908,7.04675,0.303644,,0.32894,35.8427,-18.2735,67.1288,0.32894,-0.9,-17.514380425214767,0.7828336954116821,-0.153302,999,,,,,,,343.9,2.818852459,343.9,2.818852459,,,,,,,,,,,,,,,,,,,"Jordyn Adams","23788",677941
"Carter Dorighi","SEA",121,497,462,100,73,23,3,1,55,40,27,0,140,6,2,0,8,11,3,0.21645,0.054326,0.28169,0.192857,0.267606,0.285714,0.247494,0.55332,0.0692641,6.04547,0.306502,,0.271671,32.2693,-26.4551,61.5645,0.271671,1.8,-22.2428138256073,3.6261316537857056,-0.154019,999,,,,,,,302.7,2.501652892,302.7,2.501652892,,,,,,,,,,,,,,,,,,,"Carter Dorighi","sa3025120",826163
"Kemp Alderman","MIA",132,525,488,122,84,19,4,15,58,66,28,0,138,5,4,0,11,11,8,0.25,0.0533333,0.262857,0.202899,0.295238,0.397541,0.300534,0.692779,0.147541,5.04817,0.315634,,-1.84853,56.6957,-5.33705,90.1197,-1.84853,-5.2,-7.996400713920593,-10.98703670501709,-0.155702,999,,,,,,,511.6,3.875757575,511.6,3.875757575,,,,,,,,,,,,,,,,,,,"Kemp Alderman","sa3022562",694580
"Cameron Barstad","CLE",73,274,249,49,31,13,0,5,20,30,17,0,111,6,2,0,5,1,0,0.196787,0.0620438,0.405109,0.153153,0.262774,0.309237,0.25513,0.572011,0.11245,2.25105,0.325926,,-0.15649,19.489,-12.8862,61.4776,-0.15649,-3.4,-12.596942037343979,1.633803367614746,-0.156491,999,,,,,,,181,2.479452054,181,2.479452054,,,,,,,,,,,,,,,,,,,"Cameron Barstad","sa3011350",677319
"Andruw Musett","BOS",93,379,347,72,54,12,0,6,32,35,27,0,110,3,2,0,9,0,0,0.207493,0.0712401,0.290237,0.245455,0.269129,0.293948,0.252597,0.563077,0.0864553,1.26517,0.283262,,-0.554541,26.1782,-18.6035,54.3527,-0.554541,-0.6,-20.94500732421875,6.362815737724304,-0.156899,999,,,,,,,237.4,2.552688172,237.4,2.552688172,,,,,,,,,,,,,,,,,,,"Andruw Musett","sa3021175",808104
"Ruben Ibarra","CIN",107,409,366,75,45,13,0,17,39,57,31,1,126,10,2,0,7,0,0,0.204918,0.0757946,0.308068,0.246032,0.283619,0.379781,0.290653,0.6634,0.174863,1.0628,0.257778,,-0.561142,40.8876,-7.43893,79.8119,-0.561142,2.7,-10.347304701805115,-4.81396222114563,-0.159386,999,,,,,,,374.5,3.5,374.5,3.5,,,,,,,,,,,,,,,,,,,"Ruben Ibarra","sa3017053",702140
"Matt Lloyd","BOS",93,379,336,79,51,19,1,8,40,43,36,2,100,2,4,1,5,5,2,0.235119,0.0949868,0.263852,0.36,0.309524,0.369048,0.296883,0.678571,0.133929,4.0256,0.306034,,-0.39338,39.8054,-4.97634,84.8593,-0.39338,-0.5,-7.156656414270401,-7.462815761566162,-0.160714,999,,,,,,,360.3,3.874193548,360.3,3.874193548,,,,,,,,,,,,,,,,,,,"Matt Lloyd","sa1169978",651016
"Jake Thompson",,69,278,247,54,36,12,2,4,25,29,24,1,74,5,2,0,4,2,1,0.218623,0.0863309,0.266187,0.324324,0.298561,0.331984,0.280231,0.630545,0.11336,4.16214,0.292398,,-0.432024,25.439,-7.40881,76.2111,-0.432024,0.5,-8.27018690109253,-2.5643739700317383,-0.162495,999,,,,,,,227.2,3.292753623,227.2,3.292753623,,,,,,,,,,,,,,,,,,,"Jake Thompson","sa3019945",700081
"Zane Zielinski","SFG",123,492,441,86,73,9,2,2,54,39,32,0,142,11,3,5,9,17,7,0.195011,0.0650406,0.288618,0.225352,0.264887,0.238095,0.232032,0.502982,0.0430839,6.15588,0.28,,-0.232415,25.7683,-32.3653,46.9279,-0.232415,7.8,-31.17993852496147,13.223280429840088,-0.162946,999,,,,,,,238.6,1.939837398,238.6,1.939837398,,,,,,,,,,,,,,,,,,,"Zane Zielinski","sa3045857",823185
"Orelvis Martinez",,111,445,400,77,43,17,1,16,43,52,34,1,128,7,4,0,11,1,1,0.1925,0.0764045,0.28764,0.265625,0.265169,0.36,0.273162,0.625169,0.1675,2.71908,0.234615,,-0.757456,38.167,-14.4132,72.7302,-0.757456,-2.9,-15.140016078948975,-1.2649325132369995,-0.164125,999,,,,,,,358.7,3.231531531,358.7,3.231531531,,,,,,,,,,,,,,,,,,,"Orelvis Martinez","25967",682619
"Rio Foster","LAA",94,375,331,70,44,16,2,8,40,43,34,0,122,9,1,0,7,5,2,0.21148,0.0906667,0.325333,0.278689,0.301333,0.344411,0.288896,0.645744,0.132931,4.80021,0.306931,,-0.39338,36.9535,-7.35564,82.3752,-0.39338,-2.2,-8.183220535516739,-6.333597898483276,-0.164301,999,,,,,,,326.9,3.477659574,326.9,3.477659574,,,,,,,,,,,,,,,,,,,"Rio Foster","sa3022491",815306
"Patrick Winkel","TOR",73,274,255,54,37,12,0,5,19,26,17,0,90,1,1,0,10,0,0,0.211765,0.0620438,0.328467,0.188889,0.262774,0.317647,0.256703,0.580421,0.105882,0.843615,0.304348,,-0.363092,19.839,-12.5362,60.6189,-0.363092,-3,-13.080855995416641,2.0338034629821777,-0.165077,999,,,,,,,183.2,2.509589041,183.2,2.509589041,,,,,,,,,,,,,,,,,,,"Patrick Winkel","sa3017556",680868
"Tim Anderson",,88,343,324,78,65,10,1,2,33,22,14,0,88,3,1,1,8,7,2,0.240741,0.0408163,0.25656,0.159091,0.277778,0.296296,0.255504,0.574074,0.0555556,4.83472,0.323404,,0.0396281,24.5012,-16.0269,59.3731,0.0396281,1.7,-16.38442511484027,2.960288166999817,-0.165227,999,,,,,,,225,2.556818181,225,2.556818181,,,,,,,,,,,,,,,,,,,"Tim Anderson","15172",641313
"Nelson Velázquez","STL",108,402,361,79,49,14,1,15,47,51,36,1,105,3,2,0,8,6,3,0.218837,0.0895522,0.261194,0.342857,0.293532,0.387812,0.297454,0.681344,0.168975,4.21262,0.263374,,-0.602898,42.4076,-5.09184,91.499,-0.602898,0,-4.653238773345947,-10.339506149291992,-0.165965,748.5599975585938,,,,,,,388.7,3.599074074,388.7,3.599074074,,,,,,,,,,,,,,,,,,,"Nelson Velazquez","23359",676369
"Colin Tuft","BAL",74,271,237,45,32,8,3,2,26,24,25,0,88,7,0,2,3,10,5,0.189873,0.0922509,0.324723,0.284091,0.286245,0.274262,0.258081,0.560507,0.0843882,6.78908,0.292517,,-0.470094,19.925,-12.0957,63.7707,-0.470094,-3.9,-12.041924476623535,1.0786890983581543,-0.167069,999,,,,,,,175.1,2.366216216,175.1,2.366216216,,,,,,,,,,,,,,,,,,,"Colin Tuft","sa3025406",702239
"Marco Vargas","NYM",104,448,403,83,68,10,3,2,51,32,40,0,105,2,3,0,9,18,5,0.205955,0.0892857,0.234375,0.380952,0.279018,0.260546,0.246552,0.539564,0.0545906,6.38939,0.270903,,0.826229,28.7452,-24.1894,57.7822,0.826229,3.4,-21.59025937318802,5.046090602874756,-0.16816,999,,,,,,,272.9,2.624038461,272.9,2.624038461,,,,,,,,,,,,,,,,,,,"Marco Vargas","sa3018632",804614
"Felnin Celesten","SEA",106,460,425,92,65,18,3,6,48,44,30,0,139,2,3,0,10,10,6,0.216471,0.0652174,0.302174,0.215827,0.269565,0.315294,0.258822,0.584859,0.0988235,5.48193,0.303887,,-1.09747,34.0976,-20.2549,69.3678,-1.09747,-4.9,-17.70514953136444,0.1705465316772461,-0.173642,999,,,,,,,314.1,2.963207547,314.1,2.963207547,,,,,,,,,,,,,,,,,,,"Felnin Celesten","sa3023381",806958
"Yohendrick Piñango","TOR",129,514,467,105,69,23,2,11,49,56,42,1,119,3,2,0,12,6,2,0.224839,0.0817121,0.231518,0.352941,0.291829,0.353319,0.284168,0.645148,0.12848,4.14156,0.277286,,-0.365024,48.6781,-12.055,80.9004,-0.365024,-1.8,-11.935725420713425,-7.465784788131714,-0.174433,999,,,,,,,443.3,3.436434108,443.3,3.436434108,,,,,,,,,,,,,,,,,,,"Yohendrick Pinango","26664",682818
"Brady Lindsly",,58,207,183,36,27,6,0,3,15,17,15,0,68,1,2,6,3,1,0,0.196721,0.0724638,0.328502,0.220588,0.258706,0.278689,0.241509,0.537395,0.0819672,2.46809,0.289474,,-0.083872,12.4343,-12.0243,51.0467,-0.083872,-0.3,-12.093963779509068,3.502910077571869,-0.174564,999,,,,,,,114.1,1.967241379,114.1,1.967241379,,,,,,,,,,,,,,,,,,,"Brady Lindsly","sa3014942",686251
"Zyhir Hope","LAD",131,524,470,97,63,21,2,11,62,56,49,1,163,4,1,0,7,12,4,0.206383,0.0935114,0.311069,0.300613,0.28626,0.329787,0.274461,0.616047,0.123404,5.39168,0.289562,,0.0027382,45.4951,-16.4196,74.1086,0.0027382,2.7,-16.077059546485543,-3.076014280319214,-0.17646,999,,,,,,,419.5,3.202290076,419.5,3.202290076,,,,,,,,,,,,,,,,,,,"Zyhir Hope","sa3022703",814307
"Archer Brookman","ATL",61,224,202,38,29,7,0,2,22,19,14,0,53,4,3,1,6,1,0,0.188119,0.0625,0.236607,0.264151,0.251121,0.252475,0.228691,0.503596,0.0643564,3.35322,0.24,,-0.110279,11.1242,-15.3431,41.8295,-0.110279,1.9,-15.467887490987778,6.015226244926453,-0.178077,999,,,,,,,105.8,1.734426229,105.8,1.734426229,,,,,,,,,,,,,,,,,,,"Archer Brookman","sa3020950",666386
"Jordan Dissin","PHI",71,268,239,45,35,7,0,3,26,22,24,0,99,4,1,0,7,1,2,0.188285,0.0895522,0.369403,0.242424,0.272388,0.25523,0.243451,0.527618,0.0669456,2.35837,0.304348,,-1.03494,16.521,-15.1452,50.7463,-1.03494,1.1,-16.679667830467224,6.023574471473694,-0.178265,999,,,,,,,141.8,1.997183098,141.8,1.997183098,,,,,,,,,,,,,,,,,,,"Jordan Dissin","sa3020100",805301
"Nick Lorusso","NYM",112,438,399,84,54,24,0,6,40,41,31,0,124,3,5,0,11,5,2,0.210526,0.0707763,0.283105,0.25,0.269406,0.315789,0.259186,0.585196,0.105263,3.31806,0.284672,,-0.399982,32.5963,-19.1567,66.4367,-0.399982,-0.1,-17.82337713241577,1.5093474611639977,-0.178643,999,,,,,,,303.3,2.708035714,303.3,2.708035714,,,,,,,,,,,,,,,,,,,"Nick Lorusso","sa3022810",700681
"Calvin Harris","CHW",80,325,300,63,50,9,2,2,34,26,21,0,92,2,2,0,5,2,1,0.21,0.0646154,0.283077,0.228261,0.264615,0.273333,0.241837,0.537949,0.0633333,4.46687,0.293269,,-0.49144,19.6091,-18.7921,50.8794,-0.49144,0.4,-19.30711528658867,6.370752722024918,-0.178727,999,,,,,,,179.1,2.23875,179.1,2.23875,,,,,,,,,,,,,,,,,,,"Calvin Harris","sa3022496",691941
"Orlando Martinez","TEX",92,370,335,77,55,16,2,4,36,34,28,0,78,1,4,2,5,4,2,0.229851,0.0756757,0.210811,0.358974,0.288043,0.325373,0.271645,0.613417,0.0955224,4.15065,0.284047,,-0.573575,31.2787,-12.4397,73.0756,-0.573575,1.9,-12.314985513687134,-2.1784831285476685,-0.179525,999,,,,,,,280.6,3.05,280.6,3.05,,,,,,,,,,,,,,,,,,,"Orlando Martinez","sa3006664",678636
"Imanol Vargas",,98,408,364,81,52,20,0,9,42,36,40,1,145,2,2,0,6,1,0,0.222527,0.0980392,0.355392,0.275862,0.301471,0.351648,0.289122,0.653119,0.129121,2.22775,0.339623,,-0.413956,40.2804,-7.92793,81.7597,-0.413956,-1.6,-9.2343330681324,-6.097354531288147,-0.180225,999,,,,,,,360.1,3.674489795,360.1,3.674489795,,,,,,,,,,,,,,,,,,,"Imanol Vargas","sa3004972",677673
"Adam Frazier","LAA",123,408,369,86,63,16,1,6,42,38,27,1,74,6,3,3,6,6,4,0.233062,0.0661765,0.181373,0.364865,0.293827,0.330623,0.276593,0.62445,0.097561,3.89186,0.273973,,-1.06523,36.13,-12.0783,73.9002,-1.06523,-3.7,-13.615986704826355,-2.200881838798523,-0.181069,999,,,,,,,320.3,2.60406504,320.3,2.60406504,,,,,,,,,,,,,,,,,,,"Adam Frazier","15223",624428
"Jace Bohrofen","TOR",97,395,353,67,38,16,2,11,40,46,36,1,144,5,1,0,5,6,1,0.189802,0.0911392,0.364557,0.25,0.273418,0.339943,0.271462,0.613361,0.150142,5.12858,0.281407,,0.275552,33.3333,-13.339,72.1475,0.275552,1.6,-12.691285789012909,-2.7540563344955444,-0.18885,999,,,,,,,315,3.24742268,315,3.24742268,,,,,,,,,,,,,,,,,,,"Jace Bohrofen","sa3022653",690957
"Jose Torres","COL",101,387,356,77,54,14,1,8,43,38,22,0,131,4,3,2,5,7,2,0.216292,0.0568475,0.338501,0.167939,0.267532,0.328652,0.262759,0.596184,0.11236,5.06345,0.313636,,0.0528314,29.9237,-15.8033,51.9308,0.0528314,3,-21.995325312018394,7.265872955322266,-0.190071,999,,,,,,,282.4,2.796039603,282.4,2.796039603,,,,,,,,,,,,,,,,,,,"Jose Torres","sa3017396",686958
"Jordan Walker","STL",135,530,482,112,74,22,2,14,52,57,39,1,144,6,3,0,13,8,4,0.232365,0.0735849,0.271698,0.270833,0.296226,0.373444,0.293276,0.66967,0.141079,4.20092,0.299694,,-0.817067,54.1125,-8.5111,88.6367,-0.817067,-5.7,-7.955049693584442,-11.54215145111084,-0.191251,511.7200012207031,,,,,,,491,3.637037037,491,3.637037037,,,,,,,,,,,,,,,,,,,"Jordan Walker","27475",691023
"Cole Gabrielson","NYY",78,266,235,43,29,7,1,6,21,29,24,0,112,6,1,0,6,8,2,0.182979,0.0902256,0.421053,0.214286,0.274436,0.297872,0.259743,0.572308,0.114894,5.27338,0.313559,,0.391467,19.9163,-11.5137,64.5992,0.391467,2.6,-10.70711949467659,-0.33209896087646484,-0.192455,999,,,,,,,187.8,2.407692307,187.8,2.407692307,,,,,,,,,,,,,,,,,,,"Cole Gabrielson","sa3022811",702068
"Jaison Chourio","CLE",99,414,361,76,59,13,2,2,41,29,49,0,110,1,3,0,10,9,5,0.210526,0.118357,0.2657,0.445455,0.304348,0.274238,0.26615,0.578586,0.0637119,4.83203,0.293651,,-0.967169,33.1511,-15.7662,69.0691,-0.967169,-1.6,-16.05982333421707,-0.07883596420288086,-0.192857,999,,,,,,,285.6,2.884848484,285.6,2.884848484,,,,,,,,,,,,,,,,,,,"Jaison Chourio","sa3018399",702693
"Sandy León","ATL",65,212,185,29,19,5,0,5,13,19,20,0,77,2,1,4,4,1,0,0.156757,0.0943396,0.363208,0.25974,0.245192,0.264865,0.233109,0.510057,0.108108,2.0487,0.230769,,-0.0706687,11.2889,-13.7606,44.8016,-0.0706687,1.1,-13.940036252140999,4.994767785072327,-0.19379,999,,,,,,,106.8,1.643076923,106.8,1.643076923,,,,,,,,,,,,,,,,,,,"Sandy Leon","5273",506702
"Jesus Ordonez",,40,147,134,26,18,6,0,2,12,13,7,1,33,3,0,3,5,1,2,0.19403,0.047619,0.22449,0.212121,0.25,0.283582,0.236261,0.533582,0.0895522,2.62831,0.242424,,-0.79728,8.20386,-9.16533,33.7789,-0.79728,2.8,-12.334678173065186,5.500617265701294,-0.198978,999,,,,,,,74.1,1.8525,74.1,1.8525,,,,,,,,,,,,,,,,,,,"Jesus Ordonez","sa3010603",691116
"Rayne Doncon","MIN",76,303,277,55,33,14,2,6,26,29,23,0,93,1,2,0,8,2,1,0.198556,0.0759076,0.306931,0.247312,0.260726,0.32852,0.259624,0.589246,0.129964,4.1271,0.272222,,-0.385813,22.6574,-13.1444,62.6312,-0.385813,0.2,-13.731001853942871,1.3133157044649124,-0.203156,999,,,,,,,212.4,2.794736842,212.4,2.794736842,,,,,,,,,,,,,,,,,,,"Rayne Doncon","sa3016720",699061
"Ivan Melendez",,103,410,375,81,55,13,1,12,37,51,24,0,134,9,2,0,10,1,1,0.216,0.0585366,0.326829,0.179104,0.278049,0.352,0.277895,0.630049,0.136,2.62152,0.298701,,-0.790465,36.7404,-11.7042,74.9677,-0.790465,4.8,-12.954518556594849,-2.7323336601257324,-0.209757,999,,,,,,,332.9,3.232038834,332.9,3.232038834,,,,,,,,,,,,,,,,,,,"Ivan Melendez","sa3019859",699471
"Keshawn Ogans","ATL",99,363,328,72,56,13,1,2,29,30,24,0,75,8,2,1,9,5,5,0.219512,0.0661157,0.206612,0.32,0.287293,0.283537,0.258903,0.570829,0.0640244,3.57665,0.27668,,-1.62853,26.9316,-15.9597,62.4713,-1.62853,2.3,-17.774505257606506,3.633774161338806,-0.211508,999,,,,,,,228.9,2.312121212,228.9,2.312121212,,,,,,,,,,,,,,,,,,,"Keshawn Ogans","sa3019893",687248
"Jose Cordoba","STL",72,282,259,56,38,14,2,2,29,25,15,0,60,5,1,2,8,7,2,0.216216,0.0531915,0.212766,0.25,0.271429,0.30888,0.258163,0.580309,0.0926641,5.96385,0.272727,,0.198068,20.7526,-12.5679,64.5833,0.198068,3.3,-11.639200568199158,0.19153428077697754,-0.211611,999,,,,,,,193.1,2.681944444,193.1,2.681944444,,,,,,,,,,,,,,,,,,,"Jose Cordoba","sa3015614",692390
"John Gil","ATL",118,488,442,94,69,19,1,5,60,42,38,0,101,4,2,2,8,23,7,0.21267,0.0778688,0.206967,0.376238,0.279835,0.294118,0.258456,0.573953,0.081448,6.03647,0.263314,,1.00059,36.0283,-21.6326,62.165,1.00059,-2.8,-20.882442712783813,2.579188585281372,-0.212019,999,,,,,,,342.3,2.900847457,342.3,2.900847457,,,,,,,,,,,,,,,,,,,"John Gil","sa3021284",808535
"Jonny Butler",,91,374,337,68,44,16,3,5,34,36,32,0,107,4,1,0,2,8,1,0.20178,0.0855615,0.286096,0.299065,0.278075,0.311573,0.264208,0.589648,0.109792,5.95485,0.278761,,0.662349,29.3584,-14.8326,63.7273,0.662349,4.5,-15.326736450195312,0.3774251937866211,-0.212073,999,,,,,,,274.7,3.018681318,274.7,3.018681318,,,,,,,,,,,,,,,,,,,"Jonny Butler","sa3017292",695358
"Tommy White","ATH",96,385,360,85,60,16,0,9,37,50,19,0,70,4,2,0,7,1,1,0.236111,0.0493506,0.181818,0.271429,0.280519,0.355556,0.278803,0.636075,0.119444,2.03825,0.268551,,-0.757456,34.784,-10.7068,73.7811,-0.757456,-4.1,-12.654754161834717,-2.685390830039978,-0.213312,999,,,,,,,315.1,3.282291666,315.1,3.282291666,,,,,,,,,,,,,,,,,,,"Tommy White","sa3025383",695720
"Jack Pineda","KCR",69,273,245,53,41,11,0,1,28,21,17,0,71,5,1,5,5,4,1,0.216327,0.0622711,0.260073,0.239437,0.279851,0.273469,0.251321,0.55332,0.0571429,4.1466,0.298851,,-0.0254228,18.5736,-13.6835,54.6524,-0.0254228,0.1,-14.616574989631772,3.1092592254281044,-0.21569,999,,,,,,,163.9,2.375362318,163.9,2.375362318,,,,,,,,,,,,,,,,,,,"Jack Pineda","sa3020762",801442
"Estarling Mercado","NYM",57,207,185,37,22,7,2,6,21,24,17,0,67,4,1,0,1,2,1,0.2,0.0821256,0.323671,0.253731,0.280193,0.356757,0.281228,0.63695,0.156757,5.12106,0.274336,,-0.293389,19.1096,-5.34902,81.5363,-0.293389,-0.4,-4.8232293128967285,-4.202910095453262,-0.219079,999,,,,,,,174.3,3.057894736,174.3,3.057894736,,,,,,,,,,,,,,,,,,,"Estarling Mercado","sa3022191",807759
"Ian Moller","TEX",88,338,302,51,36,11,1,3,24,23,33,1,119,1,1,1,4,5,1,0.168874,0.0976331,0.352071,0.277311,0.252226,0.241722,0.226442,0.493947,0.0728477,4.16259,0.265193,,0.134967,16.1685,-23.7688,41.9364,0.134967,3,-22.995955154299736,9.209582805633545,-0.219901,999,,,,,,,158.1,1.796590909,158.1,1.796590909,,,,,,,,,,,,,,,,,,,"Ian Moller","sa3017171",695744
"Caden Kendle","MIN",99,367,334,71,45,18,2,6,42,40,22,0,85,8,3,0,7,7,3,0.212575,0.0599455,0.231608,0.258824,0.275204,0.332335,0.268739,0.60754,0.11976,5.6841,0.264228,,-0.323678,30.159,-13.2049,68.9099,-0.323678,3,-13.771764248609543,-1.0454144477844238,-0.223212,999,,,,,,,278.5,2.813131313,278.5,2.813131313,,,,,,,,,,,,,,,,,,,"Caden Kendle","sa3025262",814522
"Enrique Hernández","LAD",103,352,321,69,45,15,0,9,40,39,25,0,85,1,4,1,10,1,1,0.214953,0.0710227,0.241477,0.294118,0.270655,0.345794,0.27018,0.61645,0.130841,2.51792,0.25974,,-0.678236,29.3382,-12.2533,71.1762,-0.678236,-2.5,-12.703317821025848,-1.2066431045532227,-0.225329,999,,,,,,,270.6,2.627184466,270.6,2.627184466,,,,,,,,,,,,,,,,,,,"Enrique Hernandez","10472",571771
"Kristian Robinson","ARI",118,472,418,88,61,15,3,9,49,45,48,1,169,4,2,0,8,17,6,0.210526,0.101695,0.358051,0.284024,0.29661,0.325359,0.278312,0.621969,0.114833,5.87976,0.326446,,0.203509,42.4561,-13.3143,75.2534,0.203509,-6,-13.640201345086098,-4.265726089477539,-0.225814,999,,,,,,,391.5,3.31779661,391.5,3.31779661,,,,,,,,,,,,,,,,,,,"Kristian Robinson","sa3006884",677565
"Christopher Familia",,57,231,211,44,26,8,2,8,29,30,15,0,68,4,1,0,5,0,0,0.208531,0.0649351,0.294372,0.220588,0.272727,0.379147,0.284361,0.651874,0.170616,3.84139,0.264706,,-0.297075,21.9129,-5.3815,81.558,-0.297075,-2.3,-5.3181067407131195,-4.846296310424805,-0.22624,999,,,,,,,202.2,3.547368421,202.2,3.547368421,,,,,,,,,,,,,,,,,,,"Christopher Familia","sa3011776",683532
