Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Drew Rom","MIL",4,4,,4.20908,16,15,0,0,,72.7,312,66,37,34,9,27,0,5,70,8.66575,3.3425,2.59259,1.11417,0.224359,0.0865385,0.1378205120563507,0.235714,1.27923,0.283582,0.696517,,,4.13926,0.927904,0.83106,999,,,,,,,299.6799774169923,4.122145667080916,290.49998474121094,3.9958734103940694,,,,,,,,,,,,,,,,,,,"Drew Rom","24602",680723
"Yordanny Monegro","BOS",4,4,,4.28005,21,19,0,0,,75.7,327,73,39,36,10,27,0,3,69,8.20343,3.21004,2.55556,1.1889,0.211009,0.0825688,0.12844036519527435,0.245791,1.321,0.288991,0.709302,,,4.21836,0.923022,0.90382,999,,,,,,,295.3799774169922,3.9019813649259483,296.49998474121094,3.916776706661359,,,,,,,,,,,,,,,,,,,"Yordanny Monegro","sa3015476",694057
"Tyson Hardin","MIL",5,5,,4.51613,19,19,0,0,,83.7,358,81,45,42,12,25,0,3,71,7.63441,2.68817,2.84,1.29032,0.198324,0.0698324,0.1284916251897812,0.245455,1.26643,0.279352,0.683856,,,4.30598,0.921668,0.725103,999,,,,,,,319.1799774169922,3.813380992288022,320.49998474121094,3.8291516896876288,,,,,,,,,,,,,,,,,,,"Tyson Hardin","sa3025574",824620
"José Suarez","ATH",4,5,,4.26488,22,13,0,4,,82.3,356,80,42,39,10,29,1,3,78,8.52977,3.17132,2.68966,1.09356,0.219101,0.0814607,0.13764045387506485,0.246914,1.32442,0.29661,0.705263,,,3.98568,0.921306,0.892568,999,,,,,,,354.02002258300786,4.301579701769483,357.50001525878906,4.343863936845302,,,,,,,,,,,,,,,,,,,"Jose Suarez","19911",660761
"Jared Koenig","MIL",5,3,,3.625,54,5,1,15,,72,305,65,31,29,7,24,2,3,71,8.875,3,2.95833,0.875,0.232787,0.0786885,0.15409835427999496,0.233813,1.23611,0.29,0.732323,,,3.5518,0.920794,0.937762,748.489990234375,,,,,,,403.70000000000005,5.606944444444445,395,5.486111111111111,,,,,,,,,,,,,,,,,,,"Jared Koenig","27517",657649
"Jonathan Santucci","NYM",6,6,,4.70085,24,22,0,0,,105.3,456,103,59,55,15,39,0,3,91,7.77778,3.33333,2.33333,1.28205,0.199561,0.0855263,0.11403508484363556,0.248792,1.34853,0.285714,0.68595,,,4.45517,0.920654,0.502765,999,,,,,,,382.9200225830079,3.6364673455402685,387.50001525878906,3.6799620515521,,,,,,,,,,,,,,,,,,,"Jonathan Santucci","sa3041559",695558
"Connor Prielipp","MIN",5,4,,4.19924,24,23,0,0,,79.3,351,78,40,37,10,30,0,6,74,8.39849,3.40479,2.46667,1.13493,0.210826,0.0854701,0.12535613030195236,0.247619,1.36192,0.294372,0.723404,,,4.27007,0.91558,0.906211,999,,,,,,,301.0200225830078,3.795964829743285,306.50001525878906,3.86506940054897,,,,,,,,,,,,,,,,,,,"Connor Prielipp","31857",687570
"Mitch Farris","LAA",5,8,,5.02113,24,22,0,0,,118.3,523,120,71,66,18,49,0,3,110,8.36855,3.72781,2.2449,1.3694,0.210325,0.0936902,0.116634801030159,0.254777,1.42857,0.297376,0.681502,,,4.57216,0.914009,0.25322,999,,,,,,,406.02002258300774,3.432121826787854,421.50001525878906,3.562975523122998,,,,,,,,,,,,,,,,,,,"Mitch Farris","33628",815083
"Jack Wenninger","NYM",7,8,,4.6644,24,22,0,0,,117.7,513,119,66,61,17,42,0,5,98,7.49363,3.21155,2.33333,1.29992,0.191033,0.0818713,0.10916179418563843,0.255365,1.36788,0.290598,0.69242,,,4.5455,0.911969,0.559101,999,,,,,,,407.47997741699237,3.462021987954503,422.49998474121094,3.5896346278326803,,,,,,,,,,,,,,,,,,,"Jack Wenninger","sa3023282",811307
"Caleb Boushley",,3,5,,4.66373,28,14,0,0,,90.7,396,99,51,47,12,27,0,2,65,6.44983,2.67916,2.40741,1.19074,0.164141,0.0681818,0.09595959633588791,0.269755,1.3892,0.3,0.686813,,,4.381,0.905267,0.370347,999,,,,,,,309.1799774169922,3.408820152369192,340.49998474121094,3.7541344674522614,,,,,,,,,,,,,,,,,,,"Caleb Boushley","19736",676961
"Juaron Watts-Brown","BAL",5,6,,4.68307,23,23,0,0,,105.7,463,103,59,55,15,45,0,4,98,8.34437,3.8316,2.17778,1.2772,0.211663,0.0971922,0.11447083950042725,0.248792,1.40019,0.292359,0.700787,,,4.5164,0.904584,0.518908,999,,,,,,,378.8799774169922,3.5844842796212872,382.49998474121094,3.6187322212365682,,,,,,,,,,,,,,,,,,,"Juaron Watts-Brown","sa3023352",695033
"Keider Montero","DET",7,8,,4.52555,29,21,0,1,,123.3,534,124,67,62,18,43,0,6,99,7.22628,3.13869,2.30233,1.31387,0.185393,0.0805243,0.10486891120672226,0.25567,1.35442,0.288043,0.705219,,,4.61932,0.904276,0.814138,999,,,,,,,423.62002258300777,3.4356854184763015,437.50001525878906,3.548256321414194,,,,,,,,,,,,,,,,,,,"Keider Montero","22630",672456
"Carlos Lagrange","NYY",8,9,,4.74592,22,21,0,0,,104.3,457,89,59,55,14,54,0,9,108,9.31927,4.65964,2,1.20805,0.236324,0.118162,0.11816192418336868,0.225888,1.37104,0.275735,0.680713,,,4.62123,0.902733,0.443863,999,,,,,,,395.2200225830078,3.7892618506145572,366.50001525878906,3.5139022486597358,,,,,,,,,,,,,,,,,,,"Carlos Lagrange","sa3019390",801739
"Tekoah Roby","STL",5,6,,4.19924,17,17,0,0,,79.3,336,78,40,37,11,22,0,3,68,7.71753,2.49685,3.09091,1.24842,0.202381,0.0654762,0.1369047611951828,0.250804,1.26103,0.288793,0.70922,,,4.16918,0.902656,0.895094,999,,,,,,,309.72002258300785,3.9056747876902183,314.50001525878906,3.9659521205001727,,,,,,,,,,,,,,,,,,,"Tekoah Roby","sa3014519",694358
"Will Vest","DET",5,4,,3.32308,60,0,5,12,,65,269,56,26,24,5,20,1,2,66,9.13846,2.76923,3.3,0.692308,0.245353,0.0743494,0.17100372165441513,0.226721,1.16923,0.289773,0.724638,,,3.11975,0.901778,0.785916,485.7300109863281,,,,,,,412.9,6.352307692307692,399,6.138461538461539,,,,,,,,,,,,,,,,,,,"Will Vest","19769",676684
"Yu Darvish","SDP",6,6,,4.5,17,17,0,0,,90,383,87,49,45,13,28,0,6,80,8,2.8,2.85714,1.3,0.208877,0.073107,0.13577023148536682,0.249284,1.27778,0.289062,0.681818,,,4.36847,0.901191,0.568985,999,,,,,,,337.90000000000003,3.7544444444444447,339,3.7666666666666666,,,,,,,,,,,,,,,,,,,"Yu Darvish","13074",506433
"Kyle Hendricks",,5,9,,5.16393,24,23,0,0,,122,532,136,76,70,20,36,1,4,85,6.27049,2.65574,2.36111,1.47541,0.159774,0.0676692,0.09210526198148727,0.276423,1.40984,0.299742,0.666667,,,4.85645,0.897504,0.0130068,999,,,,,,,353.20000000000016,2.895081967213116,400,3.278688524590164,,,,,,,,,,,,,,,,,,,"Kyle Hendricks","12049",543294
"Bruce Zimmermann","STL",6,8,,4.55191,24,18,0,0,,112.7,489,126,62,57,15,27,0,3,76,6.06921,2.15617,2.81481,1.19787,0.155419,0.0552147,0.10020449012517929,0.27451,1.35759,0.30163,0.689394,,,4.31526,0.896545,0.678246,999,,,,,,,383.87997741699223,3.4062110719780256,430.49998474121094,3.8198757444414073,,,,,,,,,,,,,,,,,,,"Bruce Zimmermann","20370",669145
"Ronny Henriquez","MIA",4,3,,3.49398,56,2,0,0,,74.7,314,63,31,29,8,27,1,4,83,10,3.25301,3.07407,0.963855,0.264331,0.0859873,0.17834395915269852,0.222615,1.20482,0.286458,0.748731,,,3.55013,0.89614,1.02569,999,,,,,,,363.5799774169922,4.86720203842723,342.49998474121094,4.585006676486491,,,,,,,,,,,,,,,,,,,"Ronny Henriquez","24094",678692
"Henry Baez","ATH",4,5,,4.45714,24,24,0,0,,105,462,107,56,52,13,38,0,8,75,6.42857,3.25714,1.97368,1.11429,0.162338,0.0822511,0.08008658140897751,0.257212,1.38095,0.286585,0.701893,,,4.63037,0.895177,1.01441,999,,,,,,,350.90000000000003,3.3419047619047624,368,3.5047619047619047,,,,,,,,,,,,,,,,,,,"Henry Baez","sa3016584",692013
"Hayden Birdsong","SFG",5,7,,4.59981,27,20,0,0,,103.7,455,94,57,53,13,50,0,8,102,8.85246,4.33944,2.04,1.12825,0.224176,0.10989,0.11428571492433548,0.236776,1.38862,0.287234,0.691574,,,4.47554,0.894374,0.60945,999,,,,,,,393.0799774169923,3.790549556266456,379.49998474121094,3.6595949460887987,,,,,,,,,,,,,,,,,,,"Hayden Birdsong","31635",806185
"Riley Gowens","CHW",5,7,,4.81414,23,23,0,0,,110.3,479,110,64,59,18,41,0,5,98,7.99637,3.34542,2.39024,1.46872,0.204593,0.085595,0.11899790912866592,0.254042,1.36899,0.290221,0.691574,,,4.73078,0.892039,0.408753,999,,,,,,,366.8200225830079,3.3256574110055026,375.50001525878906,3.404351812053779,,,,,,,,,,,,,,,,,,,"Riley Gowens","sa3022948",803035
"Michael Forret","TBR",4,4,,4.51505,25,21,0,0,,89.7,388,85,49,45,12,34,0,6,78,7.82609,3.41137,2.29412,1.20401,0.201031,0.0876289,0.11340206116437912,0.244253,1.32664,0.282946,0.684932,,,4.47293,0.88924,0.626638,999,,,,,,,331.1799774169922,3.692084600717282,328.49998474121094,3.6622073123453815,,,,,,,,,,,,,,,,,,,"Michael Forret","sa3023479",702650
"Devin Williams","NYM",6,4,,3.10345,61,0,32,3,,58,231,38,22,20,5,24,1,3,79,12.2586,3.72414,3.29167,0.775862,0.341991,0.103896,0.2380952313542366,0.186275,1.06897,0.275,0.727273,,,2.92824,0.88924,0.806581,59.470001220703125,,,,,,,517.9000000000001,8.929310344827588,474,8.172413793103448,,,,,,,,,,,,,,,,,,,"Devin Williams","15816",642207
"Tomoyuki Sugano","COL",7,10,,4.88906,24,24,0,0,,130.7,573,156,77,71,23,32,1,4,80,5.5088,2.20352,2.5,1.58378,0.139616,0.0558464,0.08376963436603546,0.290503,1.43841,0.306452,0.712452,,,5.02496,0.888879,1.44374,999,,,,,,,330.6799774169922,2.5300687462750515,406.49998474121094,3.1101759313903186,,,,,,,,,,,,,,,,,,,"Tomoyuki Sugano","35321",608372
"Nathan Wiles",,6,5,,4.29907,24,16,0,0,,96.3,412,102,50,46,13,23,0,3,73,6.82243,2.14953,3.17391,1.21495,0.177184,0.0558252,0.12135922163724899,0.264249,1.29803,0.296667,0.702247,,,4.18394,0.888047,0.98771,999,,,,,,,355.5200225830079,3.6917965868799465,380.50001525878906,3.9511942180758175,,,,,,,,,,,,,,,,,,,"Nathan Wiles","25474",686249
"Ryan Bergert","KCR",3,4,,4.55696,26,23,0,1,,102.7,446,100,56,52,13,42,0,3,84,7.36125,3.68062,2,1.13924,0.188341,0.0941704,0.09417040646076202,0.249377,1.38267,0.286184,0.694669,,,4.45938,0.886276,0.855365,999,,,,,,,377.0799774169923,3.671664933028475,381.49998474121094,3.714702980307544,,,,,,,,,,,,,,,,,,,"Ryan Bergert","29863",686701
"Pete Fairbanks","MIA",5,3,,3.2316,58,0,26,4,,55.7,226,45,22,20,4,20,1,2,58,9.37163,3.2316,2.9,0.64632,0.256637,0.0884956,0.16814158111810684,0.220588,1.16697,0.288732,0.723906,,,3.17104,0.883551,0.789821,111.45999908447266,,,,,,,441.98000564575204,7.935008969332507,422.50000381469727,7.585278241069824,,,,,,,,,,,,,,,,,,,"Pete Fairbanks","17998",664126
"Grant Rogers","TOR",8,9,,4.79248,24,24,0,0,,127.7,560,139,74,68,18,34,0,9,77,5.42678,2.39624,2.26471,1.2686,0.1375,0.0607143,0.07678571715950966,0.268859,1.35474,0.28673,0.669824,,,4.77178,0.883271,0.424622,999,,,,,,,387.1799774169924,3.0319497781501084,429.49998474121094,3.3633515662125713,,,,,,,,,,,,,,,,,,,"Grant Rogers","sa3023522",814804
"Gordon Graceffo","STL",5,6,,4.25488,35,13,0,1,,97.3,416,96,50,46,11,31,0,3,78,7.2148,2.86742,2.51613,1.01747,0.1875,0.0745192,0.11298076808452606,0.251309,1.30524,0.290102,0.689964,,,4.04983,0.882929,0.757021,999,,,,,,,393.1200225830079,4.040287875159587,401.50001525878906,4.126413182589675,,,,,,,,,,,,,,,,,,,"Gordon Graceffo","29519",700669
"Joey Wentz","ATL",5,5,,4.53527,33,12,0,0,,89.3,395,89,49,45,11,37,1,2,88,8.86898,3.729,2.37838,1.10862,0.222785,0.0936709,0.12911392748355865,0.25,1.41097,0.303502,0.696203,,,4.07579,0.870083,0.501622,748.4600219726562,,,,,,,353.1200225830079,3.9543114279440883,362.50001525878906,4.059350536065335,,,,,,,,,,,,,,,,,,,"Joey Wentz","19962",666214
"AJ Blubaugh","HOU",7,8,,4.41101,29,20,0,1,,116.3,502,109,62,57,17,49,0,4,105,8.12554,3.79192,2.14286,1.31556,0.209163,0.0976096,0.11155378818511963,0.242762,1.35856,0.281346,0.71535,,,4.59687,0.868753,0.822186,748.5399780273438,,,,,,,423.120022583008,3.638177226828652,415.50001525878906,3.572656959208128,,,,,,,,,,,,,,,,,,,"AJ Blubaugh","31764",805123
"Kyle Gibson",,6,8,,4.875,22,22,0,0,,120,533,128,70,65,18,47,0,4,102,7.65,3.525,2.17021,1.35,0.19137,0.0881801,0.10318949818611145,0.26556,1.45833,0.303867,0.700935,,,4.66014,0.863618,0.454711,999,,,,,,,384.8,3.2066666666666666,417,3.475,,,,,,,,,,,,,,,,,,,"Kyle Gibson","10123",502043
"Nabil Crismatt","TEX",4,7,,4.8932,26,18,0,0,,103,439,108,61,56,15,27,0,3,69,6.02913,2.35922,2.55556,1.31068,0.157175,0.0615034,0.09567197412252426,0.264059,1.31068,0.286154,0.649123,,,4.56232,0.85908,0.0730592,999,,,,,,,344.90000000000003,3.3485436893203886,368,3.5728155339805827,,,,,,,,,,,,,,,,,,,"Nabil Crismatt","17732",622503
"Michael Soroka","ARI",6,6,,4.02399,24,16,5,1,,91.7,391,80,44,41,11,36,0,9,90,8.83315,3.53326,2.5,1.07961,0.230179,0.0920716,0.13810741901397705,0.231214,1.26499,0.281633,0.715706,,,4.20384,0.858788,1.33125,710.3599853515625,,,,,,,409.2799774169921,4.463249629637394,389.49998474121094,4.247546321741479,,,,,,,,,,,,,,,,,,,"Michael Soroka","18383",647336
"A.J. Puk","ARI",6,3,,3.18718,55,2,7,1,,59.3,246,49,23,21,7,19,2,4,74,11.231,2.88364,3.89474,1.06239,0.300813,0.0772358,0.22357724606990814,0.219731,1.14671,0.295775,0.773196,,,3.3375,0.858339,0.970553,748.5,,,,,,,343.31999435424814,5.789544667307254,323.49999618530273,5.455311978876484,,,,,,,,,,,,,,,,,,,"A.J. Puk","19343",640462
"Landon Knack","LAD",6,8,,5.2377,26,22,0,1,,122,529,122,77,71,21,48,0,3,105,7.7459,3.54098,2.1875,1.54918,0.198488,0.0907372,0.10775047540664673,0.25523,1.39344,0.286932,0.661451,,,4.90563,0.8561,-0.071141,999,,,,,,,388.30000000000024,3.182786885245904,398,3.262295081967213,,,,,,,,,,,,,,,,,,,"Landon Knack","27487",689017
"Joander Suarez","NYM",5,7,,4.5645,21,17,0,0,,90.7,390,94,50,46,13,25,0,4,72,7.14443,2.48071,2.88,1.28997,0.184615,0.0641026,0.12051282078027725,0.260388,1.31202,0.293478,0.684524,,,4.36998,0.854906,0.490703,999,,,,,,,323.87997741699223,3.5708929251873496,341.49998474121094,3.765159826147374,,,,,,,,,,,,,,,,,,,"Joander Suarez","sa3008263",680933
"Tanner Scott","LAD",5,3,,3.35494,63,0,4,15,,61.7,255,49,25,23,6,23,2,3,71,10.3566,3.35494,3.08696,0.875203,0.278431,0.0901961,0.188235305249691,0.213974,1.16694,0.282895,0.738994,,,3.36204,0.854706,0.763089,712.8099975585938,,,,,,,399.380005645752,6.472933560896202,374.50000381469727,6.069692045119769,,,,,,,,,,,,,,,,,,,"Tanner Scott","17586",656945
"Matt Strahm","KCR",4,2,,3.35593,58,1,2,16,,59,238,49,24,22,6,17,1,3,61,9.30509,2.59322,3.58824,0.915254,0.256303,0.0714286,0.18487396091222763,0.224771,1.11864,0.284768,0.729167,,,3.40632,0.853603,0.786034,720.1400146484375,,,,,,,371.4,6.294915254237288,353,5.983050847457627,,,,,,,,,,,,,,,,,,,"Matt Strahm","13799",621381
"Mike Vasil","CHW",5,5,,4.2333,37,12,0,0,,106.3,464,103,54,50,12,44,2,7,86,7.28128,3.72531,1.95455,1.01599,0.185345,0.0948276,0.09051724523305893,0.249395,1.38288,0.288889,0.714286,,,4.42394,0.849837,0.844914,999,,,,,,,390.22002258300785,3.6709314334921372,394.50001525878906,3.7111947688910765,,,,,,,,,,,,,,,,,,,"Mike Vasil","30105",678024
"Jaron DeBerry","MIL",4,4,,4.51472,20,17,0,0,,91.7,398,90,50,46,13,29,0,5,76,7.45911,2.84624,2.62069,1.2759,0.190955,0.0728643,0.11809045076370239,0.247253,1.29771,0.28,0.684524,,,4.43285,0.848649,0.693589,999,,,,,,,334.6799774169922,3.6497272470564432,339.49998474121094,3.7022900331483477,,,,,,,,,,,,,,,,,,,"Jaron DeBerry","sa3029984",809229
"Brent Headrick","NYY",3,3,,4.07812,31,7,0,1,,64,267,57,31,29,9,18,0,3,68,9.5625,2.53125,3.77778,1.26562,0.254682,0.0674157,0.18726591765880585,0.231707,1.17188,0.284024,0.705128,,,3.82264,0.848031,0.547553,999,,,,,,,291.70000000000005,4.557812500000001,280,4.375,,,,,,,,,,,,,,,,,,,"Brent Headrick","27702",687396
"Ronel Blanco","HOU",7,7,,4.19945,25,18,0,1,,109.3,462,98,55,51,17,47,0,2,105,8.64593,3.87008,2.23404,1.39982,0.227273,0.101732,0.12554113566875458,0.237288,1.32662,0.278351,0.742574,,,4.5807,0.847399,1.11817,999,,,,,,,411.9200225830078,3.7687100739416044,392.50001525878906,3.5910338911237267,,,,,,,,,,,,,,,,,,,"Ronel Blanco","19407",669854
"Alan Rangel","PHI",4,6,,5.04898,25,21,0,1,,112.3,486,116,68,63,18,38,0,2,92,7.37311,3.04541,2.42105,1.44256,0.1893,0.0781893,0.111111119389534,0.26009,1.37133,0.291667,0.667702,,,4.64894,0.846804,0.339253,999,,,,,,,376.02002258300786,3.348352736995959,395.50001525878906,3.5218166029479763,,,,,,,,,,,,,,,,,,,"Alan Rangel","19524",660604
"Connor Thomas","ATL",5,5,,4.46367,31,11,0,0,,86.7,379,94,46,43,10,25,0,4,59,6.12457,2.59516,2.36,1.03806,0.155673,0.0659631,0.08970975875854492,0.268571,1.37255,0.298932,0.695238,,,4.277,0.845629,0.637845,999,,,,,,,305.1799774169922,3.51995372732455,334.49998474121094,3.8581314476965827,,,,,,,,,,,,,,,,,,,"Connor Thomas","25873",671162
"Sean Boyle","SDP",7,8,,4.55191,24,20,0,0,,112.7,489,112,62,57,15,36,0,11,89,7.10736,2.87489,2.47222,1.19787,0.182004,0.0736196,0.10838446021080017,0.253394,1.31322,0.286982,0.677165,,,4.53709,0.844487,0.602613,999,,,,,,,395.27997741699227,3.507364579597334,405.49998474121094,3.5980478768552056,,,,,,,,,,,,,,,,,,,"Sean Boyle","sa3007618",682044
"Kyle Wright","CHC",5,5,,4.21519,15,15,0,0,,79,338,73,40,37,9,29,0,6,67,7.63291,3.3038,2.31034,1.02532,0.198225,0.0857988,0.1124260425567627,0.240924,1.29114,0.281938,0.693512,,,4.24906,0.844479,0.891168,999,,,,,,,313.1,3.9632911392405066,307,3.8860759493670884,,,,,,,,,,,,,,,,,,,"Kyle Wright","19665",657140
"Andrés Muñoz","SEA",5,2,,2.88925,62,0,28,3,,62.3,251,42,22,20,5,24,3,5,81,11.7014,3.46709,3.375,0.722311,0.322709,0.0956175,0.22709164023399353,0.189189,1.05939,0.272059,0.745763,,,2.97462,0.844065,0.892129,41.189998626708984,,,,,,,517.319994354248,8.303691824870981,473.49999618530273,7.600321059131421,,,,,,,,,,,,,,,,,,,"Andres Munoz","20373",662253
"Sammy Peralta","COL",4,4,,4.05184,31,5,0,1,,73.3,310,69,36,33,9,21,2,4,64,7.85812,2.57844,3.04762,1.10505,0.206452,0.0677419,0.1387096717953682,0.242105,1.22783,0.283019,0.697674,,,4.00826,0.842613,0.6077,999,,,,,,,309.3200225830078,4.219918277010085,306.50001525878906,4.1814461459485415,,,,,,,,,,,,,,,,,,,"Sammy Peralta","25589",671111
"Brad Lord","WSN",6,7,,4.5278,40,17,6,14,,113.3,489,115,62,57,14,36,0,7,84,6.67255,2.85966,2.33333,1.11209,0.171779,0.0736196,0.09815950691699982,0.257848,1.33274,0.29023,0.677321,,,4.39727,0.84218,0.67539,999,,,,,,,492.2200225830079,4.344395492718138,509.50001525878906,4.496910869684962,,,,,,,,,,,,,,,,,,,"Brad Lord","31972",695418
"Ryan Feltner","COL",4,6,,5.21053,20,20,0,1,,95,425,98,59,55,13,44,0,4,80,7.57895,4.16842,1.81818,1.23158,0.188235,0.103529,0.0847058892250061,0.259947,1.49474,0.299296,0.670436,,,4.74566,0.840828,0.783149,999,,,,,,,308.3,3.245263157894737,326,3.431578947368421,,,,,,,,,,,,,,,,,,,"Ryan Feltner","21446",663372
"Alex Vesia","LAD",5,3,,3.41021,68,0,1,18,,60.7,248,45,25,23,7,25,3,3,77,11.4168,3.70675,3.08,1.03789,0.310484,0.100806,0.20967742055654526,0.204545,1.15321,0.279412,0.747508,,,3.4811,0.840547,0.708362,743.4199829101562,,,,,,,393.08000564575195,6.475782548684052,359.50000381469727,5.922570004878665,,,,,,,,,,,,,,,,,,,"Alex Vesia","25007",681911
"Josh Hader","HOU",6,3,,3.12614,54,0,29,3,,54.7,218,37,21,19,7,21,1,2,78,12.8336,3.45521,3.71429,1.15174,0.357798,0.0963303,0.261467881500721,0.189744,1.06033,0.272727,0.767635,,,3.20826,0.834228,0.735024,124.38999938964844,,,,,,,466.480005645752,8.52797073381036,426.50000381469727,7.797074915283385,,,,,,,,,,,,,,,,,,,"Josh Hader","14212",623352
"Noah Schultz","CHW",4,5,,4.74725,23,23,0,0,,91,406,88,52,48,11,41,0,10,80,7.91209,4.05494,1.95122,1.08791,0.197044,0.100985,0.09605910629034042,0.247887,1.41758,0.291667,0.677817,,,4.62964,0.833535,0.411842,999,,,,,,,316.2999999999999,3.4758241758241746,319,3.5054945054945055,,,,,,,,,,,,,,,,,,,"Noah Schultz","32056",702273
"Gabriel Hughes","COL",4,7,,4.97872,22,22,0,0,,94,415,103,56,52,13,34,0,3,64,6.12766,3.25532,1.88235,1.24468,0.154217,0.0819277,0.07228916138410568,0.272487,1.45745,0.299003,0.681818,,,4.75216,0.825634,0.983218,999,,,,,,,284.90000000000003,3.0308510638297874,318,3.382978723404255,,,,,,,,,,,,,,,,,,,"Gabriel Hughes","sa3020661",687312
"Tate Kuehner","MIL",6,6,,4.43861,22,21,0,0,,95.3,429,89,51,47,11,49,0,7,90,8.49948,4.62749,1.83673,1.03882,0.20979,0.114219,0.09557110071182251,0.238606,1.44806,0.286765,0.709625,,,4.50974,0.823959,0.840248,999,,,,,,,350.52002258300774,3.6780693741703128,345.50001525878906,3.625393538247282,,,,,,,,,,,,,,,,,,,"Tate Kuehner","sa3023099",804249
"Thomas Harrington","PIT",6,8,,4.51302,23,21,0,1,,103.7,449,107,56,52,14,32,0,5,79,6.85632,2.77724,2.46875,1.21504,0.175947,0.0712695,0.10467705875635147,0.259709,1.34041,0.291536,0.695142,,,4.43697,0.823102,1.00082,999,,,,,,,367.9799774169922,3.548505190416303,387.49998474121094,3.7367405607023927,,,,,,,,,,,,,,,,,,,"Thomas Harrington","31989",802419
"Randy Vásquez","SDP",6,7,,4.68,26,25,0,1,,125,544,126,70,65,17,45,1,9,86,6.192,3.24,1.91111,1.224,0.158088,0.0827206,0.07536765187978745,0.257143,1.368,0.281654,0.686141,,,4.82314,0.822555,0.583091,721.1699829101562,,,,,,,402.29999999999995,3.2183999999999995,418,3.344,,,,,,,,,,,,,,,,,,,"Randy Vasquez","24719",681190
"Jake Woodford","MIL",4,6,,4.59783,30,12,0,1,,92,402,95,51,47,11,30,1,6,67,6.55435,2.93478,2.23333,1.07609,0.166667,0.0746269,0.0920398086309433,0.259563,1.3587,0.291667,0.675182,,,4.40688,0.822275,0.389003,999,,,,,,,328.5,3.5706521739130435,347,3.7717391304347827,,,,,,,,,,,,,,,,,,,"Jake Woodford","18674",663765
"Bobby Miller","LAD",4,6,,5.03696,28,17,0,1,,94.7,416,91,57,53,13,41,1,4,90,8.55333,3.89652,2.19512,1.23548,0.216346,0.0985577,0.11778846383094788,0.245283,1.39388,0.291045,0.659051,,,4.44453,0.820581,0.122375,999,,,,,,,353.2799774169922,3.730517305191421,353.49998474121094,3.732840508267541,,,,,,,,,,,,,,,,,,,"Bobby Miller","27483",676272
"Michael Lorenzen","COL",6,9,,4.93344,25,24,0,0,,127.7,555,134,76,70,21,48,0,5,97,6.83634,3.38293,2.02083,1.48003,0.174775,0.0864865,0.08828829228878021,0.266932,1.42522,0.294271,0.694626,,,4.99888,0.820434,1.33214,999,,,,,,,373.27997741699244,2.9231009110226194,400.49998474121094,3.136256807457378,,,,,,,,,,,,,,,,,,,"Michael Lorenzen","14843",547179
"Quinn Mathews","STL",5,6,,4.35341,24,24,0,0,,101.3,450,92,53,49,12,54,0,6,101,8.97335,4.79763,1.87037,1.06614,0.224444,0.12,0.10444445163011551,0.235897,1.44126,0.288809,0.719814,,,4.45794,0.819648,0.947956,999,,,,,,,384.82002258300787,3.7988155082916384,372.50001525878906,3.677196486050108,,,,,,,,,,,,,,,,,,,"Quinn Mathews","sa3023407",687273
"Dane Dunning","SEA",4,5,,4.36634,27,17,0,1,,101,438,99,53,49,13,35,1,6,88,7.84158,3.11881,2.51429,1.15842,0.200913,0.0799087,0.12100455909967422,0.24937,1.32673,0.290541,0.699482,,,4.28365,0.818877,0.436645,999,,,,,,,387.10000000000014,3.832673267326734,393,3.891089108910891,,,,,,,,,,,,,,,,,,,"Dane Dunning","19409",641540
"Charlie Barnes","LAD",6,6,,4.4873,18,18,0,0,,106.3,455,104,57,53,16,33,0,6,89,7.53528,2.79398,2.69697,1.35466,0.195604,0.0725275,0.1230769231915474,0.25,1.28881,0.282958,0.69808,,,4.51801,0.816364,0.877139,999,,,,,,,380.42002258300784,3.5787395264493087,384.50001525878906,3.6171213943575786,,,,,,,,,,,,,,,,,,,"Charlie Barnes","19865",656212
"Tyler Wells","BAL",4,5,,4.44156,19,15,0,7,,77,313,71,41,38,13,20,0,2,66,7.71429,2.33766,3.3,1.51948,0.210863,0.0638978,0.14696485549211502,0.243986,1.18182,0.273585,0.686813,,,4.4728,0.809875,0.5375,748.469970703125,,,,,,,319.30000000000007,4.1467532467532475,310,4.025974025974026,,,,,,,,,,,,,,,,,,,"Tyler Wells","20000",669330
