Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Sean Manaea","NYM",5,5,,4.51327,22,18,0,1,,101.7,428,94,55,51,16,31,0,6,104,9.20354,2.74336,3.35484,1.41593,0.242991,0.0724299,0.17056075483560562,0.240409,1.22911,0.287823,0.682261,,,4.22658,1.12501,0.661013,423.3599853515625,,,,,,,412.37997741699235,4.0548671562582586,401.49998474121094,3.947885907465119,,,,,,,,,,,,,,,,,,,"Sean Manaea","15873",640455
"Will Dion","CLE",5,5,,4.04082,27,17,0,0,,98,421,98,48,44,12,32,0,2,80,7.34694,2.93878,2.5,1.10204,0.190024,0.0760095,0.11401424556970596,0.25323,1.32653,0.291525,0.724382,,,4.13514,1.12397,1.07554,999,,,,,,,380.8,3.8857142857142857,392,4,,,,,,,,,,,,,,,,,,,"Will Dion","30061",702021
"Bryan Abreu","HOU",4,2,,2.80057,69,0,5,13,,70.7,293,51,24,22,6,31,0,4,94,11.9661,3.94625,3.03226,0.763791,0.320819,0.105802,0.21501706540584564,0.197674,1.15983,0.28481,0.788043,,,3.06441,1.1215,1.28349,181.6999969482422,,,,,,,476.7799774169922,6.743705770822475,435.49998474121094,6.15983031880511,,,,,,,,,,,,,,,,,,,"Bryan Abreu","16609",650556
"Chris Paddack","CIN",6,7,,4.69126,26,23,0,1,,124.7,532,131,70,65,21,32,0,3,99,7.14515,2.30954,3.09375,1.51564,0.18609,0.0601504,0.12593985348939896,0.263581,1.30714,0.291777,0.696108,,,4.5786,1.1158,0.899835,748.510009765625,,,,,,,420.8799774169921,3.3751402383087625,447.49998474121094,3.588612635868385,,,,,,,,,,,,,,,,,,,"Chris Paddack","20099",663978
"Thomas White","MIA",4,5,,4.26456,25,25,0,0,,101.3,450,91,52,48,12,50,0,8,106,9.41757,4.44225,2.12,1.06614,0.235556,0.111111,0.12444444745779037,0.232143,1.39191,0.288321,0.716586,,,4.29999,1.1152,1.23656,999,,,,,,,403.42002258300784,3.9824285333622944,388.50001525878906,3.835143174282931,,,,,,,,,,,,,,,,,,,"Thomas White","sa3023268",806258
"Hunter Barco","PIT",3,3,,4.15225,26,21,0,1,,86.7,382,81,43,40,10,37,0,8,83,8.61592,3.84083,2.24324,1.03806,0.217277,0.0968586,0.12041884660720825,0.240356,1.36102,0.290984,0.721154,,,4.277,1.11422,1.19397,999,,,,,,,342.97997741699214,3.9559399018403996,338.49998474121094,3.904267550819953,,,,,,,,,,,,,,,,,,,"Hunter Barco","33174",682995
"JR Ritchie","ATL",6,7,,4.34746,24,24,0,0,,118,505,110,62,57,15,43,0,9,104,7.9322,3.27966,2.4186,1.14407,0.205941,0.0851485,0.12079207599163055,0.242826,1.29661,0.284431,0.689394,,,4.347,1.11163,1.24415,999,,,,,,,454.70000000000005,3.853389830508475,447,3.788135593220339,,,,,,,,,,,,,,,,,,,"JR Ritchie","31760",702275
"Jordan Montgomery","TEX",5,6,,4.72277,19,17,0,1,,101,438,102,57,53,13,36,1,3,82,7.30693,3.20792,2.27778,1.15842,0.187215,0.0821918,0.10502283275127411,0.255639,1.36634,0.292763,0.676127,,,4.34306,1.10779,0.416152,999,,,,,,,373.3000000000001,3.696039603960397,387,3.8316831683168315,,,,,,,,,,,,,,,,,,,"Jordan Montgomery","16511",656756
"Emmanuel Clase","CLE",6,2,,2.68657,61,0,0,0,,60.3,239,49,19,18,4,13,2,2,59,8.80597,1.9403,4.53846,0.597015,0.246862,0.0543933,0.19246861338615417,0.21875,1.02819,0.279503,0.762411,,,2.78688,1.10485,1.23843,999,,,,,,,342.619994354248,5.681923693021753,322.49999618530273,5.348258710873969,,,,,,,,,,,,,,,,,,,"Emmanuel Clase","21032",661403
"Justin Hagenman","NYM",3,4,,4.37722,30,12,0,1,,84.3,357,86,44,41,12,20,0,3,73,7.79359,2.13523,3.65,1.28114,0.204482,0.0560224,0.14845938608050346,0.257485,1.25741,0.297189,0.695067,,,4.07227,1.10455,0.70157,999,,,,,,,333.62002258300777,3.9575327462108696,346.50001525878906,4.110320316904946,,,,,,,,,,,,,,,,,,,"Justin Hagenman","21546",663795
"Leandro Lopez","TEX",3,4,,4.5,22,21,0,0,,88,385,82,48,44,11,38,0,2,84,8.59091,3.88636,2.21053,1.125,0.218182,0.0987013,0.11948052048683167,0.237681,1.36364,0.284,0.688336,,,4.21468,1.10332,0.536374,999,,,,,,,350.7000000000001,3.9852272727272737,345,3.9204545454545454,,,,,,,,,,,,,,,,,,,"Leandro Lopez","sa3016748",699214
"Kumar Rocker","TEX",4,5,,4.08528,17,16,0,1,,72.7,313,70,36,33,9,22,0,3,68,8.41816,2.72352,3.09091,1.11417,0.217252,0.0702875,0.14696486294269562,0.243056,1.26547,0.2891,0.70529,,,3.90543,1.10227,0.816199,720.72998046875,,,,,,,310.27997741699227,4.267950349955201,311.49998474121094,4.284731744390296,,,,,,,,,,,,,,,,,,,"Kumar Rocker","31843",677958
"Aaron Civale","ATH",5,7,,4.70085,23,20,0,0,,105.3,449,104,59,55,17,32,1,5,92,7.86325,2.73504,2.875,1.45299,0.2049,0.0712695,0.13363028317689896,0.252427,1.29155,0.287129,0.686275,,,4.54064,1.10109,0.708751,748.5800170898438,,,,,,,372.7200225830079,3.5396012514815016,378.50001525878906,3.5944919685590704,,,,,,,,,,,,,,,,,,,"Aaron Civale","19479",650644
"Jhonathan Díaz","SEA",7,7,,4.13703,26,21,0,0,,115.3,496,117,57,53,13,32,0,8,88,6.86904,2.49783,2.75,1.01474,0.177419,0.0645161,0.11290322244167328,0.256579,1.29228,0.292958,0.703364,,,4.11519,1.0987,0.944277,999,,,,,,,445.12002258300794,3.860537821349362,463.50001525878906,4.019947987778677,,,,,,,,,,,,,,,,,,,"Jhonathan Diaz","20298",646242
"Jameson Taillon","CHC",8,8,,4.4898,25,25,0,0,,132.3,553,132,71,66,23,33,0,3,103,7.0068,2.2449,3.12121,1.56463,0.186257,0.0596745,0.1265822798013687,0.255319,1.24717,0.278772,0.707831,,,4.65441,1.08884,1.08491,504.4700012207031,,,,,,,450.9200225830079,3.4083145289618852,460.50001525878906,3.4807256586277955,,,,,,,,,,,,,,,,,,,"Jameson Taillon","11674",592791
"J.T. Ginn","ATH",5,6,,4.54455,24,20,0,1,,101,440,96,55,51,14,38,1,9,98,8.73267,3.38614,2.57895,1.24752,0.222727,0.0863636,0.13636363297700882,0.244275,1.32673,0.291815,0.690559,,,4.39256,1.08455,0.825127,748.3499755859375,,,,,,,384.6,3.807920792079208,382,3.782178217821782,,,,,,,,,,,,,,,,,,,"J.T. Ginn","27889",669372
"Tyler Mahle","SFG",5,5,,3.81443,18,18,0,0,,87.3,360,81,40,37,10,28,0,1,71,7.31959,2.8866,2.53571,1.03093,0.197222,0.0777778,0.11944443732500076,0.244713,1.24857,0.284,0.726316,,,3.99424,1.08225,1.39864,322.7200012207031,,,,,,,367.42002258300784,4.208705724387826,361.50001525878906,4.140893500822279,,,,,,,,,,,,,,,,,,,"Tyler Mahle","16358",641816
"David Davalillo","TEX",5,5,,4.54455,23,22,0,0,,101,436,98,55,51,14,33,0,5,85,7.57426,2.94059,2.57576,1.24752,0.194954,0.0756881,0.11926605552434921,0.246231,1.29703,0.280936,0.682226,,,4.38266,1.07723,0.62624,999,,,,,,,376.40000000000003,3.726732673267327,379,3.7524752475247523,,,,,,,,,,,,,,,,,,,"David Davalillo","sa3020448",699314
"Jeremiah Estrada","SDP",5,3,,3.20951,69,0,0,15,,67.3,278,49,26,24,8,28,2,2,96,12.838,3.74443,3.42857,1.06984,0.345324,0.100719,0.24460431933403015,0.197581,1.14413,0.284722,0.775076,,,3.16485,1.07515,0.872874,623.5800170898438,,,,,,,434.2200225830079,6.452005986523748,394.50001525878906,5.861812739523867,,,,,,,,,,,,,,,,,,,"Jeremiah Estrada","22210",669093
"Eric Lauer","LAD",6,7,,4.30543,28,18,0,4,,108.7,462,105,56,52,17,36,2,3,97,8.03128,2.98068,2.69444,1.40754,0.209957,0.0779221,0.13203462958335876,0.248227,1.29715,0.28479,0.725256,,,4.45988,1.06777,0.946231,720.5399780273438,,,,,,,415.2799774169922,3.8204230825758803,415.49998474121094,3.8224470690560595,,,,,,,,,,,,,,,,,,,"Eric Lauer","19316",641778
"Sean Burke","CHW",6,9,,4.65643,27,22,0,0,,123.7,538,117,69,64,19,55,0,5,119,8.65804,4.00162,2.16364,1.38238,0.22119,0.10223,0.11895910650491714,0.24477,1.39046,0.288235,0.708391,,,4.66303,1.06726,0.674931,748.5599975585938,,,,,,,435.4799774169922,3.5204526124540094,429.49998474121094,3.472109905717457,,,,,,,,,,,,,,,,,,,"Sean Burke","29878",680732
"Austin Peterson","CLE",6,8,,4.34679,25,24,0,0,,126.3,541,134,66,61,19,31,0,5,92,6.55582,2.20903,2.96774,1.35392,0.170055,0.0573013,0.11275415495038033,0.265347,1.30641,0.291878,0.715318,,,4.48906,1.06706,1.08185,999,,,,,,,428.520022583008,3.392874206086917,460.50001525878906,3.64608079280945,,,,,,,,,,,,,,,,,,,"Austin Peterson","sa3020868",804926
"David Bednar","NYY",6,4,,3.19355,62,0,33,2,,62,252,48,24,22,6,20,3,2,77,11.1774,2.90323,3.85,0.870968,0.305556,0.0793651,0.2261904701590538,0.208696,1.09677,0.285714,0.738255,,,2.97385,1.06032,0.798055,64.05999755859375,,,,,,,521.2,8.406451612903227,493,7.951612903225806,,,,,,,,,,,,,,,,,,,"David Bednar","19569",670280
"Grant Taylor","CHW",3,3,,3.55476,46,8,5,15,,55.7,237,50,24,22,5,19,1,0,59,9.53321,3.07002,3.10526,0.807899,0.248945,0.0801688,0.16877637058496475,0.229358,1.23878,0.292208,0.725806,,,3.20695,1.05511,0.779869,506.67999267578125,,,,,,,366.680005645752,6.58312388910641,359.50000381469727,6.4542190106017765,,,,,,,,,,,,,,,,,,,"Grant Taylor","33927",691799
"TJ Nichols","TBR",6,9,,4.65663,22,20,0,0,,106.3,455,107,59,55,16,30,0,6,86,7.28128,2.53998,2.86667,1.35466,0.189011,0.0659341,0.1230769231915474,0.25537,1.28881,0.287066,0.680628,,,4.48979,1.05308,0.67113,999,,,,,,,375.6200225830078,3.5335843066732298,387.50001525878906,3.645343406717628,,,,,,,,,,,,,,,,,,,"TJ Nichols","sa3023039",694375
"Tyler Uberstine","BOS",5,5,,4.37934,22,18,0,0,,100.7,438,100,53,49,14,36,0,5,91,8.13307,3.21748,2.52778,1.25124,0.207763,0.0821918,0.12557077407836914,0.251889,1.35055,0.294521,0.713058,,,4.35659,1.04985,1.06955,999,,,,,,,371.97997741699214,3.6939422908640456,380.49998474121094,3.7785501119407225,,,,,,,,,,,,,,,,,,,"Tyler Uberstine","29961",700413
"Nestor Cortes",,6,6,,4.18812,20,19,0,0,,101,421,94,51,47,16,31,0,3,94,8.37624,2.76238,3.03226,1.42574,0.223278,0.0736342,0.1496437042951584,0.242894,1.23762,0.281588,0.721248,,,4.34306,1.04362,1.03667,999,,,,,,,392.20000000000016,3.883168316831685,383,3.792079207920792,,,,,,,,,,,,,,,,,,,"Nestor Cortes","17874",641482
"Tobias Myers","NYM",6,6,,4.39024,29,20,0,11,,110.7,477,112,58,54,15,36,0,4,91,7.39837,2.92683,2.52778,1.21951,0.190776,0.0754717,0.11530397832393646,0.256293,1.33695,0.293051,0.708661,,,4.33658,1.04205,0.864854,999,,,,,,,449.4799774169922,4.060343178032306,464.49998474121094,4.196025271422438,,,,,,,,,,,,,,,,,,,"Tobias Myers","22191",668964
"Carlos Rodriguez","MIL",5,6,,4.57478,23,18,0,1,,102.3,445,95,56,52,14,42,0,7,93,8.18182,3.69501,2.21429,1.23167,0.208989,0.094382,0.11460674554109573,0.239899,1.3392,0.280277,0.689949,,,4.53299,1.04168,0.732695,999,,,,,,,380.8200225830078,3.722580754864056,372.50001525878906,3.6412512624298348,,,,,,,,,,,,,,,,,,,"Carlos Rodriguez","30161",692230
"Martín Pérez","ATL",6,5,,4.19385,22,19,0,0,,107.3,466,110,54,50,13,39,0,4,82,6.87791,3.2712,2.10256,1.0904,0.175966,0.083691,0.09227468073368073,0.260047,1.38863,0.295732,0.7263,,,4.38397,1.03727,1.33822,999,,,,,,,383.1200225830079,3.570549969119796,402.50001525878906,3.7511649935800744,,,,,,,,,,,,,,,,,,,"Martin Perez","6902",527048
"Cristian Javier","HOU",5,6,,4.29036,19,18,0,0,,92.3,390,79,48,44,13,42,0,3,90,8.77573,4.09534,2.14286,1.26761,0.230769,0.107692,0.1230769231915474,0.228986,1.31094,0.272727,0.710117,,,4.47858,1.03261,0.841652,470.2799987792969,,,,,,,362.7200225830079,3.929794264249486,337.50001525878906,3.656554757311696,,,,,,,,,,,,,,,,,,,"Cristian Javier","17606",664299
"Trey Gibson","BAL",6,6,,4.52991,24,21,0,0,,105.3,456,100,57,53,14,38,0,9,96,8.20513,3.24786,2.52632,1.19658,0.210526,0.0833333,0.12719298154115677,0.244499,1.31054,0.287625,0.684122,,,4.3792,1.0326,0.665324,999,,,,,,,398.02002258300786,3.7798671514507953,395.50001525878906,3.755935458657015,,,,,,,,,,,,,,,,,,,"Trey Gibson","33794",694346
"Mason Montgomery","PIT",4,3,,3.82746,45,11,2,12,,82.3,353,74,38,35,9,33,0,4,89,9.73269,3.60875,2.69697,0.984204,0.252125,0.0934844,0.15864022076129913,0.234177,1.30012,0.298165,0.730932,,,3.74267,1.03121,1.13999,748.4400024414062,,,,,,,430.92002258300784,5.2359660583731165,419.50001525878906,5.097205342689585,,,,,,,,,,,,,,,,,,,"Mason Montgomery","29770",682254
"Colin Rea","CHC",7,8,,4.46617,27,22,0,1,,133,564,133,71,66,20,38,0,6,102,6.90226,2.57143,2.68421,1.35338,0.180851,0.0673759,0.11347517371177673,0.255769,1.28571,0.28392,0.699301,,,4.54867,1.02897,1.07007,748.260009765625,,,,,,,468.40000000000003,3.5218045112781957,481,3.6165413533834587,,,,,,,,,,,,,,,,,,,"Colin Rea","12317",607067
"Kendry Rojas","MIN",4,5,,4.46281,23,22,0,0,,84.7,376,84,45,42,10,33,0,5,76,8.07556,3.50649,2.30303,1.06257,0.202128,0.087766,0.1143617108464241,0.248521,1.38135,0.293651,0.699029,,,4.22132,1.02421,0.736775,999,,,,,,,323.37997741699223,3.8179455616108315,331.49998474121094,3.913813420132487,,,,,,,,,,,,,,,,,,,"Kendry Rojas","29423",696070
"Josh Winckowski","TOR",5,4,,4.07589,32,9,0,0,,81.7,352,82,40,37,10,25,1,3,67,7.38066,2.75398,2.68,1.10159,0.190341,0.0710227,0.11931817978620529,0.253086,1.30967,0.291498,0.72043,,,4.11433,1.02224,0.732384,999,,,,,,,318.3799774169922,3.8969398936292405,328.49998474121094,4.020807796961353,,,,,,,,,,,,,,,,,,,"Josh Winckowski","22387",670174
"Daniel Eagen","ARI",8,7,,4.09471,23,23,0,0,,107.7,465,101,53,49,13,47,0,1,95,7.93872,3.92758,2.02128,1.08635,0.204301,0.101075,0.10322580486536026,0.242206,1.37419,0.28479,0.731895,,,4.2772,1.01366,1.52655,999,,,,,,,420.47997741699226,3.9041781739238486,415.49998474121094,3.857938686301815,,,,,,,,,,,,,,,,,,,"Daniel Eagen","sa3030728",811666
"Kutter Crawford","BOS",6,7,,4.46991,21,18,0,1,,104.7,438,100,56,52,16,32,0,4,90,7.73639,2.75072,2.8125,1.37536,0.205479,0.0730594,0.1324201002717018,0.248756,1.26075,0.283784,0.693431,,,4.43409,1.01247,1.03513,999,,,,,,,393.97997741699214,3.762941632288239,391.49998474121094,3.7392549775789066,,,,,,,,,,,,,,,,,,,"Kutter Crawford","20531",676710
"Luis Ortiz","CLE",7,7,,3.9793,23,17,0,0,,106.3,454,96,51,47,14,43,1,4,102,8.63594,3.64064,2.37209,1.18532,0.22467,0.0947137,0.1299559473991394,0.235872,1.30762,0.281787,0.737018,,,4.25461,1.01213,1.32013,999,,,,,,,427.8200225830079,4.02464732173809,412.50001525878906,3.880526843051373,,,,,,,,,,,,,,,,,,,"Luis Ortiz","27646",682847
"Coleman Crow","MIL",4,4,,4.12941,18,17,0,0,,85,363,81,42,39,11,25,0,6,72,7.62353,2.64706,2.88,1.16471,0.198347,0.0688705,0.12947658449411392,0.243976,1.24706,0.281125,0.706402,,,4.21749,1.01085,1.1022,999,,,,,,,334.1,3.9305882352941177,333,3.9176470588235293,,,,,,,,,,,,,,,,,,,"Coleman Crow","27926",689441
"Jedixson Paez","BOS",4,4,,4.40154,20,13,0,6,,77.7,331,80,41,38,11,18,0,3,62,7.18147,2.08494,3.44444,1.27413,0.187311,0.0543807,0.13293050602078438,0.258065,1.26126,0.291139,0.690073,,,4.19048,1.00949,0.615202,999,,,,,,,316.6799774169922,4.075675545108969,330.49998474121094,4.2535392242211385,,,,,,,,,,,,,,,,,,,"Jedixson Paez","29114",699151
"Steven Matz","TBR",3,3,,3.81818,35,7,0,1,,66,280,65,30,28,8,18,0,2,61,8.31818,2.45455,3.38889,1.09091,0.217857,0.0642857,0.15357141941785812,0.25,1.25758,0.298429,0.738162,,,3.7715,1.00837,0.809687,712.989990234375,,,,,,,287.0000000000001,4.34848484848485,292,4.424242424242424,,,,,,,,,,,,,,,,,,,"Steven Matz","13361",571927
"Chase Petty","CIN",7,12,,5.40152,27,26,0,1,,118.3,526,122,77,71,17,52,0,5,88,6.69484,3.95604,1.69231,1.29332,0.1673,0.0988593,0.06844105571508408,0.260128,1.47084,0.288462,0.645806,,,4.961,1.00631,0.114727,999,,,,,,,358.1200225830077,3.0272190477148633,379.50001525878906,3.2079459464827975,,,,,,,,,,,,,,,,,,,"Chase Petty","30170",695534
"Allan Winans",,6,6,,4.55809,22,17,0,0,,100.7,428,98,55,51,14,28,0,7,82,7.3287,2.50248,2.92857,1.25124,0.191589,0.0654206,0.12616822868585587,0.249364,1.25124,0.282828,0.667293,,,4.35659,1.00539,0.577013,999,,,,,,,377.17997741699213,3.745580822716958,380.49998474121094,3.7785501119407225,,,,,,,,,,,,,,,,,,,"Allan Winans","21238",642216
"Sawyer Gipson-Long","DET",3,4,,4.33735,19,14,0,1,,74.7,316,74,39,36,10,19,0,4,63,7.59036,2.28916,3.31579,1.20482,0.199367,0.0601266,0.13924050703644753,0.25256,1.24498,0.290909,0.683544,,,4.11238,1.00469,0.656268,999,,,,,,,298.37997741699223,3.994377370908495,304.49998474121094,4.076305183147351,,,,,,,,,,,,,,,,,,,"Sawyer Gipson-Long","26048",687830
"Darren McCaughan","CIN",4,7,,5.24355,25,16,0,0,,104.7,456,111,66,61,17,30,0,8,82,7.04871,2.5788,2.73333,1.46132,0.179825,0.0657895,0.11403508484363556,0.26555,1.3467,0.294671,0.639932,,,4.76837,0.997865,0.196807,999,,,,,,,327.07997741699216,3.1239731322884583,352.49998474121094,3.366762130045402,,,,,,,,,,,,,,,,,,,"Darren McCaughan","20038",670766
"Ryan Gusto","MIA",6,7,,4.55696,25,18,0,1,,102.7,451,106,56,52,14,39,0,4,85,7.44888,3.41772,2.17949,1.22687,0.18847,0.0864745,0.1019955649971962,0.259804,1.41188,0.297735,0.709729,,,4.50807,0.996138,0.853509,999,,,,,,,357.1799774169923,3.4778966702112037,376.49998474121094,3.6660174871373754,,,,,,,,,,,,,,,,,,,"Ryan Gusto","26440",687473
"George Klassen","LAA",6,9,,4.73223,23,23,0,0,,102.7,449,99,58,54,14,42,0,7,94,8.23759,3.68062,2.2381,1.22687,0.209354,0.0935412,0.11581291258335114,0.2475,1.37293,0.291096,0.68369,,,4.50807,0.994395,0.586147,999,,,,,,,371.37997741699235,3.6161634708144836,372.49998474121094,3.62706909260124,,,,,,,,,,,,,,,,,,,"George Klassen","33464",691946
"Jose Quintana","COL",7,9,,4.72131,24,23,0,0,,122,545,133,69,64,15,53,0,5,79,5.82787,3.90984,1.49057,1.10656,0.144954,0.0972477,0.047706425189971924,0.273101,1.52459,0.300254,0.709091,,,4.86464,0.994249,1.5939,999,,,,,,,356.50000000000017,2.922131147540985,399,3.2704918032786887,,,,,,,,,,,,,,,,,,,"Jose Quintana","11423",500779
"Ryan Weathers","NYY",5,5,,4.48436,19,17,0,1,,86.3,372,81,46,43,11,33,0,4,79,8.2387,3.44148,2.39394,1.14716,0.212366,0.0887097,0.12365592271089554,0.241791,1.32097,0.285714,0.689655,,,4.24753,0.993227,0.636969,232.55999755859375,,,,,,,343.7200225830078,3.982850642274765,339.50001525878906,3.9339513702586584,,,,,,,,,,,,,,,,,,,"Ryan Weathers","23796",677960
"Mason Englert","TBR",3,2,,3.81895,38,5,1,12,,70.7,296,66,32,30,8,19,0,3,65,8.2744,2.41867,3.42105,1.01839,0.219595,0.0641892,0.1554054096341133,0.240876,1.20226,0.288557,0.718157,,,3.70091,0.992786,0.793428,999,,,,,,,370.1799774169922,5.235926356375832,366.49998474121094,5.183875538347151,,,,,,,,,,,,,,,,,,,"Mason Englert","22288",669438
"Blake Money","BAL",5,7,,4.58654,24,16,0,0,,104,447,105,57,53,15,33,0,2,87,7.52885,2.85577,2.63636,1.29808,0.194631,0.0738255,0.12080537527799606,0.254854,1.32692,0.290323,0.692308,,,4.34667,0.992099,0.520357,999,,,,,,,381.1,3.664423076923077,394,3.7884615384615383,,,,,,,,,,,,,,,,,,,"Blake Money","sa3023127",690999
"Edwin Díaz","LAD",6,2,,3.06644,57,0,36,3,,58.7,237,41,22,20,6,21,0,5,84,12.879,3.21976,4,0.919932,0.35443,0.0886076,0.26582278311252594,0.194313,1.05622,0.289256,0.746269,,,2.93071,0.97935,0.91187,33,,,,,,,535.9800056457519,9.130834730485143,497.50000381469727,8.475298080895366,,,,,,,,,,,,,,,,,,,"Edwin Diaz","14710",621242
"Logan Workman","TBR",6,8,,4.77876,25,24,0,0,,124.3,533,128,71,66,20,37,0,4,95,6.87852,2.679,2.56757,1.44811,0.178236,0.0694184,0.10881800949573517,0.260163,1.32743,0.286472,0.686131,,,4.68783,0.97905,0.603228,999,,,,,,,408.0200225830078,3.28254233761451,428.50001525878906,3.4473049456029705,,,,,,,,,,,,,,,,,,,"Logan Workman","sa3017313",694312
"Patrick Corbin","TOR",6,9,,5.19647,24,24,0,0,,124.7,558,139,78,72,19,45,1,3,102,7.36167,3.24779,2.26667,1.37129,0.182796,0.0806452,0.10215054452419281,0.272549,1.47554,0.308483,0.673443,,,4.63474,0.971067,-0.19159,999,,,,,,,387.6799774169921,3.108901258256662,436.49998474121094,3.5004009256101587,,,,,,,,,,,,,,,,,,,"Patrick Corbin","9323",571578
"Luis Gil","NYY",5,6,,4.53376,20,19,0,1,,93.3,399,79,51,47,14,46,0,4,97,9.35691,4.4373,2.1087,1.35048,0.243108,0.115288,0.12781954556703568,0.226361,1.33976,0.273109,0.702087,,,4.61424,0.966738,0.572755,376.5,,,,,,,360.8200225830079,3.867309869034457,332.50001525878906,3.563772822969105,,,,,,,,,,,,,,,,,,,"Luis Gil","21052",661563
"Aroldis Chapman","BOS",5,2,,2.88,57,0,31,2,,50,207,36,17,16,4,23,0,1,72,12.96,4.14,3.13043,0.72,0.347826,0.111111,0.23671498149633408,0.196721,1.18,0.299065,0.786517,,,2.73514,0.96499,0.985866,64.55000305175781,,,,,,,462.19999999999993,9.243999999999998,433,8.66,,,,,,,,,,,,,,,,,,,"Aroldis Chapman","10233",547973
"Cody Bradford","TEX",5,5,,4.5,18,14,0,1,,76,316,74,41,38,11,17,0,2,61,7.22368,2.01316,3.58824,1.30263,0.193038,0.0537975,0.13924050331115723,0.249158,1.19737,0.28,0.661376,,,4.16145,0.964513,0.475706,999,,,,,,,303.69999999999993,3.9960526315789466,306,4.026315789473684,,,,,,,,,,,,,,,,,,,"Cody Bradford","27597",674003
"Adrian Morejon","SDP",8,6,,3.42466,65,1,3,13,,65.7,272,56,27,25,5,22,2,1,67,9.17808,3.0137,3.04545,0.684932,0.246324,0.0808824,0.16544117033481598,0.2249,1.18721,0.288136,0.71831,,,3.13514,0.959869,0.726561,735.8499755859375,,,,,,,411.07997741699216,6.256925365473562,395.49998474121094,6.019786957566862,,,,,,,,,,,,,,,,,,,"Adrian Morejon","20039",670970
"Hunter Harvey","CHC",4,2,,2.83019,46,1,4,13,,47.7,190,38,16,15,4,12,1,2,53,10,2.26415,4.41667,0.754717,0.278947,0.0631579,0.21578948944807053,0.215909,1.04822,0.285714,0.765766,,,2.88356,0.949603,0.963095,748.530029296875,,,,,,,340.980005645752,7.148427676979758,322.50000381469727,6.761006261141695,,,,,,,,,,,,,,,,,,,"Hunter Harvey","15507",640451
"Chase Dollander","COL",5,9,,5.06925,23,23,0,1,,108.3,481,108,66,61,15,47,0,10,95,7.89474,3.90582,2.02128,1.24654,0.197505,0.0977131,0.09979209303855896,0.254717,1.43121,0.296178,0.664179,,,4.76025,0.947284,1.00267,743.4400024414062,,,,,,,359.1200225830078,3.315974260973753,369.50001525878906,3.411819065990245,,,,,,,,,,,,,,,,,,,"Chase Dollander","33482",801403
"Connor Noland","CHC",7,7,,4.43609,25,21,0,0,,119.7,517,123,64,59,16,39,0,2,86,6.46617,2.93233,2.20513,1.20301,0.166344,0.0754352,0.09090909361839294,0.258403,1.35338,0.286096,0.702006,,,4.46346,0.945506,0.960938,999,,,,,,,418.17997741699213,3.493567151867276,439.49998474121094,3.671679164129378,,,,,,,,,,,,,,,,,,,"Connor Noland","sa3020834",690939
"Brandon Walter","HOU",3,3,,3.92958,16,11,0,0,,71,299,70,34,31,9,16,0,5,56,7.09859,2.02817,3.5,1.14085,0.187291,0.0535117,0.13377926126122475,0.251799,1.21127,0.286385,0.708447,,,4.09288,0.943944,0.897998,999,,,,,,,281.7,3.9676056338028167,287,4.042253521126761,,,,,,,,,,,,,,,,,,,"Brandon Walter","26056",687888
"Emerson Hancock","SEA",6,6,,4.37758,28,23,0,1,,121.3,520,119,64,59,17,39,0,7,99,7.34542,2.89365,2.53846,1.26134,0.190385,0.075,0.11538460850715637,0.251055,1.30256,0.284916,0.700447,,,4.46242,0.938571,0.567287,733.4199829101562,,,,,,,443.120022583008,3.653091602923802,449.50001525878906,3.7056884084907296,,,,,,,,,,,,,,,,,,,"Emerson Hancock","27470",676106
"Mitch Spence","KCR",5,6,,4.51147,32,18,0,1,,117.7,510,122,64,59,16,36,1,6,88,6.72897,2.75276,2.44444,1.22345,0.172549,0.0705882,0.10196078568696976,0.260684,1.3424,0.291209,0.693215,,,4.47753,0.936543,0.869103,999,,,,,,,410.9799774169924,3.491758607247188,434.49998474121094,3.691588751121884,,,,,,,,,,,,,,,,,,,"Mitch Spence","27707",687765
"Kade Morris","ATH",8,10,,4.75422,27,26,0,0,,136.3,597,142,78,72,19,43,0,12,94,6.2069,2.83932,2.18605,1.25459,0.157454,0.0720268,0.08542713522911072,0.261993,1.3573,0.286713,0.675505,,,4.77857,0.936327,0.791068,999,,,,,,,428.72002258300796,3.1454146220393566,457.50001525878906,3.356566434448725,,,,,,,,,,,,,,,,,,,"Kade Morris","33787",695034
"José Berríos","TOR",7,8,,4.43816,22,22,0,1,,123.7,532,125,66,61,20,39,1,7,98,7.13015,2.83751,2.51282,1.45513,0.184211,0.0733083,0.11090224981307983,0.257202,1.32579,0.285326,0.720588,,,4.76812,0.931291,0.9719,715.6500244140625,,,,,,,406.37997741699223,3.285206042381936,420.49998474121094,3.3993532345611457,,,,,,,,,,,,,,,,,,,"Jose Berrios","14168",621244
